episode,reward,steps,epsilon_end,last_loss
1,-4.852514,1257,0.293715,0.001123
2,-4.128547,1257,0.28743,0.001076
3,-4.852829,1257,0.281145,0.001615
4,-2.625803,1257,0.27486,0.000992
5,-3.35018,1257,0.268575,0.001504
6,-3.629395,1257,0.26229,0.001551
7,-1.506891,1257,0.256005,0.000856
8,-3.066806,1257,0.24972,0.001483
9,-2.276575,1257,0.243435,0.00105
10,-3.699676,1257,0.23715,0.000901
11,-2.590315,1257,0.230865,0.00065
12,-3.6334,1257,0.22458,0.001068
13,0.048113,1257,0.218295,0.00097
14,-2.009184,1257,0.21201,0.001906
15,-1.6169,1257,0.205725,0.002279
16,-1.729405,1257,0.19944,0.000869
17,-4.097191,1257,0.193155,0.001476
18,-1.14451,1257,0.18687,0.001435
19,-0.955802,1257,0.180585,0.00074
20,-1.068121,1257,0.1743,0.000901
21,-2.279799,1257,0.168015,0.001031
22,-2.099856,1257,0.16173,0.000806
23,-1.895044,1257,0.155445,0.000931
24,0.356136,1257,0.14916,0.000849
25,-0.236786,1257,0.142875,0.000659
26,-2.68499,1257,0.13659,0.001206
27,-0.293448,1257,0.130305,0.001452
28,-0.29436,1257,0.12402,0.001253
29,0.15678,1257,0.117735,0.001175
30,-0.024764,1257,0.11145,0.000909
31,-0.401522,1257,0.105165,0.000931
32,-0.531944,1257,0.09888,0.000992
33,-0.415138,1257,0.092595,0.002149
34,-1.568072,1257,0.08631,0.001248
35,-0.1177,1257,0.080025,0.00073
36,-0.087036,1257,0.07374,0.000441
37,-0.128585,1257,0.067455,0.000743
38,-0.66627,1257,0.06117,0.000679
39,0.299773,1257,0.054885,0.00155
40,0.083731,1257,0.05,0.001263
41,-0.700639,1257,0.05,0.000913
42,-0.184091,1257,0.05,0.000517
43,0.300206,1257,0.05,0.000509
44,-0.171624,1257,0.05,0.001024
