episode,reward,steps,epsilon_end,last_loss
1,-6.289186,1253,0.293735,0.00103
2,-2.198739,1253,0.28747,0.00217
3,-2.4611,1253,0.281205,0.000529
4,-1.52728,1253,0.27494,0.001786
5,-2.533298,1253,0.268675,0.001367
6,-1.413678,1253,0.26241,0.001154
7,-2.433038,1253,0.256145,0.001227
8,-2.229516,1253,0.24988,0.000834
9,-1.091593,1253,0.243615,0.001852
10,-1.500581,1253,0.23735,0.000539
11,-1.77679,1253,0.231085,0.000582
12,-2.659156,1253,0.22482,0.001488
13,-1.631298,1253,0.218555,0.001207
14,-2.450773,1253,0.21229,0.001085
