date,asset,DQN_cum_return,Long_cum_return
2011-01-03,Forex,0.0,0.018326
2011-01-04,Forex,-0.220143,-0.063843
2011-01-05,Forex,-0.437559,-0.153757
2011-01-06,Forex,-0.480388,-0.146831
2011-01-07,Forex,-0.461549,-0.11956
2011-01-10,Forex,-0.451255,-0.122869
2011-01-11,Forex,-0.461442,-0.13156
2011-01-12,Forex,-0.227681,-0.033542
2011-01-13,Forex,-0.113359,-0.010291
2011-01-14,Forex,-0.116322,-0.014765
2011-01-17,Forex,-0.169979,-0.010365
2011-01-18,Forex,-0.087815,0.022751
2011-01-19,Forex,-0.025185,0.042612
2011-01-20,Forex,-0.193543,-0.059491
2011-01-21,Forex,-0.162146,-0.028214
2011-01-24,Forex,-0.089311,0.020755
2011-01-25,Forex,-0.122357,-0.001463
2011-01-26,Forex,-0.082654,0.025231
2011-01-27,Forex,-0.072321,0.032178
2011-01-28,Forex,-0.166624,-0.031225
2011-01-31,Forex,-0.144532,-0.016372
2011-02-01,Forex,0.133919,0.135274
2011-02-02,Forex,0.148294,0.150705
2011-02-03,Forex,0.188542,0.144048
2011-02-04,Forex,0.169306,0.115528
2011-02-07,Forex,0.168748,0.116081
2011-02-08,Forex,0.082571,0.070646
2011-02-09,Forex,0.035708,0.070681
2011-02-10,Forex,-0.005321,0.000156
2011-02-11,Forex,0.025572,0.029571
2011-02-14,Forex,0.03241,0.034168
2011-02-15,Forex,-0.010952,0.005014
2011-02-16,Forex,0.058564,0.085269
2011-02-17,Forex,0.161169,0.166552
2011-02-18,Forex,0.153375,0.188245
2011-02-21,Forex,0.177126,0.204213
2011-02-22,Forex,0.014706,0.104225
2011-02-23,Forex,0.027481,0.112814
2011-02-24,Forex,0.124538,0.178069
2011-02-25,Forex,0.17212,0.210059
2011-02-28,Forex,0.278509,0.281588
2011-03-01,Forex,0.258968,0.26845
2011-03-02,Forex,0.260642,0.277625
2011-03-03,Forex,0.262772,0.261343
2011-03-04,Forex,0.292588,0.282271
2011-03-07,Forex,0.202042,0.230557
2011-03-08,Forex,0.153944,0.195201
2011-03-09,Forex,0.224926,0.251926
2011-03-10,Forex,0.042255,0.12911
2011-03-11,Forex,0.13226,0.189623
2011-03-14,Forex,0.038649,0.126686
2011-03-15,Forex,-0.158134,-0.005618
2011-03-16,Forex,-0.21102,-0.041175
2011-03-17,Forex,-0.08442,0.043942
2011-03-18,Forex,0.028602,0.065303
2011-03-21,Forex,0.183159,0.165736
2011-03-22,Forex,0.214368,0.190096
2011-03-23,Forex,0.111157,0.145844
2011-03-24,Forex,0.087834,0.15989
2011-03-25,Forex,-0.024489,0.096036
2011-03-28,Forex,-0.008963,0.114809
2011-03-29,Forex,-0.0496,0.094988
2011-03-30,Forex,0.024478,0.148866
2011-03-31,Forex,0.04813,0.181099
2011-04-01,Forex,0.032846,0.186435
2011-04-04,Forex,0.00797,0.166903
2011-04-05,Forex,0.068074,0.187635
2011-04-06,Forex,0.174965,0.240332
2011-04-07,Forex,0.190848,0.261031
2011-04-08,Forex,0.256062,0.334275
2011-04-11,Forex,0.268822,0.339942
2011-04-12,Forex,0.253347,0.315064
2011-04-13,Forex,0.260341,0.332817
2011-04-14,Forex,0.333211,0.398813
2011-04-15,Forex,0.350751,0.409378
2011-04-18,Forex,0.240877,0.347384
2011-04-19,Forex,0.316137,0.394698
2011-04-20,Forex,0.480037,0.525787
2011-04-21,Forex,0.607602,0.613163
2011-04-22,Forex,0.607292,0.612955
2011-04-25,Forex,0.584527,0.597649
2011-04-26,Forex,0.625722,0.625346
2011-04-27,Forex,0.699135,0.674704
2011-04-28,Forex,0.805168,0.745993
2011-04-29,Forex,0.941383,0.857797
2011-05-02,Forex,0.91448,0.837053
2011-05-03,Forex,0.810739,0.739493
2011-05-04,Forex,0.799523,0.712493
2011-05-05,Forex,0.85095,0.539134
2011-05-06,Forex,0.885998,0.537302
2011-05-09,Forex,0.914797,0.592195
2011-05-10,Forex,0.946526,0.606729
2011-05-11,Forex,0.845067,0.516148
2011-05-12,Forex,0.822041,0.496023
2011-05-13,Forex,0.677056,0.402554
2011-05-16,Forex,0.694474,0.408788
2011-05-17,Forex,0.680082,0.409263
2011-05-18,Forex,0.627341,0.393932
2011-05-19,Forex,0.693302,0.453878
2011-05-20,Forex,0.64336,0.470311
2011-05-23,Forex,0.455913,0.321614
2011-05-24,Forex,0.468457,0.361022
2011-05-25,Forex,0.464618,0.374365
2011-05-26,Forex,0.444552,0.468603
2011-05-27,Forex,0.439606,0.567785
2011-05-30,Forex,0.460728,0.555955
2011-05-31,Forex,0.422174,0.584774
2011-06-01,Forex,0.298477,0.571514
2011-06-02,Forex,0.325668,0.566906
2011-06-03,Forex,0.324374,0.611401
2011-06-06,Forex,0.293484,0.55124
2011-06-07,Forex,0.349563,0.606247
2011-06-08,Forex,0.34164,0.559461
2011-06-09,Forex,0.378082,0.568935
2011-06-10,Forex,0.303343,0.496704
2011-06-13,Forex,0.32417,0.544327
2011-06-14,Forex,0.374007,0.591767
2011-06-15,Forex,0.257112,0.413696
2011-06-16,Forex,0.240496,0.358334
2011-06-17,Forex,0.37923,0.451283
2011-06-20,Forex,0.379716,0.454239
2011-06-21,Forex,0.498491,0.55026
2011-06-22,Forex,0.375453,0.537119
2011-06-23,Forex,0.231495,0.451499
2011-06-24,Forex,0.175269,0.440679
2011-06-27,Forex,0.148014,0.406393
2011-06-28,Forex,0.178835,0.476199
2011-06-29,Forex,0.297935,0.576104
2011-06-30,Forex,0.409885,0.624776
2011-07-01,Forex,0.482214,0.635419
2011-07-04,Forex,0.356295,0.688001
2011-07-05,Forex,0.257502,0.667602
2011-07-06,Forex,0.208586,0.668156
2011-07-07,Forex,0.290388,0.697368
2011-07-08,Forex,0.238085,0.734381
2011-07-11,Forex,0.137694,0.647991
2011-07-12,Forex,0.208931,0.673652
2011-07-13,Forex,0.29682,0.810199
2011-07-14,Forex,0.236307,0.792527
2011-07-15,Forex,0.193895,0.798195
2011-07-18,Forex,0.19365,0.743093
2011-07-19,Forex,0.339719,0.806751
2011-07-20,Forex,0.318719,0.875438
2011-07-21,Forex,0.418857,0.964525
2011-07-22,Forex,0.371329,0.958224
2011-07-25,Forex,0.349546,0.996276
2011-07-26,Forex,0.4306,1.093801
2011-07-27,Forex,0.373478,1.030654
