date,DQN_cum_return,Long_cum_return
2011-01-03,0.0,0.037834
2011-01-04,-0.158523,-0.030477
2011-01-05,-0.433748,-0.058076
2011-01-06,-0.430477,-0.059908
2011-01-07,-0.396658,-0.061957
2011-01-10,-0.363599,-0.050263
2011-01-11,-0.329906,-0.020219
2011-01-12,-0.191082,0.036557
2011-01-13,-0.070144,0.042566
2011-01-14,-0.140413,0.041636
2011-01-18,-0.130865,0.077545
2011-01-19,-0.002466,0.051589
2011-01-20,-0.270507,-0.018747
2011-01-21,-0.211699,0.018914
2011-01-24,-0.181247,0.05513
2011-01-25,-0.168565,0.028119
2011-01-26,-0.203474,0.062148
2011-01-27,-0.186208,0.06463
2011-01-28,-0.163285,0.031628
2011-01-31,-0.173121,0.078569
2011-02-01,-0.07356,0.152213
2011-02-02,-0.10987,0.150678
2011-02-03,-0.102112,0.155868
2011-02-04,-0.2735,0.121484
2011-02-07,-0.307989,0.12962
2011-02-08,-0.412391,0.127366
2011-02-09,-0.376044,0.145063
2011-02-10,-0.456858,0.114524
2011-02-11,-0.392136,0.138841
2011-02-14,-0.347634,0.157697
2011-02-15,-0.314649,0.130379
2011-02-16,-0.266642,0.176072
2011-02-17,-0.10909,0.245092
2011-02-18,-0.176891,0.235551
2011-02-22,0.001278,0.163412
2011-02-23,0.072082,0.141591
2011-02-24,0.130678,0.146105
2011-02-25,0.2,0.221072
2011-02-28,0.263369,0.251398
2011-03-01,0.224688,0.2207
2011-03-02,0.169023,0.219824
2011-03-03,0.069577,0.221689
2011-03-04,0.165262,0.24096
2011-03-07,0.058935,0.194402
2011-03-08,0.001079,0.18194
2011-03-09,0.036207,0.19873
2011-03-10,-0.030076,0.123995
2011-03-11,0.014121,0.131228
2011-03-14,-0.061554,0.090164
2011-03-15,-0.220406,-0.034115
2011-03-16,-0.200328,-0.052328
2011-03-17,-0.067785,0.028203
2011-03-18,-0.01632,0.048371
2011-03-21,0.099841,0.102318
2011-03-22,0.094267,0.107733
2011-03-23,0.068377,0.109556
2011-03-24,0.008678,0.137504
2011-03-25,-0.107372,0.132637
2011-03-28,-0.093832,0.1113
2011-03-29,-0.216678,0.094498
2011-03-30,-0.141286,0.130319
2011-03-31,-0.1159,0.162433
