date,asset,DQN_drawdown,Long_drawdown
2011-03-15,Commodity,-1.96022,-2.889604
2011-03-16,Commodity,-2.140318,-3.038357
2011-03-17,Commodity,-1.369315,-2.10606
2011-03-18,Commodity,-1.251857,-1.842311
2011-03-21,Commodity,-1.218192,-1.626866
2011-03-22,Commodity,-1.228025,-1.531017
2011-03-23,Commodity,-1.156846,-1.45837
2011-03-24,Commodity,-1.355367,-1.200664
2011-03-25,Commodity,-1.168363,-0.944656
2011-03-28,Commodity,-1.159202,-1.251407
2011-03-29,Commodity,-1.241153,-1.411788
2011-03-30,Commodity,-1.289115,-1.395454
2011-03-31,Commodity,-1.011968,-0.830258
2011-04-01,Commodity,-1.010534,-0.832347
2011-04-04,Commodity,-1.051206,-0.604163
2011-04-05,Commodity,-1.156429,-0.477946
2011-04-06,Commodity,-1.098654,-0.622619
2011-04-07,Commodity,-0.825961,-0.812335
2011-04-08,Commodity,-0.745215,-0.387397
2011-04-11,Commodity,-0.851833,-0.463702
2011-04-12,Commodity,-0.984971,-1.18377
2011-04-13,Commodity,-1.052682,-1.02613
2011-04-14,Commodity,-0.824462,-0.867942
2011-04-15,Commodity,-0.758466,-0.781993
2011-04-18,Commodity,-1.174929,-0.901838
2011-04-19,Commodity,-1.162354,-0.632367
2011-04-20,Commodity,-0.970809,-0.325172
2011-04-21,Commodity,-1.168517,-0.252169
2011-04-25,Commodity,-1.563557,-0.208191
2011-04-26,Commodity,-1.430087,-0.448895
2011-04-27,Commodity,-1.403705,-0.54721
2011-04-28,Commodity,-1.197578,-0.596664
2011-04-29,Commodity,-1.32217,-0.08177
2011-05-02,Commodity,-1.056753,-0.256064
2011-05-03,Commodity,-0.923358,-0.620417
2011-05-04,Commodity,-1.03484,-1.280102
2011-05-05,Commodity,-1.677395,-2.56237
2011-05-06,Commodity,-1.804676,-2.605118
2011-05-09,Commodity,-1.637913,-2.343252
2011-05-10,Commodity,-1.629629,-2.062961
2011-05-11,Commodity,-2.157684,-2.716058
2011-05-12,Commodity,-2.368568,-2.611547
2011-05-13,Commodity,-2.383708,-2.644641
2011-05-16,Commodity,-2.390486,-2.725367
2011-05-17,Commodity,-2.470235,-2.684284
2011-05-18,Commodity,-2.144234,-2.195447
2011-05-19,Commodity,-2.054382,-2.336446
2011-05-20,Commodity,-2.01182,-2.240098
2011-05-23,Commodity,-1.812173,-2.701157
2011-05-24,Commodity,-1.71974,-2.619469
2011-05-25,Commodity,-1.688831,-2.032926
2011-05-26,Commodity,-1.750471,-1.983435
2011-05-27,Commodity,-1.755424,-1.787311
2011-05-31,Commodity,-1.788204,-1.617091
2011-06-01,Commodity,-1.662365,-2.025786
2011-06-02,Commodity,-1.804106,-1.967918
2011-06-03,Commodity,-1.775842,-1.908743
2011-06-06,Commodity,-1.770035,-2.078614
2011-06-07,Commodity,-1.651413,-1.978089
2011-06-08,Commodity,-1.706759,-1.771791
2011-06-09,Commodity,-1.707178,-1.582206
2011-06-10,Commodity,-1.805476,-1.785943
2011-06-13,Commodity,-1.936388,-2.052199
2011-06-14,Commodity,-1.922149,-1.946664
2011-06-15,Commodity,-2.08339,-2.467346
2011-06-16,Commodity,-2.211238,-2.602041
2011-06-17,Commodity,-2.280767,-2.607491
2011-06-20,Commodity,-2.404035,-2.453107
2011-06-21,Commodity,-2.206576,-2.115831
2011-06-22,Commodity,-2.23064,-2.296524
2011-06-23,Commodity,-2.551087,-2.862701
2011-06-24,Commodity,-2.809408,-2.96138
2011-06-27,Commodity,-2.625216,-3.256477
2011-06-28,Commodity,-2.825178,-2.867158
2011-06-29,Commodity,-2.759695,-2.508006
2011-06-30,Commodity,-2.235737,-2.661
2011-07-01,Commodity,-2.217193,-2.638216
2011-07-05,Commodity,-2.317443,-2.131862
2011-07-06,Commodity,-2.059851,-2.196922
2011-07-07,Commodity,-2.275459,-1.546103
2011-07-08,Commodity,-2.324093,-1.565909
2011-07-11,Commodity,-2.321705,-1.773984
2011-07-12,Commodity,-2.466301,-1.41515
2011-07-13,Commodity,-2.326116,-0.815786
2011-07-14,Commodity,-2.176138,-1.004115
2011-07-15,Commodity,-2.205605,-0.874849
2011-07-18,Commodity,-2.258873,-0.937103
2011-07-19,Commodity,-2.37621,-0.827937
2011-07-20,Commodity,-2.57687,-0.864775
2011-07-21,Commodity,-2.515415,-0.955293
2011-07-22,Commodity,-2.154797,-0.746548
2011-07-25,Commodity,-2.266199,-0.805361
2011-07-26,Commodity,-2.234128,-0.602767
2011-07-27,Commodity,-2.169524,-0.787646
2011-07-28,Commodity,-2.226018,-1.036361
2011-07-29,Commodity,-2.116756,-1.201485
2011-08-01,Commodity,-2.097469,-1.223187
2011-08-02,Commodity,-2.199718,-1.076808
2011-08-03,Commodity,-2.247333,-1.39486
2011-08-04,Commodity,-2.193853,-2.242482
2011-08-05,Commodity,-1.944337,-2.34366
2011-08-08,Commodity,-1.694121,-2.866001
2011-08-09,Commodity,-1.525003,-2.723195
2011-08-10,Commodity,-1.587228,-2.598965
2011-08-11,Commodity,-1.682715,-2.216328
2011-08-12,Commodity,-1.723378,-2.150079
2011-08-15,Commodity,-1.842953,-1.830846
2011-08-16,Commodity,-1.845638,-1.680215
2011-08-17,Commodity,-2.027668,-1.551363
2011-08-18,Commodity,-1.809832,-2.074457
2011-08-19,Commodity,-1.861487,-1.717423
2011-08-22,Commodity,-1.72164,-1.445957
2011-08-23,Commodity,-1.82154,-1.427971
2011-08-24,Commodity,-2.081922,-1.92302
2011-08-25,Commodity,-2.051873,-1.762228
2011-08-26,Commodity,-1.729527,-1.310293
2011-08-29,Commodity,-1.671613,-1.246427
2011-08-30,Commodity,-1.643561,-1.062034
2011-08-31,Commodity,-1.482068,-0.851695
2011-09-01,Commodity,-1.427971,-1.10201
2011-09-02,Commodity,-1.659668,-0.92266
2011-09-06,Commodity,-1.731387,-1.196741
2011-09-07,Commodity,-1.521827,-1.045622
2011-09-08,Commodity,-1.654848,-1.043565
2011-09-09,Commodity,-1.685273,-1.30128
2011-09-12,Commodity,-1.933965,-1.445895
2011-09-13,Commodity,-1.81796,-1.479179
2011-09-14,Commodity,-1.744973,-1.59745
2011-09-15,Commodity,-1.832685,-1.881043
2011-09-16,Commodity,-2.003111,-2.055554
2011-09-19,Commodity,-2.281413,-2.680858
2011-09-20,Commodity,-2.343718,-2.56255
2011-09-21,Commodity,-2.277025,-2.700736
2011-09-22,Commodity,-2.285575,-4.024911
2011-09-23,Commodity,-2.348224,-4.681785
2011-09-26,Commodity,-2.637136,-4.677742
2011-09-27,Commodity,-2.594262,-4.159701
2011-09-28,Commodity,-2.484585,-4.744067
2011-09-29,Commodity,-2.41937,-4.552332
2011-09-30,Commodity,-1.967346,-5.125987
2011-10-03,Commodity,-1.983547,-5.222862
2011-10-04,Commodity,-1.888736,-5.495048
2011-10-05,Commodity,-1.903048,-5.087824
2011-10-06,Commodity,-2.131209,-4.783691
2011-10-07,Commodity,-2.224961,-4.990994
2011-10-10,Commodity,-2.412636,-4.78778
2011-10-11,Commodity,-2.784587,-4.334126
2011-10-12,Commodity,-3.194606,-4.2232
2011-10-13,Commodity,-3.243685,-4.123229
2011-10-14,Commodity,-3.484027,-3.614974
2011-10-17,Commodity,-3.329127,-3.70848
2011-10-18,Commodity,-3.368812,-3.820031
2011-10-19,Commodity,-3.225313,-4.082467
2011-10-20,Commodity,-3.432162,-4.25565
2011-10-21,Commodity,-3.396047,-4.008385
2011-10-24,Commodity,-3.304504,-3.455157
2011-10-25,Commodity,-3.144149,-3.505171
2011-10-26,Commodity,-3.219274,-3.737258
2011-10-27,Commodity,-3.569982,-3.257125
2011-10-28,Commodity,-3.594369,-3.361047
2011-10-31,Commodity,-3.34256,-3.684931
2011-11-01,Commodity,-3.140791,-3.850796
2011-11-02,Commodity,-3.418432,-3.898655
2011-11-03,Commodity,-3.824937,-3.574763
2011-11-04,Commodity,-3.886685,-3.592343
2011-11-07,Commodity,-4.062125,-3.581436
2011-11-08,Commodity,-4.240696,-3.523643
2011-11-09,Commodity,-4.127189,-3.946139
2011-11-10,Commodity,-3.959558,-4.156714
2011-11-11,Commodity,-4.133773,-4.01812
2011-11-14,Commodity,-4.189438,-4.140796
2011-11-15,Commodity,-4.403118,-3.803959
2011-11-16,Commodity,-4.329565,-4.040593
2011-11-17,Commodity,-3.962978,-4.641476
2011-11-18,Commodity,-4.053715,-4.719236
2011-11-21,Commodity,-3.824217,-5.050984
2011-11-22,Commodity,-4.017046,-4.967869
2011-11-23,Commodity,-3.758169,-5.313409
2011-11-25,Commodity,-3.60663,-5.568359
2011-11-28,Commodity,-3.829424,-5.474261
2011-11-29,Commodity,-3.754147,-5.202906
2011-11-30,Commodity,-3.611016,-4.893369
2011-12-01,Commodity,-3.650546,-4.963933
2011-12-02,Commodity,-3.62521,-5.038201
2011-12-05,Commodity,-3.794047,-5.271912
2011-12-06,Commodity,-3.869272,-5.302259
2011-12-07,Commodity,-3.844244,-5.627839
2011-12-08,Commodity,-4.036182,-5.837373
2011-12-09,Commodity,-3.85922,-6.075603
2011-12-12,Commodity,-4.067762,-6.368682
2011-12-13,Commodity,-3.968486,-6.155772
2011-12-14,Commodity,-4.683326,-7.018778
2011-12-15,Commodity,-4.736102,-7.074763
2011-12-16,Commodity,-4.749961,-7.045029
2011-12-19,Commodity,-4.553368,-6.747406
2011-12-20,Commodity,-4.166484,-6.342586
2011-12-21,Commodity,-4.102937,-6.22504
2011-12-22,Commodity,-4.004525,-6.018519
2011-12-23,Commodity,-3.823109,-5.937164
2011-12-27,Commodity,-3.678888,-5.742356
2011-12-28,Commodity,-3.61635,-5.925605
2011-12-29,Commodity,-3.774954,-6.069743
2011-12-30,Commodity,-3.70403,-5.81278
2012-01-03,Commodity,-3.20244,-5.339279
2012-01-04,Commodity,-3.046196,-5.359094
2012-01-05,Commodity,-3.065651,-5.821315
2012-01-06,Commodity,-3.099826,-5.860715
2012-01-09,Commodity,-2.740461,-5.562263
2012-01-10,Commodity,-2.108344,-5.041404
2012-01-11,Commodity,-2.301288,-5.188673
2012-01-12,Commodity,-2.358385,-5.675265
2012-01-13,Commodity,-2.31776,-5.805532
2012-01-17,Commodity,-2.291568,-5.550586
2012-01-18,Commodity,-2.44713,-5.704917
2012-01-19,Commodity,-2.355589,-5.508091
2012-01-20,Commodity,-2.484487,-5.505522
2012-01-23,Commodity,-2.745157,-5.173868
2012-01-24,Commodity,-2.625553,-5.040366
2012-01-25,Commodity,-2.573447,-4.834836
2012-01-26,Commodity,-2.687662,-4.67626
2012-01-27,Commodity,-2.691969,-4.691882
2012-01-30,Commodity,-2.711794,-5.063342
2012-01-31,Commodity,-2.480916,-5.022561
2012-02-01,Commodity,-2.293292,-4.982904
2012-02-02,Commodity,-2.298132,-5.091166
2012-02-03,Commodity,-2.313529,-4.879968
2012-02-06,Commodity,-2.20943,-4.690397
2012-02-07,Commodity,-2.287758,-4.598099
2012-02-08,Commodity,-2.384842,-4.576955
2012-02-09,Commodity,-2.442731,-4.650077
2012-02-10,Commodity,-2.404791,-5.139158
2012-02-13,Commodity,-2.369613,-4.891566
2012-02-14,Commodity,-2.534684,-4.86334
2012-02-15,Commodity,-2.604445,-4.799565
2012-02-16,Commodity,-2.541359,-4.674408
2012-02-17,Commodity,-2.401317,-4.521557
2012-02-21,Commodity,-2.862053,-4.261962
2012-02-22,Commodity,-2.917494,-4.110505
2012-02-23,Commodity,-2.81649,-4.093851
2012-02-24,Commodity,-2.727714,-3.914212
2012-02-27,Commodity,-2.676116,-3.989418
2012-02-28,Commodity,-2.838172,-3.993436
2012-02-29,Commodity,-2.227228,-4.124215
2012-03-01,Commodity,-2.315724,-3.921309
2012-03-02,Commodity,-2.234676,-4.161482
2012-03-05,Commodity,-2.393989,-4.561498
2012-03-06,Commodity,-2.621693,-5.266765
2012-03-07,Commodity,-2.668041,-5.371931
2012-03-08,Commodity,-2.849696,-5.221554
2012-03-09,Commodity,-2.684254,-5.07803
2012-03-12,Commodity,-2.613002,-4.958716
2012-03-13,Commodity,-2.674486,-4.735259
2012-03-14,Commodity,-3.033522,-5.072426
2012-03-15,Commodity,-2.828089,-4.759975
2012-03-16,Commodity,-2.843264,-4.652863
2012-03-19,Commodity,-2.918699,-4.672181
2012-03-20,Commodity,-3.019525,-5.240629
2012-03-21,Commodity,-3.13432,-5.307439
2012-03-22,Commodity,-3.373842,-5.530986
2012-03-23,Commodity,-3.101784,-5.312357
2012-03-26,Commodity,-3.098145,-5.145164
2012-03-27,Commodity,-3.071004,-5.101902
2012-03-28,Commodity,-3.213871,-5.640221
2012-03-29,Commodity,-3.247928,-6.206382
2012-03-30,Commodity,-3.438317,-5.787495
2012-04-02,Commodity,-3.391529,-5.451251
2012-04-03,Commodity,-3.410785,-5.603865
2012-04-04,Commodity,-3.915407,-6.191476
2012-04-05,Commodity,-3.877207,-5.961038
2012-04-09,Commodity,-3.971678,-6.136548
2012-04-10,Commodity,-4.223642,-6.590357
2012-04-11,Commodity,-4.169059,-6.560354
2012-04-12,Commodity,-3.801351,-5.99245
2012-04-13,Commodity,-4.214398,-6.382216
2012-04-16,Commodity,-4.291161,-6.614683
2012-04-17,Commodity,-4.308629,-6.515724
2012-04-18,Commodity,-4.408046,-6.880366
2012-04-19,Commodity,-4.483759,-6.72788
2012-04-20,Commodity,-4.526618,-6.587474
2012-04-23,Commodity,-4.656862,-6.781236
2012-04-24,Commodity,-4.624129,-6.722518
2012-04-25,Commodity,-4.481514,-6.618449
2012-04-26,Commodity,-4.25539,-6.608008
2012-04-27,Commodity,-4.036272,-6.488593
2012-04-30,Commodity,-3.851938,-6.476728
2012-05-01,Commodity,-3.678958,-6.432262
2012-05-02,Commodity,-3.926626,-6.971909
2012-05-03,Commodity,-4.287893,-7.0651
2012-05-04,Commodity,-4.441403,-7.37194
2012-05-07,Commodity,-4.414545,-7.325897
2012-05-08,Commodity,-4.632703,-7.566738
2012-05-09,Commodity,-4.803736,-7.647425
2012-05-10,Commodity,-5.011439,-7.512137
2012-05-11,Commodity,-5.124239,-7.723809
2012-05-14,Commodity,-5.652154,-8.1004
2012-05-15,Commodity,-5.76236,-7.982068
2012-05-16,Commodity,-5.963063,-7.955632
2012-05-17,Commodity,-6.18978,-7.717099
2012-05-18,Commodity,-6.701967,-7.466387
2012-05-21,Commodity,-6.59016,-7.414364
2012-05-22,Commodity,-6.336302,-7.790767
2012-05-23,Commodity,-6.233037,-8.500832
2012-05-24,Commodity,-6.050903,-8.57452
2012-05-25,Commodity,-6.363043,-8.532526
2012-05-29,Commodity,-6.509917,-8.876342
2012-05-30,Commodity,-6.354034,-9.321628
2012-05-31,Commodity,-6.526362,-9.366468
2012-06-01,Commodity,-6.633348,-9.716741
2012-06-04,Commodity,-6.47495,-9.668233
2012-06-05,Commodity,-6.606585,-9.551407
2012-06-06,Commodity,-6.846888,-8.995163
2012-06-07,Commodity,-6.709326,-8.920799
2012-06-08,Commodity,-6.567033,-9.078376
2012-06-11,Commodity,-6.67948,-9.037791
2012-06-12,Commodity,-6.714055,-9.067215
2012-06-13,Commodity,-6.591017,-9.316032
2012-06-14,Commodity,-6.724882,-9.279282
2012-06-15,Commodity,-6.89839,-9.348824
2012-06-18,Commodity,-7.269024,-9.113726
2012-06-19,Commodity,-7.456247,-8.592379
2012-06-20,Commodity,-7.708235,-8.822335
2012-06-21,Commodity,-7.659605,-9.353995
2012-06-22,Commodity,-7.87736,-9.339494
2012-06-25,Commodity,-8.041333,-8.834797
2012-06-26,Commodity,-8.068096,-8.700719
2012-06-27,Commodity,-8.095251,-8.341088
2012-06-28,Commodity,-8.065899,-8.569534
2012-06-29,Commodity,-7.981126,-7.616992
2012-07-02,Commodity,-8.361982,-7.584402
2012-07-03,Commodity,-8.863157,-6.923131
2012-07-05,Commodity,-8.976375,-6.634169
2012-07-06,Commodity,-8.677396,-7.090288
2012-07-09,Commodity,-9.187318,-6.600541
2012-07-10,Commodity,-9.214007,-6.925075
2012-07-11,Commodity,-9.247825,-6.9939
2012-07-12,Commodity,-9.320751,-7.023959
2012-07-13,Commodity,-9.30205,-6.744452
2012-07-16,Commodity,-9.64999,-6.592384
2012-07-17,Commodity,-9.622508,-6.710566
2012-07-18,Commodity,-9.844071,-6.463648
2012-07-19,Commodity,-10.085385,-6.025279
2012-07-20,Commodity,-10.117136,-5.974405
2012-07-23,Commodity,-9.904429,-6.384387
2012-07-24,Commodity,-9.727039,-6.854692
2012-07-25,Commodity,-9.862764,-6.568737
2012-07-26,Commodity,-9.921496,-6.703424
2012-07-27,Commodity,-10.008847,-6.446345
2012-07-30,Commodity,-10.121618,-6.090018
2012-07-31,Commodity,-10.273085,-6.482434
2012-08-01,Commodity,-10.418241,-6.626518
2012-08-02,Commodity,-10.568011,-6.895451
2012-08-03,Commodity,-10.801043,-6.430959
2012-08-06,Commodity,-10.899024,-6.399173
2012-08-07,Commodity,-10.973389,-6.360058
2012-08-08,Commodity,-10.959706,-6.21756
2012-08-09,Commodity,-10.850878,-6.056646
2012-08-10,Commodity,-10.707003,-6.203084
2012-08-13,Commodity,-11.120394,-6.448643
2012-08-14,Commodity,-11.385621,-6.488733
2012-08-15,Commodity,-11.24945,-6.28123
2012-08-16,Commodity,-11.075138,-6.137201
2012-08-17,Commodity,-10.899991,-6.009623
2012-08-20,Commodity,-10.863243,-5.841484
2012-08-21,Commodity,-10.574372,-5.530259
2012-08-22,Commodity,-10.887813,-5.581352
2012-08-23,Commodity,-11.208553,-5.595157
2012-08-24,Commodity,-11.303984,-5.701939
2012-08-27,Commodity,-11.430351,-5.728131
2012-08-28,Commodity,-11.404547,-5.700809
2012-08-29,Commodity,-11.107372,-5.485767
2012-08-30,Commodity,-11.209564,-5.614366
2012-08-31,Commodity,-11.505943,-5.36738
2012-09-04,Commodity,-11.531032,-5.337964
2012-09-05,Commodity,-11.702124,-5.545009
2012-09-06,Commodity,-12.177661,-5.566455
2012-09-07,Commodity,-12.105237,-5.202854
2012-09-10,Commodity,-11.974104,-5.252324
2012-09-11,Commodity,-12.013312,-5.167052
2012-09-12,Commodity,-12.182586,-4.878428
2012-09-13,Commodity,-12.376258,-4.493649
2012-09-14,Commodity,-12.280184,-4.064291
2012-09-17,Commodity,-12.436533,-4.855528
2012-09-18,Commodity,-12.562247,-5.210224
2012-09-19,Commodity,-12.250107,-5.214453
2012-09-20,Commodity,-12.382578,-5.308534
2012-09-21,Commodity,-12.185046,-5.0577
2012-09-24,Commodity,-12.138888,-5.408487
2012-09-25,Commodity,-12.047817,-5.53331
2012-09-26,Commodity,-12.025574,-5.76079
2012-09-27,Commodity,-12.072865,-5.512886
2012-09-28,Commodity,-11.669134,-5.12942
2012-10-01,Commodity,-11.591117,-4.994802
2012-10-02,Commodity,-11.553361,-4.907162
2012-10-03,Commodity,-11.828761,-5.210638
2012-10-04,Commodity,-11.797863,-4.950706
2012-10-05,Commodity,-12.344097,-5.286049
2012-10-08,Commodity,-12.45239,-5.330045
2012-10-09,Commodity,-12.636444,-5.250132
2012-10-10,Commodity,-12.724876,-5.340682
2012-10-11,Commodity,-12.22263,-5.169607
2012-10-12,Commodity,-12.504234,-5.416186
2012-10-15,Commodity,-12.790195,-5.671815
2012-10-16,Commodity,-12.881018,-5.501918
2012-10-17,Commodity,-12.487024,-5.133987
2012-10-18,Commodity,-12.615414,-5.151024
2012-10-19,Commodity,-12.978791,-5.364968
2012-10-22,Commodity,-13.202341,-5.566931
2012-10-23,Commodity,-13.548976,-5.942792
2012-10-24,Commodity,-13.602637,-5.951532
2012-10-25,Commodity,-13.564465,-6.059068
2012-10-26,Commodity,-13.817236,-6.160023
2012-10-29,Commodity,-14.082164,-6.35132
2012-10-30,Commodity,-14.055991,-6.273664
2012-10-31,Commodity,-13.970403,-6.097431
2012-11-01,Commodity,-13.938376,-6.220904
2012-11-02,Commodity,-14.535927,-6.797405
2012-11-05,Commodity,-14.462844,-6.814388
2012-11-06,Commodity,-13.915509,-6.217124
2012-11-07,Commodity,-14.370349,-6.613715
2012-11-08,Commodity,-14.386859,-6.611985
2012-11-09,Commodity,-14.535681,-6.603792
2012-11-12,Commodity,-14.66207,-6.892281
2012-11-13,Commodity,-14.41913,-6.8967
2012-11-14,Commodity,-14.380339,-6.731998
2012-11-15,Commodity,-14.430627,-6.848028
2012-11-16,Commodity,-14.459796,-6.856524
2012-11-19,Commodity,-14.113355,-6.221748
2012-11-20,Commodity,-14.009176,-6.23006
2012-11-21,Commodity,-13.925072,-6.126127
2012-11-23,Commodity,-13.722307,-5.823555
2012-11-26,Commodity,-13.832039,-5.978515
2012-11-27,Commodity,-13.752727,-5.772034
2012-11-28,Commodity,-13.842463,-5.791956
2012-11-29,Commodity,-13.838919,-5.672292
2012-11-30,Commodity,-13.721822,-5.988033
2012-12-03,Commodity,-13.512104,-5.890057
2012-12-04,Commodity,-13.814062,-6.264321
2012-12-05,Commodity,-13.834778,-5.981449
2012-12-06,Commodity,-14.138719,-6.092433
2012-12-07,Commodity,-14.262548,-6.264028
2012-12-10,Commodity,-14.080781,-6.292222
2012-12-11,Commodity,-14.093175,-6.199211
2012-12-12,Commodity,-14.121829,-6.127651
2012-12-13,Commodity,-14.327979,-6.453332
2012-12-14,Commodity,-14.425846,-6.171844
2012-12-17,Commodity,-14.525709,-6.206386
2012-12-18,Commodity,-14.770895,-6.36808
2012-12-19,Commodity,-14.80823,-6.395015
2012-12-20,Commodity,-14.832597,-6.882234
2012-12-21,Commodity,-14.64226,-6.806072
2012-12-24,Commodity,-14.54123,-6.789568
2012-12-26,Commodity,-14.806132,-6.76916
2012-12-27,Commodity,-14.758273,-6.903624
2012-12-28,Commodity,-14.750247,-7.022833
2012-12-31,Commodity,-14.563425,-7.144037
2013-01-02,Commodity,-14.580567,-7.014601
2013-01-03,Commodity,-14.695382,-7.143759
2013-01-04,Commodity,-14.768866,-7.339213
2013-01-07,Commodity,-14.754277,-7.318402
2013-01-08,Commodity,-14.635549,-7.408545
2013-01-09,Commodity,-14.834746,-7.551714
2013-01-10,Commodity,-14.790229,-7.292328
2013-01-11,Commodity,-14.686578,-7.284279
2013-01-14,Commodity,-14.646494,-6.957318
2013-01-15,Commodity,-14.56273,-6.908137
2013-01-16,Commodity,-14.577998,-7.002073
2013-01-17,Commodity,-14.561231,-6.911058
2013-01-18,Commodity,-14.57272,-6.95846
2013-01-22,Commodity,-14.360795,-6.903007
2013-01-23,Commodity,-14.323404,-6.97402
2013-01-24,Commodity,-14.149639,-7.089498
2013-01-25,Commodity,-14.13901,-7.084173
2013-01-28,Commodity,-14.034208,-7.139337
2013-01-29,Commodity,-14.025961,-6.991979
2013-01-30,Commodity,-13.704177,-6.676944
2013-01-31,Commodity,-13.609474,-6.662184
2013-02-01,Commodity,-13.278367,-6.503691
2013-02-04,Commodity,-13.308501,-6.550346
2013-02-05,Commodity,-13.263546,-6.355341
2013-02-06,Commodity,-13.198439,-6.385766
2013-02-07,Commodity,-13.254549,-6.65329
2013-02-08,Commodity,-13.263964,-6.629682
2013-02-11,Commodity,-13.177482,-7.008149
2013-02-12,Commodity,-13.223151,-7.082763
2013-02-13,Commodity,-13.277316,-7.020952
2013-02-14,Commodity,-13.547473,-7.238497
2013-02-15,Commodity,-13.770244,-7.314639
2013-02-19,Commodity,-13.838257,-7.523921
2013-02-20,Commodity,-14.015622,-7.853078
2013-02-21,Commodity,-14.019148,-8.350165
2013-02-22,Commodity,-13.856759,-8.49191
2013-02-25,Commodity,-13.558148,-8.655532
2013-02-26,Commodity,-13.541874,-8.644183
2013-02-27,Commodity,-13.502941,-8.791331
2013-02-28,Commodity,-13.548756,-8.737954
2013-03-01,Commodity,-13.773922,-8.961714
2013-03-04,Commodity,-13.506742,-9.059744
2013-03-05,Commodity,-13.741768,-9.036968
2013-03-06,Commodity,-13.664686,-9.415971
2013-03-07,Commodity,-13.976516,-8.959042
2013-03-08,Commodity,-13.913413,-8.788862
2013-03-11,Commodity,-14.041024,-8.744128
2013-03-12,Commodity,-14.155344,-8.614302
2013-03-13,Commodity,-14.001286,-8.911532
2013-03-14,Commodity,-14.187612,-8.833011
2013-03-15,Commodity,-14.167701,-8.880792
2013-03-18,Commodity,-13.87969,-9.207037
2013-03-19,Commodity,-13.715167,-9.341635
2013-03-20,Commodity,-13.741109,-9.062189
2013-03-21,Commodity,-13.651405,-9.026928
2013-03-22,Commodity,-13.547896,-9.010077
2013-03-25,Commodity,-13.78312,-8.981606
2013-03-26,Commodity,-13.79075,-8.811732
2013-03-27,Commodity,-13.969538,-8.45254
2013-03-28,Commodity,-13.600089,-8.920242
2013-04-01,Commodity,-13.278302,-9.213695
2013-04-02,Commodity,-13.386119,-9.312767
2013-04-03,Commodity,-13.547164,-9.700285
2013-04-04,Commodity,-13.556715,-9.911647
2013-04-05,Commodity,-13.446337,-9.948282
2013-04-08,Commodity,-13.190856,-9.621375
2013-04-09,Commodity,-13.24375,-9.416483
2013-04-10,Commodity,-13.150422,-9.713881
2013-04-11,Commodity,-12.971054,-9.597682
2013-04-12,Commodity,-12.342028,-9.896282
2013-04-15,Commodity,-11.66448,-11.048729
2013-04-16,Commodity,-11.497796,-10.628878
2013-04-17,Commodity,-11.334112,-10.72336
2013-04-18,Commodity,-11.30536,-10.654645
2013-04-19,Commodity,-11.296013,-10.674255
2013-04-22,Commodity,-11.129027,-10.894163
2013-04-23,Commodity,-10.975492,-11.159033
2013-04-24,Commodity,-11.186825,-10.939291
2013-04-25,Commodity,-11.189432,-10.41646
2013-04-26,Commodity,-11.095052,-10.634373
