episode,reward,steps,epsilon_end,last_loss
1,-6.805127,1500,0.2925,0.001036
2,-8.254246,1500,0.285,0.002451
3,-6.128099,1500,0.2775,0.001979
4,-5.381516,1500,0.27,0.001086
5,-7.301647,1500,0.2625,0.000911
6,-6.281111,1500,0.255,0.001612
7,-5.272574,1500,0.2475,0.001039
8,-5.017851,1500,0.24,0.000984
9,-3.502339,1500,0.2325,0.002009
10,-4.946845,1500,0.225,0.000756
11,-6.283206,1500,0.2175,0.00164
12,-4.189652,1500,0.21,0.001544
13,-6.183087,1500,0.2025,0.002447
14,-5.432158,1500,0.195,0.00185
