Price,Close,High,Low,Open,Volume
Ticker,HO=F,HO=F,HO=F,HO=F,HO=F
Date,,,,,
2005-01-03,1.192199945449829,1.2400000095367432,1.1679999828338623,1.2400000095367432,25620
2005-01-04,1.2466000318527222,1.2645000219345093,1.1894999742507935,1.191499948501587,31945
2005-01-05,1.218400001525879,1.2466000318527222,1.190000057220459,1.2466000318527222,30858
2005-01-06,1.2812999486923218,1.2899999618530273,1.2074999809265137,1.218500018119812,28783
2005-01-07,1.273300051689148,1.2869999408721924,1.25,1.2752000093460083,37539
2005-01-10,1.2762999534606934,1.350000023841858,1.2730000019073486,1.2799999713897705,34284
2005-01-11,1.2935999631881714,1.3070000410079956,1.2740000486373901,1.2764999866485596,26202
2005-01-12,1.3004000186920166,1.3079999685287476,1.2584999799728394,1.2949999570846558,28800
2005-01-13,1.3410999774932861,1.347499966621399,1.2999999523162842,1.2999999523162842,30008
2005-01-14,1.3509000539779663,1.3630000352859497,1.3279999494552612,1.3350000381469727,30008
2005-01-18,1.3437999486923218,1.3949999809265137,1.3300000429153442,1.368399977684021,27580
2005-01-19,1.3425999879837036,1.3600000143051147,1.3370000123977661,1.3472000360488892,25073
2005-01-20,1.3398000001907349,1.3650000095367432,1.319000005722046,1.3424999713897705,27192
2005-01-21,1.3837000131607056,1.3980000019073486,1.340999960899353,1.340999960899353,23942
2005-01-24,1.4032000303268433,1.4149999618530273,1.378000020980835,1.3975000381469727,22794
2005-01-25,1.4248000383377075,1.4285000562667847,1.3930000066757202,1.403499960899353,24127
2005-01-26,1.4033000469207764,1.440000057220459,1.3849999904632568,1.4244999885559082,27906
2005-01-27,1.3969000577926636,1.4220000505447388,1.3940000534057617,1.402999997138977,18831
2005-01-28,1.3380000591278076,1.3984999656677246,1.3279999494552612,1.3969999551773071,22634
2005-01-31,1.3308000564575195,1.3550000190734863,1.2899999618530273,1.3224999904632568,36330
2005-02-01,1.3138999938964844,1.3488999605178833,1.3109999895095825,1.3473999500274658,25389
2005-02-02,1.2970000505447388,1.3350000381469727,1.2929999828338623,1.3174999952316284,29045
2005-02-03,1.2764999866485596,1.2999999523162842,1.2630000114440918,1.2949999570846558,23764
2005-02-04,1.2741999626159668,1.2929999828338623,1.2699999809265137,1.281000018119812,24427
2005-02-07,1.2305999994277954,1.2699999809265137,1.225000023841858,1.2599999904632568,29479
2005-02-08,1.246000051498413,1.2549999952316284,1.2209999561309814,1.2309999465942383,28004
2005-02-09,1.26419997215271,1.2899999618530273,1.2338000535964966,1.246000051498413,32880
2005-02-10,1.3213000297546387,1.3240000009536743,1.2640000581741333,1.2645000219345093,30383
2005-02-11,1.305799961090088,1.3300000429153442,1.3025000095367432,1.315000057220459,24458
2005-02-14,1.2943999767303467,1.3224999904632568,1.277500033378601,1.2960000038146973,25729
2005-02-15,1.2913000583648682,1.309999942779541,1.287500023841858,1.2943999767303467,23469
2005-02-16,1.3420000076293945,1.343999981880188,1.2879999876022339,1.2914999723434448,27196
2005-02-17,1.3128000497817993,1.344499945640564,1.309999942779541,1.3416999578475952,19175
2005-02-18,1.3493000268936157,1.3550000190734863,1.309999942779541,1.315000057220459,19175
2005-02-22,1.4401999711990356,1.444000005722046,1.351099967956543,1.351099967956543,23827
2005-02-23,1.4831000566482544,1.4874999523162842,1.4190000295639038,1.4335999488830566,30259
2005-02-24,1.465000033378601,1.5199999809265137,1.4429999589920044,1.4819999933242798,26887
2005-02-25,1.4541000127792358,1.4700000286102295,1.4329999685287476,1.465000033378601,21926
2005-02-28,1.4914000034332275,1.5,1.4641000032424927,1.4641000032424927,31832
2005-03-01,1.4651999473571777,1.468000054359436,1.4079999923706055,1.4539999961853027,31826
2005-03-02,1.5084999799728394,1.5119999647140503,1.4625999927520752,1.4704999923706055,29040
2005-03-03,1.4908000230789185,1.527500033378601,1.4769999980926514,1.5084999799728394,36840
2005-03-04,1.4833999872207642,1.496000051498413,1.4700000286102295,1.4909000396728516,23400
2005-03-07,1.4850000143051147,1.4880000352859497,1.4579999446868896,1.4779000282287598,27336
2005-03-08,1.523800015449524,1.534999966621399,1.4710999727249146,1.4830000400543213,30181
2005-03-09,1.5325000286102295,1.555999994277954,1.5130000114440918,1.5260000228881836,30562
2005-03-10,1.5090999603271484,1.5260000228881836,1.4839999675750732,1.5204999446868896,26357
2005-03-11,1.5427000522613525,1.5529999732971191,1.4859999418258667,1.5075000524520874,26700
2005-03-14,1.5360000133514404,1.5460000038146973,1.4980000257492065,1.5440000295639038,22819
2005-03-15,1.5520000457763672,1.562000036239624,1.524999976158142,1.5399999618530273,20730
2005-03-16,1.5914000272750854,1.600000023841858,1.5338000059127808,1.5499999523162842,26271
2005-03-17,1.5914000272750854,1.617400050163269,1.5709999799728394,1.5920000076293945,21821
2005-03-18,1.5717999935150146,1.597000002861023,1.565000057220459,1.5809999704360962,17670
2005-03-21,1.5735000371932983,1.5855000019073486,1.559999942779541,1.5729999542236328,19936
2005-03-22,1.5465999841690063,1.5789999961853027,1.5420000553131104,1.5724999904632568,21790
2005-03-23,1.5335999727249146,1.5479999780654907,1.5010000467300415,1.5449999570846558,19304
2005-03-24,1.5484000444412231,1.559999942779541,1.5230000019073486,1.5484999418258667,21860
2005-03-28,1.5476000308990479,1.5549999475479126,1.524999976158142,1.5433000326156616,15347
2005-03-29,1.5563000440597534,1.562999963760376,1.534000039100647,1.5440000295639038,16944
2005-03-30,1.606600046157837,1.6100000143051147,1.5299999713897705,1.5609999895095825,21803
2005-03-31,1.6576000452041626,1.6699999570846558,1.5950000286102295,1.5950000286102295,39514
2005-04-01,1.6638000011444092,1.6749999523162842,1.6050000190734863,1.6109999418258667,27850
2005-04-04,1.642199993133545,1.6950000524520874,1.6399999856948853,1.656499981880188,22305
2005-04-05,1.6210999488830566,1.6629999876022339,1.6180000305175781,1.642199993133545,18741
2005-04-06,1.5866999626159668,1.6200000047683716,1.5850000381469727,1.6200000047683716,23555
2005-04-07,1.5283000469207764,1.6074999570846558,1.5099999904632568,1.5829999446868896,40695
2005-04-08,1.4972000122070312,1.5299999713897705,1.475000023841858,1.5299999713897705,35692
2005-04-11,1.4871000051498413,1.496000051498413,1.4550000429153442,1.496000051498413,28630
2005-04-12,1.4652999639511108,1.4996000528335571,1.4600000381469727,1.4889999628067017,28440
2005-04-13,1.4420000314712524,1.4637999534606934,1.434999942779541,1.4637999534606934,24502
2005-04-14,1.482300043106079,1.4880000352859497,1.4429999589920044,1.4450000524520874,27644
2005-04-15,1.4599000215530396,1.4884999990463257,1.444000005722046,1.4775999784469604,21352
2005-04-18,1.4422999620437622,1.4700000286102295,1.4299999475479126,1.4559999704360962,17810
2005-04-19,1.4930000305175781,1.4989999532699585,1.4444999694824219,1.4444999694824219,17306
2005-04-20,1.5087000131607056,1.5110000371932983,1.4774999618530273,1.4902000427246094,16701
2005-04-21,1.534000039100647,1.5399999618530273,1.4924999475479126,1.5087000131607056,16530
2005-04-22,1.5450999736785889,1.555999994277954,1.5298999547958374,1.531000018119812,15203
2005-04-25,1.5181000232696533,1.5586999654769897,1.5149999856948853,1.5399999618530273,17040
2005-04-26,1.5078999996185303,1.5199999809265137,1.4880000352859497,1.5181000232696533,19709
2005-04-27,1.4739999771118164,1.5152000188827515,1.4704999923706055,1.5119999647140503,15985
2005-04-28,1.488700032234192,1.4900000095367432,1.4259999990463257,1.469499945640564,16307
2005-04-29,1.4357999563217163,1.493499994277954,1.409999966621399,1.4880000352859497,23952
2005-05-02,1.4631999731063843,1.468999981880188,1.4084999561309814,1.4112000465393066,22083
2005-05-03,1.4359999895095825,1.468999981880188,1.4329999685287476,1.468999981880188,19544
2005-05-04,1.4544999599456787,1.475000023841858,1.4210000038146973,1.440000057220459,22154
2005-05-05,1.4436999559402466,1.4701999425888062,1.4229999780654907,1.4535000324249268,20314
2005-05-06,1.4311000108718872,1.4600000381469727,1.4119999408721924,1.4459999799728394,24268
2005-05-09,1.4401999711990356,1.4466999769210815,1.4160000085830688,1.4448000192642212,30084
2005-05-10,1.4495999813079834,1.4989999532699585,1.440999984741211,1.4429999589920044,31893
2005-05-11,1.4031000137329102,1.4500000476837158,1.399999976158142,1.4459999799728394,27476
2005-05-12,1.3796000480651855,1.406499981880188,1.3680000305175781,1.406000018119812,29618
2005-05-13,1.370300054550171,1.3904999494552612,1.3554999828338623,1.3799999952316284,21499
2005-05-16,1.3502999544143677,1.3700000047683716,1.3339999914169312,1.3700000047683716,23863
2005-05-17,1.373900055885315,1.378000020980835,1.347000002861023,1.3569999933242798,20193
2005-05-18,1.358199954032898,1.3880000114440918,1.3559999465942383,1.3739999532699585,18256
2005-05-19,1.3804999589920044,1.4119999408721924,1.3525999784469604,1.3585000038146973,21244
2005-05-20,1.367300033569336,1.409000039100647,1.3589999675750732,1.3880000114440918,18205
2005-05-23,1.3665000200271606,1.3819999694824219,1.343500018119812,1.357300043106079,16058
2005-05-24,1.3870999813079834,1.3919999599456787,1.3654999732971191,1.3654999732971191,15488
2005-05-25,1.4284000396728516,1.4444999694824219,1.3825000524520874,1.3875000476837158,24066
2005-05-26,1.4483000040054321,1.4585000276565552,1.4179999828338623,1.4225000143051147,20739
2005-05-27,1.4457999467849731,1.4559999704360962,1.440000057220459,1.4483000040054321,13190
2005-05-31,1.4519000053405762,1.4559999704360962,1.4149999618530273,1.447100043296814,23662
2005-06-01,1.5399999618530273,1.5490000247955322,1.4490000009536743,1.4490000009536743,33243
2005-06-02,1.542199969291687,1.5950000286102295,1.5299999713897705,1.5360000133514404,31706
2005-06-03,1.5994999408721924,1.6019999980926514,1.5351999998092651,1.5407999753952026,24769
2005-06-06,1.6165000200271606,1.6299999952316284,1.5800000429153442,1.6019999980926514,27147
2005-06-07,1.6008000373840332,1.6269999742507935,1.590000033378601,1.6165000200271606,30413
2005-06-08,1.5528000593185425,1.625,1.5499999523162842,1.6015000343322754,37571
2005-06-09,1.625599980354309,1.6299999952316284,1.5398000478744507,1.55649995803833,32622
2005-06-10,1.6073999404907227,1.6549999713897705,1.6054999828338623,1.6319999694824219,30275
2005-06-13,1.663100004196167,1.6790000200271606,1.5950000286102295,1.6049000024795532,26380
2005-06-14,1.6385999917984009,1.6799999475479126,1.6339999437332153,1.6619999408721924,24972
2005-06-15,1.6210999488830566,1.6699999570846558,1.6180000305175781,1.6399999856948853,30870
2005-06-16,1.625499963760376,1.6299999952316284,1.6030000448226929,1.6200000047683716,18969
2005-06-17,1.6518000364303589,1.6579999923706055,1.621500015258789,1.6260000467300415,20444
2005-06-20,1.6618000268936157,1.6725000143051147,1.6349999904632568,1.6605000495910645,20077
2005-06-21,1.629699945449829,1.6640000343322754,1.625,1.6640000343322754,15051
2005-06-22,1.6225999593734741,1.6579999923706055,1.6059999465942383,1.6305999755859375,18291
2005-06-23,1.6756000518798828,1.6829999685287476,1.6230000257492065,1.6230000257492065,19917
2005-06-24,1.6504000425338745,1.684000015258789,1.6449999809265137,1.6749999523162842,21465
2005-06-27,1.6761000156402588,1.684999942779541,1.659999966621399,1.659999966621399,17496
2005-06-28,1.6203999519348145,1.6759999990463257,1.6100000143051147,1.6759999990463257,15843
2005-06-29,1.6016000509262085,1.625,1.5850000381469727,1.621999979019165,15713
2005-06-30,1.6190999746322632,1.659999966621399,1.6030000448226929,1.6030000448226929,34495
2005-07-01,1.7110999822616577,1.7350000143051147,1.6369999647140503,1.6380000114440918,34495
2005-07-05,1.7323999404907227,1.7649999856948853,1.7101999521255493,1.7110999822616577,24112
2005-07-06,1.794800043106079,1.7979999780654907,1.7345000505447388,1.7350000143051147,23341
2005-07-07,1.774899959564209,1.8125,1.6875,1.7914999723434448,29660
2005-07-08,1.7180999517440796,1.7940000295639038,1.7130000591278076,1.7714999914169312,32522
2005-07-11,1.6818000078201294,1.718500018119812,1.6610000133514404,1.718500018119812,31376
2005-07-12,1.7515000104904175,1.753999948501587,1.6763999462127686,1.6818000078201294,28337
2005-07-13,1.717900037765503,1.7554999589920044,1.7070000171661377,1.7510000467300415,34041
2005-07-14,1.6569000482559204,1.7202999591827393,1.6330000162124634,1.718000054359436,34154
2005-07-15,1.6620999574661255,1.6990000009536743,1.6449999809265137,1.663599967956543,23147
2005-07-18,1.631600022315979,1.6819000244140625,1.6160000562667847,1.6610000133514404,25374
2005-07-19,1.6301000118255615,1.652999997138977,1.621500015258789,1.628999948501587,23678
2005-07-20,1.5976999998092651,1.6563999652862549,1.590000033378601,1.6325000524520874,30454
2005-07-21,1.5688999891281128,1.6100000143051147,1.555999994277954,1.6050000190734863,19214
2005-07-22,1.5819000005722046,1.590999960899353,1.562000036239624,1.5688999891281128,18354
2005-07-25,1.606600046157837,1.6109999418258667,1.559999942779541,1.590499997138977,18422
2005-07-26,1.603700041770935,1.6440000534057617,1.5989999771118164,1.6100000143051147,19634
2005-07-27,1.6172000169754028,1.6260000467300415,1.5924999713897705,1.6069999933242798,16017
