date,asset,DQN_drawdown,Long_drawdown
2011-01-03,Commodity,0.0,0.0
2011-01-04,Commodity,-0.17911,-0.810661
2011-01-05,Commodity,-0.208107,-0.630885
2011-01-06,Commodity,-0.502757,-0.913724
2011-01-07,Commodity,-0.902589,-1.148826
2011-01-10,Commodity,-0.522912,-0.875916
2011-01-11,Commodity,-0.088823,-0.432711
2011-01-12,Commodity,0.0,-0.022889
2011-01-13,Commodity,0.0,-0.020549
2011-01-14,Commodity,0.0,-0.082344
2011-01-18,Commodity,0.0,0.0
2011-01-19,Commodity,0.0,-0.094472
2011-01-20,Commodity,-0.486748,-0.22045
2011-01-21,Commodity,-0.31078,0.0
2011-01-24,Commodity,-0.250207,0.0
2011-01-25,Commodity,-0.650611,-0.530513
2011-01-26,Commodity,-0.305606,0.0
2011-01-27,Commodity,-0.507291,-0.135574
2011-01-28,Commodity,-0.096696,0.0
2011-01-31,Commodity,0.0,0.0
2011-02-01,Commodity,0.0,0.0
2011-02-02,Commodity,0.0,0.0
2011-02-03,Commodity,0.0,-0.012718
2011-02-04,Commodity,-0.391704,-0.207361
2011-02-07,Commodity,-0.63609,-0.406432
2011-02-08,Commodity,-0.440881,-0.249491
2011-02-09,Commodity,-0.435074,-0.014398
2011-02-10,Commodity,-0.312642,-0.041859
2011-02-11,Commodity,-0.192014,-0.19414
2011-02-14,Commodity,-0.024839,0.0
2011-02-15,Commodity,0.0,-0.350011
2011-02-16,Commodity,0.0,-0.296542
2011-02-17,Commodity,0.0,0.0
2011-02-18,Commodity,-0.05394,-0.157257
2011-02-22,Commodity,0.0,-0.506032
2011-02-23,Commodity,0.0,-0.530907
2011-02-24,Commodity,-0.126807,-0.749292
2011-02-25,Commodity,0.0,-0.150161
2011-02-28,Commodity,0.0,-0.107148
2011-03-01,Commodity,0.0,0.0
2011-03-02,Commodity,0.0,0.0
2011-03-03,Commodity,-0.081236,0.0
2011-03-04,Commodity,-0.016788,0.0
2011-03-07,Commodity,-0.106599,-0.207122
2011-03-08,Commodity,-0.240001,-0.356961
2011-03-09,Commodity,-0.721252,-0.389141
2011-03-10,Commodity,-1.046078,-1.132938
2011-03-11,Commodity,-1.195675,-1.376833
2011-03-14,Commodity,-1.35005,-1.587689
2011-03-15,Commodity,-1.961747,-2.889604
2011-03-16,Commodity,-2.142157,-3.038357
2011-03-17,Commodity,-1.370477,-2.10606
2011-03-18,Commodity,-1.252621,-1.842311
2011-03-21,Commodity,-1.219033,-1.626866
2011-03-22,Commodity,-1.22882,-1.531017
2011-03-23,Commodity,-1.157452,-1.45837
2011-03-24,Commodity,-1.356448,-1.200664
2011-03-25,Commodity,-1.16901,-0.944656
2011-03-28,Commodity,-1.15991,-1.251407
2011-03-29,Commodity,-1.242023,-1.411788
2011-03-30,Commodity,-1.290059,-1.395454
2011-03-31,Commodity,-1.012784,-0.830258
2011-04-01,Commodity,-1.011414,-0.832347
2011-04-04,Commodity,-1.052048,-0.604163
2011-04-05,Commodity,-1.157544,-0.477946
2011-04-06,Commodity,-1.099761,-0.622619
2011-04-07,Commodity,-0.82641,-0.812335
2011-04-08,Commodity,-0.745414,-0.387397
2011-04-11,Commodity,-0.852126,-0.463702
2011-04-12,Commodity,-0.985503,-1.18377
2011-04-13,Commodity,-1.053247,-1.02613
2011-04-14,Commodity,-0.824746,-0.867942
2011-04-15,Commodity,-0.758614,-0.781993
2011-04-18,Commodity,-1.175398,-0.901838
2011-04-19,Commodity,-1.162817,-0.632367
2011-04-20,Commodity,-0.970923,-0.325172
2011-04-21,Commodity,-1.168767,-0.252169
2011-04-25,Commodity,-1.564018,-0.208191
2011-04-26,Commodity,-1.430547,-0.448895
2011-04-27,Commodity,-1.404279,-0.54721
2011-04-28,Commodity,-1.197879,-0.596664
2011-04-29,Commodity,-1.32244,-0.08177
2011-05-02,Commodity,-1.054884,-0.256064
2011-05-03,Commodity,-0.921573,-0.620417
2011-05-04,Commodity,-1.033145,-1.280102
2011-05-05,Commodity,-1.676039,-2.56237
2011-05-06,Commodity,-1.803678,-2.605118
2011-05-09,Commodity,-1.636596,-2.343252
2011-05-10,Commodity,-1.628406,-2.062961
2011-05-11,Commodity,-2.157049,-2.716058
2011-05-12,Commodity,-2.368404,-2.611547
2011-05-13,Commodity,-2.383475,-2.644641
2011-05-16,Commodity,-2.390197,-2.725367
2011-05-17,Commodity,-2.470064,-2.684284
2011-05-18,Commodity,-2.144059,-2.195447
2011-05-19,Commodity,-2.053659,-2.336446
2011-05-20,Commodity,-2.011125,-2.240098
2011-05-23,Commodity,-1.811387,-2.701157
2011-05-24,Commodity,-1.719123,-2.619469
2011-05-25,Commodity,-1.687965,-2.032926
2011-05-26,Commodity,-1.749476,-1.983435
2011-05-27,Commodity,-1.754512,-1.787311
2011-05-31,Commodity,-1.787521,-1.617091
2011-06-01,Commodity,-1.661303,-2.025786
2011-06-02,Commodity,-1.803101,-1.967918
2011-06-03,Commodity,-1.775039,-1.908743
2011-06-06,Commodity,-1.768956,-2.078614
2011-06-07,Commodity,-1.650301,-1.978089
2011-06-08,Commodity,-1.705661,-1.771791
2011-06-09,Commodity,-1.706039,-1.582206
2011-06-10,Commodity,-1.804233,-1.785943
2011-06-13,Commodity,-1.935304,-2.052199
2011-06-14,Commodity,-1.921216,-1.946664
2011-06-15,Commodity,-2.082602,-2.467346
2011-06-16,Commodity,-2.21036,-2.602041
2011-06-17,Commodity,-2.280168,-2.607491
2011-06-20,Commodity,-2.403632,-2.453107
2011-06-21,Commodity,-2.205908,-2.115831
2011-06-22,Commodity,-2.230032,-2.296524
2011-06-23,Commodity,-2.550649,-2.862701
2011-06-24,Commodity,-2.809331,-2.96138
2011-06-27,Commodity,-2.625059,-3.256477
2011-06-28,Commodity,-2.825173,-2.867158
2011-06-29,Commodity,-2.759571,-2.508006
2011-06-30,Commodity,-2.234981,-2.661
2011-07-01,Commodity,-2.26487,-2.638216
2011-07-05,Commodity,-2.364837,-2.131862
2011-07-06,Commodity,-2.106932,-2.196922
2011-07-07,Commodity,-2.322883,-1.546103
2011-07-08,Commodity,-2.371864,-1.565909
2011-07-11,Commodity,-2.369591,-1.773984
2011-07-12,Commodity,-2.514259,-1.41515
2011-07-13,Commodity,-2.373882,-0.815786
2011-07-14,Commodity,-2.223828,-1.004115
2011-07-15,Commodity,-2.253375,-0.874849
2011-07-18,Commodity,-2.306639,-0.937103
2011-07-19,Commodity,-2.424108,-0.827937
2011-07-20,Commodity,-2.62508,-0.864775
2011-07-21,Commodity,-2.563401,-0.955293
2011-07-22,Commodity,-2.202716,-0.746548
2011-07-25,Commodity,-2.314306,-0.805361
2011-07-26,Commodity,-2.282005,-0.602767
2011-07-27,Commodity,-2.217456,-0.787646
2011-07-28,Commodity,-2.274059,-1.036361
2011-07-29,Commodity,-2.164683,-1.201485
2011-08-01,Commodity,-2.145362,-1.223187
2011-08-02,Commodity,-2.247063,-1.076808
2011-08-03,Commodity,-2.294584,-1.39486
2011-08-04,Commodity,-2.241351,-2.242482
2011-08-05,Commodity,-1.991732,-2.34366
2011-08-08,Commodity,-1.740994,-2.866001
2011-08-09,Commodity,-1.571707,-2.723195
2011-08-10,Commodity,-1.6343,-2.598965
2011-08-11,Commodity,-1.729892,-2.216328
2011-08-12,Commodity,-1.770946,-2.150079
2011-08-15,Commodity,-1.890434,-1.830846
2011-08-16,Commodity,-1.892757,-1.680215
2011-08-17,Commodity,-2.074523,-1.551363
2011-08-18,Commodity,-1.856485,-2.074457
2011-08-19,Commodity,-1.908232,-1.717423
2011-08-22,Commodity,-1.768252,-1.445957
2011-08-23,Commodity,-1.868455,-1.427971
2011-08-24,Commodity,-2.129172,-1.92302
2011-08-25,Commodity,-2.099277,-1.762228
2011-08-26,Commodity,-1.776508,-1.310293
2011-08-29,Commodity,-1.718627,-1.246427
2011-08-30,Commodity,-1.690304,-1.062034
2011-08-31,Commodity,-1.528693,-0.851695
2011-09-01,Commodity,-1.494171,-1.10201
2011-09-02,Commodity,-1.725711,-0.92266
2011-09-06,Commodity,-1.797077,-1.196741
2011-09-07,Commodity,-1.586849,-1.045622
2011-09-08,Commodity,-1.719225,-1.043565
2011-09-09,Commodity,-1.750699,-1.30128
2011-09-12,Commodity,-1.999874,-1.445895
2011-09-13,Commodity,-1.883901,-1.479179
2011-09-14,Commodity,-1.810668,-1.59745
2011-09-15,Commodity,-1.898288,-1.881043
2011-09-16,Commodity,-2.068807,-2.055554
2011-09-19,Commodity,-2.347435,-2.680858
2011-09-20,Commodity,-2.409743,-2.56255
2011-09-21,Commodity,-2.342963,-2.700736
2011-09-22,Commodity,-2.351517,-4.024911
2011-09-23,Commodity,-2.414123,-4.681785
2011-09-26,Commodity,-2.703275,-4.677742
2011-09-27,Commodity,-2.660088,-4.159701
2011-09-28,Commodity,-2.550558,-4.744067
2011-09-29,Commodity,-2.485266,-4.552332
2011-09-30,Commodity,-2.032791,-5.125987
2011-10-03,Commodity,-2.048665,-5.222862
2011-10-04,Commodity,-1.953888,-5.495048
2011-10-05,Commodity,-1.968439,-5.087824
2011-10-06,Commodity,-2.196516,-4.783691
2011-10-07,Commodity,-2.290655,-4.990994
2011-10-10,Commodity,-2.47835,-4.78778
2011-10-11,Commodity,-2.850834,-4.334126
2011-10-12,Commodity,-3.260898,-4.2232
2011-10-13,Commodity,-3.31028,-4.123229
2011-10-14,Commodity,-3.550797,-3.614974
2011-10-17,Commodity,-3.395804,-3.70848
2011-10-18,Commodity,-3.435783,-3.820031
2011-10-19,Commodity,-3.291615,-4.082467
2011-10-20,Commodity,-3.498618,-4.25565
2011-10-21,Commodity,-3.462389,-4.008385
2011-10-24,Commodity,-3.371087,-3.455157
2011-10-25,Commodity,-3.210435,-3.505171
2011-10-26,Commodity,-3.285607,-3.737258
2011-10-27,Commodity,-3.636787,-3.257125
2011-10-28,Commodity,-3.661035,-3.361047
2011-10-31,Commodity,-3.40937,-3.684931
2011-11-01,Commodity,-3.179273,-3.850796
2011-11-02,Commodity,-3.457707,-3.898655
2011-11-03,Commodity,-3.864856,-3.574763
2011-11-04,Commodity,-3.926979,-3.592343
2011-11-07,Commodity,-4.101909,-3.581436
2011-11-08,Commodity,-4.281085,-3.523643
2011-11-09,Commodity,-4.167884,-3.946139
2011-11-10,Commodity,-4.001181,-4.156714
2011-11-11,Commodity,-4.17496,-4.01812
2011-11-14,Commodity,-4.230676,-4.140796
2011-11-15,Commodity,-4.444562,-3.803959
2011-11-16,Commodity,-4.37166,-4.040593
2011-11-17,Commodity,-4.006158,-4.641476
2011-11-18,Commodity,-4.097876,-4.719236
2011-11-21,Commodity,-3.868301,-5.050984
2011-11-22,Commodity,-4.060181,-4.967869
2011-11-23,Commodity,-3.800807,-5.313409
2011-11-25,Commodity,-3.648643,-5.568359
2011-11-28,Commodity,-3.87209,-5.474261
2011-11-29,Commodity,-3.797492,-5.202906
2011-11-30,Commodity,-3.654473,-4.893369
2011-12-01,Commodity,-3.694398,-4.963933
2011-12-02,Commodity,-3.667813,-5.038201
2011-12-05,Commodity,-3.836796,-5.271912
2011-12-06,Commodity,-3.911993,-5.302259
2011-12-07,Commodity,-3.887114,-5.627839
2011-12-08,Commodity,-4.078954,-5.837373
2011-12-09,Commodity,-3.900871,-6.075603
2011-12-12,Commodity,-4.110922,-6.368682
2011-12-13,Commodity,-4.011053,-6.155772
2011-12-14,Commodity,-4.727357,-7.018778
2011-12-15,Commodity,-4.779368,-7.074763
2011-12-16,Commodity,-4.79302,-7.045029
2011-12-19,Commodity,-4.596134,-6.747406
2011-12-20,Commodity,-4.208748,-6.342586
2011-12-21,Commodity,-4.145573,-6.22504
2011-12-22,Commodity,-4.047075,-6.018519
2011-12-23,Commodity,-3.865168,-5.937164
2011-12-27,Commodity,-3.720696,-5.742356
2011-12-28,Commodity,-3.657737,-5.925605
2011-12-29,Commodity,-3.816711,-6.069743
2011-12-30,Commodity,-3.745976,-5.81278
2012-01-03,Commodity,-3.229068,-5.339279
2012-01-04,Commodity,-3.072425,-5.359094
2012-01-05,Commodity,-3.091682,-5.821315
2012-01-06,Commodity,-3.126285,-5.860715
2012-01-09,Commodity,-2.766392,-5.562263
2012-01-10,Commodity,-2.133433,-5.041404
2012-01-11,Commodity,-2.326731,-5.188673
2012-01-12,Commodity,-2.38382,-5.675265
2012-01-13,Commodity,-2.343051,-5.805532
2012-01-17,Commodity,-2.317187,-5.550586
2012-01-18,Commodity,-2.472966,-5.704917
2012-01-19,Commodity,-2.381246,-5.508091
2012-01-20,Commodity,-2.510064,-5.505522
2012-01-23,Commodity,-2.770832,-5.173868
2012-01-24,Commodity,-2.651355,-5.040366
2012-01-25,Commodity,-2.598764,-4.834836
2012-01-26,Commodity,-2.712991,-4.67626
2012-01-27,Commodity,-2.716855,-4.691882
2012-01-30,Commodity,-2.736908,-5.063342
2012-01-31,Commodity,-2.505962,-5.022561
2012-02-01,Commodity,-2.317739,-4.982904
2012-02-02,Commodity,-2.322691,-5.091166
2012-02-03,Commodity,-2.338472,-4.879968
2012-02-06,Commodity,-2.233806,-4.690397
2012-02-07,Commodity,-2.312206,-4.598099
2012-02-08,Commodity,-2.40979,-4.576955
2012-02-09,Commodity,-2.467306,-4.650077
2012-02-10,Commodity,-2.429625,-5.139158
2012-02-13,Commodity,-2.394276,-4.891566
2012-02-14,Commodity,-2.559256,-4.86334
2012-02-15,Commodity,-2.628907,-4.799565
2012-02-16,Commodity,-2.566093,-4.674408
2012-02-17,Commodity,-2.425464,-4.521557
2012-02-21,Commodity,-2.886789,-4.261962
2012-02-22,Commodity,-2.942075,-4.110505
2012-02-23,Commodity,-2.841493,-4.093851
2012-02-24,Commodity,-2.752429,-3.914212
2012-02-27,Commodity,-2.700769,-3.989418
2012-02-28,Commodity,-2.86281,-3.993436
2012-02-29,Commodity,-2.25143,-4.124215
2012-03-01,Commodity,-2.311869,-3.921309
2012-03-02,Commodity,-2.230443,-4.161482
2012-03-05,Commodity,-2.390595,-4.561498
2012-03-06,Commodity,-2.61825,-5.266765
2012-03-07,Commodity,-2.664896,-5.371931
2012-03-08,Commodity,-2.846081,-5.221554
2012-03-09,Commodity,-2.681214,-5.07803
2012-03-12,Commodity,-2.609776,-4.958716
2012-03-13,Commodity,-2.670831,-4.735259
2012-03-14,Commodity,-3.030189,-5.072426
2012-03-15,Commodity,-2.825216,-4.759975
2012-03-16,Commodity,-2.840243,-4.652863
2012-03-19,Commodity,-2.915747,-4.672181
2012-03-20,Commodity,-3.017131,-5.240629
2012-03-21,Commodity,-3.131491,-5.307439
2012-03-22,Commodity,-3.371018,-5.530986
2012-03-23,Commodity,-3.098628,-5.312357
2012-03-26,Commodity,-3.094745,-5.145164
2012-03-27,Commodity,-3.068123,-5.101902
2012-03-28,Commodity,-3.210622,-5.640221
2012-03-29,Commodity,-3.24521,-6.206382
2012-03-30,Commodity,-3.435728,-5.787495
2012-04-02,Commodity,-3.388618,-5.451251
2012-04-03,Commodity,-3.407991,-5.603865
2012-04-04,Commodity,-3.91322,-6.191476
2012-04-05,Commodity,-3.874621,-5.961038
2012-04-09,Commodity,-3.969334,-6.136548
2012-04-10,Commodity,-4.221532,-6.590357
2012-04-11,Commodity,-4.167095,-6.560354
2012-04-12,Commodity,-3.799394,-5.99245
2012-04-13,Commodity,-4.212916,-6.382216
2012-04-16,Commodity,-4.289899,-6.614683
2012-04-17,Commodity,-4.306957,-6.515724
2012-04-18,Commodity,-4.40617,-6.880366
2012-04-19,Commodity,-4.482304,-6.72788
2012-04-20,Commodity,-4.525404,-6.587474
2012-04-23,Commodity,-4.655764,-6.781236
2012-04-24,Commodity,-4.622698,-6.722518
2012-04-25,Commodity,-4.479715,-6.618449
2012-04-26,Commodity,-4.253516,-6.608008
2012-04-27,Commodity,-4.034256,-6.488593
2012-04-30,Commodity,-3.850378,-6.476728
2012-05-01,Commodity,-3.690956,-6.432262
2012-05-02,Commodity,-3.938241,-6.971909
2012-05-03,Commodity,-4.298803,-7.0651
2012-05-04,Commodity,-4.452892,-7.37194
2012-05-07,Commodity,-4.426438,-7.325897
2012-05-08,Commodity,-4.644798,-7.566738
2012-05-09,Commodity,-4.816049,-7.647425
2012-05-10,Commodity,-5.023586,-7.512137
2012-05-11,Commodity,-5.137136,-7.723809
2012-05-14,Commodity,-5.665533,-8.1004
2012-05-15,Commodity,-5.775718,-7.982068
2012-05-16,Commodity,-5.976695,-7.955632
2012-05-17,Commodity,-6.203053,-7.717099
2012-05-18,Commodity,-6.716282,-7.466387
2012-05-21,Commodity,-6.603884,-7.414364
2012-05-22,Commodity,-6.350045,-7.790767
2012-05-23,Commodity,-6.246602,-8.500832
2012-05-24,Commodity,-6.064289,-8.57452
2012-05-25,Commodity,-6.37657,-8.532526
2012-05-29,Commodity,-6.523286,-8.876342
2012-05-30,Commodity,-6.368499,-9.321628
2012-05-31,Commodity,-6.540615,-9.366468
2012-06-01,Commodity,-6.648049,-9.716741
2012-06-04,Commodity,-6.489124,-9.668233
2012-06-05,Commodity,-6.621003,-9.551407
2012-06-06,Commodity,-6.861722,-8.995163
2012-06-07,Commodity,-6.723511,-8.920799
2012-06-08,Commodity,-6.581223,-9.078376
2012-06-11,Commodity,-6.693435,-9.037791
2012-06-12,Commodity,-6.727984,-9.067215
2012-06-13,Commodity,-6.605865,-9.316032
2012-06-14,Commodity,-6.739097,-9.279282
2012-06-15,Commodity,-6.912633,-9.348824
2012-06-18,Commodity,-7.283625,-9.113726
2012-06-19,Commodity,-7.470359,-8.592379
2012-06-20,Commodity,-7.722868,-8.822335
2012-06-21,Commodity,-7.6746,-9.353995
2012-06-22,Commodity,-7.892519,-9.339494
2012-06-25,Commodity,-8.057358,-8.834797
2012-06-26,Commodity,-8.084047,-8.700719
2012-06-27,Commodity,-8.111294,-8.341088
2012-06-28,Commodity,-8.081202,-8.569534
2012-06-29,Commodity,-7.996319,-7.616992
2012-07-02,Commodity,-8.385629,-7.584402
2012-07-03,Commodity,-8.88676,-6.923131
2012-07-05,Commodity,-8.999081,-6.634169
2012-07-06,Commodity,-8.69988,-7.090288
2012-07-09,Commodity,-9.211017,-6.600541
2012-07-10,Commodity,-9.236975,-6.925075
2012-07-11,Commodity,-9.271523,-6.9939
2012-07-12,Commodity,-9.344286,-7.023959
2012-07-13,Commodity,-9.325513,-6.744452
2012-07-16,Commodity,-9.674023,-6.592384
2012-07-17,Commodity,-9.646074,-6.710566
2012-07-18,Commodity,-9.868021,-6.463648
2012-07-19,Commodity,-10.109359,-6.025279
2012-07-20,Commodity,-10.141274,-5.974405
2012-07-23,Commodity,-9.928485,-6.384387
2012-07-24,Commodity,-9.750886,-6.854692
2012-07-25,Commodity,-9.886919,-6.568737
2012-07-26,Commodity,-9.945711,-6.703424
2012-07-27,Commodity,-10.032826,-6.446345
2012-07-30,Commodity,-10.145666,-6.090018
2012-07-31,Commodity,-10.297435,-6.482434
2012-08-01,Commodity,-10.442773,-6.626518
2012-08-02,Commodity,-10.592432,-6.895451
2012-08-03,Commodity,-10.825677,-6.430959
2012-08-06,Commodity,-10.923856,-6.399173
2012-08-07,Commodity,-10.998618,-6.360058
2012-08-08,Commodity,-10.984264,-6.21756
2012-08-09,Commodity,-10.875264,-6.056646
2012-08-10,Commodity,-10.731464,-6.203084
2012-08-13,Commodity,-11.145079,-6.448643
2012-08-14,Commodity,-11.41102,-6.488733
2012-08-15,Commodity,-11.275202,-6.28123
2012-08-16,Commodity,-11.100052,-6.137201
2012-08-17,Commodity,-10.92475,-6.009623
2012-08-20,Commodity,-10.888704,-5.841484
2012-08-21,Commodity,-10.599436,-5.530259
2012-08-22,Commodity,-10.913159,-5.581352
2012-08-23,Commodity,-11.234129,-5.595157
2012-08-24,Commodity,-11.329647,-5.701939
2012-08-27,Commodity,-11.45571,-5.728131
2012-08-28,Commodity,-11.429267,-5.700809
2012-08-29,Commodity,-11.13194,-5.485767
2012-08-30,Commodity,-11.234158,-5.614366
2012-08-31,Commodity,-11.53144,-5.36738
2012-09-04,Commodity,-11.593283,-5.337964
2012-09-05,Commodity,-11.764368,-5.545009
2012-09-06,Commodity,-12.241133,-5.566455
2012-09-07,Commodity,-12.167197,-5.202854
2012-09-10,Commodity,-12.035722,-5.252324
2012-09-11,Commodity,-12.075744,-5.167052
2012-09-12,Commodity,-12.244946,-4.878428
2012-09-13,Commodity,-12.438239,-4.493649
2012-09-14,Commodity,-12.343124,-4.064291
2012-09-17,Commodity,-12.499033,-4.855528
2012-09-18,Commodity,-12.624269,-5.210224
2012-09-19,Commodity,-12.312066,-5.214453
2012-09-20,Commodity,-12.445478,-5.308534
2012-09-21,Commodity,-12.247764,-5.0577
2012-09-24,Commodity,-12.201329,-5.408487
2012-09-25,Commodity,-12.109469,-5.53331
2012-09-26,Commodity,-12.086151,-5.76079
2012-09-27,Commodity,-12.133173,-5.512886
2012-09-28,Commodity,-11.727582,-5.12942
2012-10-01,Commodity,-11.647658,-4.994802
2012-10-02,Commodity,-11.610284,-4.907162
2012-10-03,Commodity,-11.887018,-5.210638
2012-10-04,Commodity,-11.856427,-4.950706
2012-10-05,Commodity,-12.403413,-5.286049
2012-10-08,Commodity,-12.511662,-5.330045
2012-10-09,Commodity,-12.696791,-5.250132
2012-10-10,Commodity,-12.783866,-5.340682
2012-10-11,Commodity,-12.280625,-5.169607
2012-10-12,Commodity,-12.562049,-5.416186
2012-10-15,Commodity,-12.847806,-5.671815
2012-10-16,Commodity,-12.937752,-5.501918
2012-10-17,Commodity,-12.542435,-5.133987
2012-10-18,Commodity,-12.67105,-5.151024
2012-10-19,Commodity,-13.034785,-5.364968
2012-10-22,Commodity,-13.258451,-5.566931
2012-10-23,Commodity,-13.605111,-5.942792
2012-10-24,Commodity,-13.660079,-5.951532
2012-10-25,Commodity,-13.62172,-6.059068
2012-10-26,Commodity,-13.875293,-6.160023
2012-10-29,Commodity,-14.140635,-6.35132
2012-10-30,Commodity,-14.113593,-6.273664
2012-10-31,Commodity,-14.029553,-6.097431
2012-11-01,Commodity,-13.975544,-6.220904
2012-11-02,Commodity,-14.575407,-6.797405
2012-11-05,Commodity,-14.50293,-6.814388
2012-11-06,Commodity,-13.956687,-6.217124
2012-11-07,Commodity,-14.411536,-6.613715
2012-11-08,Commodity,-14.427233,-6.611985
2012-11-09,Commodity,-14.577303,-6.603792
2012-11-12,Commodity,-14.703566,-6.892281
2012-11-13,Commodity,-14.459905,-6.8967
2012-11-14,Commodity,-14.421193,-6.731998
2012-11-15,Commodity,-14.471414,-6.848028
2012-11-16,Commodity,-14.500661,-6.856524
2012-11-19,Commodity,-14.154194,-6.221748
2012-11-20,Commodity,-14.050389,-6.23006
2012-11-21,Commodity,-13.965688,-6.126127
2012-11-23,Commodity,-13.762481,-5.823555
2012-11-26,Commodity,-13.872089,-5.978515
2012-11-27,Commodity,-13.79135,-5.772034
2012-11-28,Commodity,-13.881874,-5.791956
2012-11-29,Commodity,-13.878296,-5.672292
2012-11-30,Commodity,-13.761604,-5.988033
2012-12-03,Commodity,-13.55097,-5.890057
2012-12-04,Commodity,-13.852977,-6.264321
2012-12-05,Commodity,-13.873903,-5.981449
2012-12-06,Commodity,-14.179331,-6.092433
2012-12-07,Commodity,-14.302883,-6.264028
2012-12-10,Commodity,-14.120609,-6.292222
2012-12-11,Commodity,-14.133181,-6.199211
2012-12-12,Commodity,-14.161777,-6.127651
2012-12-13,Commodity,-14.367982,-6.453332
2012-12-14,Commodity,-14.46558,-6.171844
2012-12-17,Commodity,-14.565482,-6.206386
2012-12-18,Commodity,-14.810657,-6.36808
2012-12-19,Commodity,-14.848027,-6.395015
2012-12-20,Commodity,-14.872688,-6.882234
2012-12-21,Commodity,-14.681081,-6.806072
2012-12-24,Commodity,-14.580282,-6.789568
2012-12-26,Commodity,-14.846002,-6.76916
2012-12-27,Commodity,-14.798378,-6.903624
2012-12-28,Commodity,-14.789711,-7.022833
2012-12-31,Commodity,-14.602833,-7.144037
2013-01-02,Commodity,-14.596705,-7.014601
2013-01-03,Commodity,-14.711714,-7.143759
2013-01-04,Commodity,-14.785324,-7.339213
2013-01-07,Commodity,-14.770745,-7.318402
2013-01-08,Commodity,-14.651918,-7.408545
2013-01-09,Commodity,-14.851677,-7.551714
2013-01-10,Commodity,-14.806719,-7.292328
2013-01-11,Commodity,-14.703308,-7.284279
2013-01-14,Commodity,-14.663808,-6.957318
2013-01-15,Commodity,-14.579358,-6.908137
2013-01-16,Commodity,-14.595135,-7.002073
2013-01-17,Commodity,-14.577808,-6.911058
2013-01-18,Commodity,-14.589821,-6.95846
2013-01-22,Commodity,-14.377583,-6.903007
2013-01-23,Commodity,-14.340221,-6.97402
2013-01-24,Commodity,-14.166371,-7.089498
2013-01-25,Commodity,-14.155719,-7.084173
2013-01-28,Commodity,-14.050641,-7.139337
2013-01-29,Commodity,-14.042884,-6.991979
2013-01-30,Commodity,-13.720688,-6.676944
2013-01-31,Commodity,-13.626273,-6.662184
2013-02-01,Commodity,-13.294598,-6.503691
2013-02-04,Commodity,-13.32454,-6.550346
2013-02-05,Commodity,-13.279351,-6.355341
2013-02-06,Commodity,-13.214607,-6.385766
2013-02-07,Commodity,-13.270363,-6.65329
2013-02-08,Commodity,-13.279611,-6.629682
2013-02-11,Commodity,-13.19312,-7.008149
2013-02-12,Commodity,-13.238653,-7.082763
2013-02-13,Commodity,-13.293142,-7.020952
2013-02-14,Commodity,-13.563461,-7.238497
2013-02-15,Commodity,-13.786615,-7.314639
2013-02-19,Commodity,-13.854487,-7.523921
2013-02-20,Commodity,-14.031714,-7.853078
2013-02-21,Commodity,-14.03538,-8.350165
2013-02-22,Commodity,-13.872928,-8.49191
2013-02-25,Commodity,-13.574071,-8.655532
2013-02-26,Commodity,-13.557938,-8.644183
2013-02-27,Commodity,-13.518868,-8.791331
2013-02-28,Commodity,-13.564696,-8.737954
2013-03-01,Commodity,-13.72923,-8.961714
2013-03-04,Commodity,-13.461599,-9.059744
2013-03-05,Commodity,-13.696629,-9.036968
2013-03-06,Commodity,-13.619245,-9.415971
2013-03-07,Commodity,-13.932695,-8.959042
2013-03-08,Commodity,-13.869408,-8.788862
2013-03-11,Commodity,-13.996508,-8.744128
2013-03-12,Commodity,-14.111809,-8.614302
2013-03-13,Commodity,-13.957778,-8.911532
2013-03-14,Commodity,-14.144144,-8.833011
2013-03-15,Commodity,-14.12429,-8.880792
2013-03-18,Commodity,-13.835586,-9.207037
2013-03-19,Commodity,-13.671656,-9.341635
2013-03-20,Commodity,-13.69768,-9.062189
2013-03-21,Commodity,-13.607864,-9.026928
2013-03-22,Commodity,-13.50484,-9.010077
2013-03-25,Commodity,-13.740095,-8.981606
2013-03-26,Commodity,-13.747826,-8.811732
2013-03-27,Commodity,-13.926455,-8.45254
2013-03-28,Commodity,-13.556028,-8.920242
2013-04-01,Commodity,-13.233708,-9.213695
2013-04-02,Commodity,-13.341156,-9.312767
2013-04-03,Commodity,-13.501867,-9.700285
2013-04-04,Commodity,-13.511477,-9.911647
2013-04-05,Commodity,-13.401501,-9.948282
2013-04-08,Commodity,-13.145478,-9.621375
2013-04-09,Commodity,-13.198333,-9.416483
2013-04-10,Commodity,-13.105263,-9.713881
2013-04-11,Commodity,-12.925301,-9.597682
2013-04-12,Commodity,-12.295118,-9.896282
2013-04-15,Commodity,-11.616732,-11.048729
2013-04-16,Commodity,-11.450027,-10.628878
2013-04-17,Commodity,-11.286202,-10.72336
2013-04-18,Commodity,-11.256826,-10.654645
2013-04-19,Commodity,-11.247375,-10.674255
2013-04-22,Commodity,-11.080433,-10.894163
2013-04-23,Commodity,-10.92656,-11.159033
2013-04-24,Commodity,-11.137995,-10.939291
2013-04-25,Commodity,-11.140017,-10.41646
2013-04-26,Commodity,-11.045728,-10.634373
2013-04-29,Commodity,-10.711743,-10.305702
