date,asset,DQN_cum_return,Long_cum_return
2011-01-03,Commodity,0.0,0.038684
2011-01-04,Commodity,-0.042986,-0.156188
2011-01-05,Commodity,-0.049946,-0.112972
2011-01-06,Commodity,-0.120662,-0.180963
2011-01-07,Commodity,-0.216621,-0.237478
2011-01-10,Commodity,-0.125499,-0.171874
2011-01-11,Commodity,-0.021318,-0.065334
2011-01-12,Commodity,0.066133,0.033182
2011-01-13,Commodity,0.100098,0.033745
2011-01-14,Commodity,0.107291,0.01889
2011-01-18,Commodity,0.156486,0.105162
2011-01-19,Commodity,0.184288,0.08239
2011-01-20,Commodity,0.066572,0.052022
2011-01-21,Commodity,0.109128,0.129109
2011-01-24,Commodity,0.123778,0.144173
2011-01-25,Commodity,0.026943,0.016085
2011-01-26,Commodity,0.11038,0.161232
2011-01-27,Commodity,0.061604,0.128476
2011-01-28,Commodity,0.160903,0.180476
2011-01-31,Commodity,0.23686,0.355801
2011-02-01,Commodity,0.269321,0.415239
2011-02-02,Commodity,0.282789,0.433354
2011-02-03,Commodity,0.312963,0.430246
2011-02-04,Commodity,0.217728,0.382689
2011-02-07,Commodity,0.158311,0.334049
2011-02-08,Commodity,0.205772,0.372395
2011-02-09,Commodity,0.207184,0.429836
2011-02-10,Commodity,0.236951,0.423126
2011-02-11,Commodity,0.266279,0.385919
2011-02-14,Commodity,0.306924,0.443588
2011-02-15,Commodity,0.370947,0.358032
2011-02-16,Commodity,0.426188,0.371102
2011-02-17,Commodity,0.519645,0.473499
2011-02-18,Commodity,0.506419,0.435013
2011-02-22,Commodity,0.521173,0.349656
2011-02-23,Commodity,0.614989,0.343568
2011-02-24,Commodity,0.583775,0.290121
2011-02-25,Commodity,0.660637,0.43675
2011-02-28,Commodity,0.692235,0.447276
2011-03-01,Commodity,0.752823,0.477071
2011-03-02,Commodity,0.827942,0.522447
2011-03-03,Commodity,0.807773,0.565295
2011-03-04,Commodity,0.823774,0.602875
2011-03-07,Commodity,0.801476,0.551917
2011-03-08,Commodity,0.768355,0.515052
2011-03-09,Commodity,0.64887,0.507135
2011-03-10,Commodity,0.568223,0.324139
2011-03-11,Commodity,0.531081,0.264134
2011-03-14,Commodity,0.492753,0.212258
2011-03-15,Commodity,0.340881,-0.108051
2011-03-16,Commodity,0.296089,-0.144648
2011-03-17,Commodity,0.487681,0.084723
2011-03-18,Commodity,0.516942,0.149613
2011-03-21,Commodity,0.525282,0.202619
2011-03-22,Commodity,0.522852,0.2262
2011-03-23,Commodity,0.540571,0.244074
2011-03-24,Commodity,0.491164,0.307477
2011-03-25,Commodity,0.537701,0.370462
2011-03-28,Commodity,0.539961,0.294993
2011-03-29,Commodity,0.519574,0.255534
2011-03-30,Commodity,0.507647,0.259553
2011-03-31,Commodity,0.576489,0.398607
2011-04-01,Commodity,0.576829,0.398094
2011-04-04,Commodity,0.566741,0.454233
2011-04-05,Commodity,0.540548,0.485286
2011-04-06,Commodity,0.554894,0.449693
2011-04-07,Commodity,0.622762,0.403017
2011-04-08,Commodity,0.642871,0.507564
2011-04-11,Commodity,0.616377,0.488791
2011-04-12,Commodity,0.583262,0.311633
2011-04-13,Commodity,0.566443,0.350417
2011-04-14,Commodity,0.623175,0.389336
2011-04-15,Commodity,0.639594,0.410482
2011-04-18,Commodity,0.536115,0.380997
2011-04-19,Commodity,0.539239,0.447294
2011-04-20,Commodity,0.586882,0.522873
2011-04-21,Commodity,0.537762,0.540834
2011-04-25,Commodity,0.439629,0.551654
2011-04-26,Commodity,0.472767,0.492434
2011-04-27,Commodity,0.479289,0.468245
2011-04-28,Commodity,0.530534,0.456078
2011-04-29,Commodity,0.499608,0.582757
2011-05-02,Commodity,0.566036,0.539876
2011-05-03,Commodity,0.599135,0.450234
2011-05-04,Commodity,0.571434,0.287933
2011-05-05,Commodity,0.411816,-0.027542
2011-05-06,Commodity,0.380126,-0.038059
2011-05-09,Commodity,0.421609,0.026367
2011-05-10,Commodity,0.423643,0.095327
2011-05-11,Commodity,0.292391,-0.065354
2011-05-12,Commodity,0.239916,-0.039641
2011-05-13,Commodity,0.236175,-0.047783
2011-05-16,Commodity,0.234506,-0.067644
2011-05-17,Commodity,0.214676,-0.057536
2011-05-18,Commodity,0.295617,0.062732
2011-05-19,Commodity,0.318061,0.028042
2011-05-20,Commodity,0.328621,0.051746
2011-05-23,Commodity,0.378212,-0.061688
2011-05-24,Commodity,0.401119,-0.04159
2011-05-25,Commodity,0.408855,0.102717
2011-05-26,Commodity,0.393583,0.114893
2011-05-27,Commodity,0.392333,0.163145
2011-05-31,Commodity,0.384138,0.205024
2011-06-01,Commodity,0.415475,0.104473
2011-06-02,Commodity,0.38027,0.11871
2011-06-03,Commodity,0.387237,0.133269
2011-06-06,Commodity,0.388747,0.091476
2011-06-07,Commodity,0.418207,0.116208
2011-06-08,Commodity,0.404462,0.166963
2011-06-09,Commodity,0.404368,0.213606
2011-06-10,Commodity,0.379988,0.163481
2011-06-13,Commodity,0.347446,0.097975
2011-06-14,Commodity,0.350944,0.123939
2011-06-15,Commodity,0.310875,-0.004163
2011-06-16,Commodity,0.279156,-0.037302
2011-06-17,Commodity,0.261824,-0.038643
2011-06-20,Commodity,0.23117,-0.00066
2011-06-21,Commodity,0.280261,0.082319
2011-06-22,Commodity,0.274271,0.037864
2011-06-23,Commodity,0.194669,-0.101432
2011-06-24,Commodity,0.130443,-0.12571
2011-06-27,Commodity,0.176194,-0.198312
2011-06-28,Commodity,0.12651,-0.102528
2011-06-29,Commodity,0.142798,-0.014167
2011-06-30,Commodity,0.273042,-0.051808
2011-07-01,Commodity,0.265622,-0.046202
2011-07-05,Commodity,0.240802,0.078375
2011-07-06,Commodity,0.304834,0.062369
2011-07-07,Commodity,0.251218,0.222489
2011-07-08,Commodity,0.239057,0.217616
2011-07-11,Commodity,0.239622,0.166424
2011-07-12,Commodity,0.203704,0.254707
2011-07-13,Commodity,0.238556,0.402168
2011-07-14,Commodity,0.275812,0.355834
2011-07-15,Commodity,0.268476,0.387637
2011-07-18,Commodity,0.255251,0.37232
2011-07-19,Commodity,0.226086,0.399178
2011-07-20,Commodity,0.176189,0.390115
2011-07-21,Commodity,0.191503,0.367845
2011-07-22,Commodity,0.281053,0.419202
2011-07-25,Commodity,0.253348,0.404733
2011-07-26,Commodity,0.261367,0.454577
2011-07-27,Commodity,0.277394,0.409091
2011-07-28,Commodity,0.26334,0.3479
2011-07-29,Commodity,0.290496,0.307275
2011-08-01,Commodity,0.295293,0.301936
2011-08-02,Commodity,0.270043,0.337949
2011-08-03,Commodity,0.258244,0.259699
2011-08-04,Commodity,0.271461,0.05116
2011-08-05,Commodity,0.333436,0.026267
2011-08-08,Commodity,0.39569,-0.102244
2011-08-09,Commodity,0.43772,-0.06711
2011-08-10,Commodity,0.422179,-0.036545
2011-08-11,Commodity,0.398446,0.057594
2011-08-12,Commodity,0.388253,0.073893
2011-08-15,Commodity,0.358586,0.152434
2011-08-16,Commodity,0.35801,0.189494
2011-08-17,Commodity,0.312881,0.221195
2011-08-18,Commodity,0.367015,0.092499
2011-08-19,Commodity,0.354168,0.180339
2011-08-22,Commodity,0.388922,0.247128
2011-08-23,Commodity,0.364043,0.251553
2011-08-24,Commodity,0.299313,0.129757
2011-08-25,Commodity,0.306735,0.169316
2011-08-26,Commodity,0.386872,0.280505
2011-08-29,Commodity,0.401243,0.296218
2011-08-30,Commodity,0.408275,0.341584
2011-08-31,Commodity,0.448399,0.393333
2011-09-01,Commodity,0.45697,0.331749
2011-09-02,Commodity,0.399484,0.375874
2011-09-06,Commodity,0.381765,0.308442
2011-09-07,Commodity,0.43396,0.345622
2011-09-08,Commodity,0.401094,0.346128
2011-09-09,Commodity,0.39328,0.282722
2011-09-12,Commodity,0.331415,0.247143
2011-09-13,Commodity,0.360209,0.238954
2011-09-14,Commodity,0.378391,0.209856
2011-09-15,Commodity,0.356636,0.140084
2011-09-16,Commodity,0.3143,0.097149
2011-09-19,Commodity,0.245122,-0.056693
2011-09-20,Commodity,0.229653,-0.027586
2011-09-21,Commodity,0.246233,-0.061584
2011-09-22,Commodity,0.244109,-0.387369
2011-09-23,Commodity,0.228565,-0.548979
2011-09-26,Commodity,0.156775,-0.547984
2011-09-27,Commodity,0.167497,-0.420531
2011-09-28,Commodity,0.194691,-0.564302
2011-09-29,Commodity,0.210902,-0.51713
2011-09-30,Commodity,0.323242,-0.658265
2011-10-03,Commodity,0.319301,-0.682099
2011-10-04,Commodity,0.342832,-0.749065
2011-10-05,Commodity,0.339219,-0.648876
2011-10-06,Commodity,0.282593,-0.574051
2011-10-07,Commodity,0.25922,-0.625053
2011-10-10,Commodity,0.212619,-0.575057
2011-10-11,Commodity,0.120139,-0.463445
2011-10-12,Commodity,0.018328,-0.436154
2011-10-13,Commodity,0.006068,-0.411558
2011-10-14,Commodity,-0.053647,-0.286513
2011-10-17,Commodity,-0.015166,-0.309518
2011-10-18,Commodity,-0.025092,-0.336963
2011-10-19,Commodity,0.010702,-0.401529
2011-10-20,Commodity,-0.040692,-0.444138
2011-10-21,Commodity,-0.031698,-0.383303
2011-10-24,Commodity,-0.009029,-0.247193
2011-10-25,Commodity,0.030857,-0.259498
2011-10-26,Commodity,0.012194,-0.316598
2011-10-27,Commodity,-0.074997,-0.198472
2011-10-28,Commodity,-0.081017,-0.224039
2011-10-31,Commodity,-0.018534,-0.303724
2011-11-01,Commodity,0.038594,-0.344532
2011-11-02,Commodity,-0.030535,-0.356306
2011-11-03,Commodity,-0.131622,-0.27662
2011-11-04,Commodity,-0.147046,-0.280945
2011-11-07,Commodity,-0.190477,-0.278261
2011-11-08,Commodity,-0.234963,-0.264043
2011-11-09,Commodity,-0.206857,-0.367989
2011-11-10,Commodity,-0.165468,-0.419796
2011-11-11,Commodity,-0.208614,-0.385698
2011-11-14,Commodity,-0.222447,-0.41588
2011-11-15,Commodity,-0.275551,-0.333009
2011-11-16,Commodity,-0.257451,-0.391227
2011-11-17,Commodity,-0.166704,-0.539062
2011-11-18,Commodity,-0.189476,-0.558193
2011-11-21,Commodity,-0.132477,-0.639812
2011-11-22,Commodity,-0.180117,-0.619364
2011-11-23,Commodity,-0.11572,-0.704377
2011-11-25,Commodity,-0.077941,-0.767102
2011-11-28,Commodity,-0.133418,-0.743951
2011-11-29,Commodity,-0.114897,-0.67719
2011-11-30,Commodity,-0.079388,-0.601035
2011-12-01,Commodity,-0.089301,-0.618396
2011-12-02,Commodity,-0.0827,-0.636668
2011-12-05,Commodity,-0.124655,-0.694167
2011-12-06,Commodity,-0.143325,-0.701633
2011-12-07,Commodity,-0.137148,-0.781735
2011-12-08,Commodity,-0.184778,-0.833287
2011-12-09,Commodity,-0.140564,-0.891898
2011-12-12,Commodity,-0.192715,-0.964004
2011-12-13,Commodity,-0.16792,-0.911622
2011-12-14,Commodity,-0.345763,-1.123946
2011-12-15,Commodity,-0.358676,-1.13772
2011-12-16,Commodity,-0.362066,-1.130405
2011-12-19,Commodity,-0.313183,-1.057181
2011-12-20,Commodity,-0.217003,-0.957584
2011-12-21,Commodity,-0.201318,-0.928664
2011-12-22,Commodity,-0.176863,-0.877854
2011-12-23,Commodity,-0.131699,-0.857838
2011-12-27,Commodity,-0.09583,-0.80991
2011-12-28,Commodity,-0.080198,-0.854994
2011-12-29,Commodity,-0.119668,-0.890456
2011-12-30,Commodity,-0.102106,-0.827236
2012-01-03,Commodity,0.026231,-0.710741
2012-01-04,Commodity,0.065123,-0.715616
2012-01-05,Commodity,0.060341,-0.829336
2012-01-06,Commodity,0.05175,-0.839029
2012-01-09,Commodity,0.141104,-0.765602
2012-01-10,Commodity,0.298255,-0.637455
2012-01-11,Commodity,0.250263,-0.673688
2012-01-12,Commodity,0.236089,-0.793404
2012-01-13,Commodity,0.246211,-0.825453
2012-01-17,Commodity,0.252633,-0.762729
2012-01-18,Commodity,0.213956,-0.800699
2012-01-19,Commodity,0.236728,-0.752274
2012-01-20,Commodity,0.204745,-0.751642
2012-01-23,Commodity,0.140002,-0.670045
2012-01-24,Commodity,0.169665,-0.6372
2012-01-25,Commodity,0.182723,-0.586634
