date,asset,DQN_cum_return,Long_cum_return
2011-01-03,Commodity,0.0,0.038684
2011-01-04,Commodity,-0.042971,-0.156188
2011-01-05,Commodity,-0.049898,-0.112972
2011-01-06,Commodity,-0.120482,-0.180963
2011-01-07,Commodity,-0.216356,-0.237478
2011-01-10,Commodity,-0.125344,-0.171874
2011-01-11,Commodity,-0.0214,-0.065334
2011-01-12,Commodity,0.066024,0.033182
2011-01-13,Commodity,0.099974,0.033745
2011-01-14,Commodity,0.107143,0.01889
2011-01-18,Commodity,0.156255,0.105162
2011-01-19,Commodity,0.184046,0.08239
2011-01-20,Commodity,0.066485,0.052022
2011-01-21,Commodity,0.109077,0.129109
2011-01-24,Commodity,0.123701,0.144173
2011-01-25,Commodity,0.026957,0.016085
2011-01-26,Commodity,0.110384,0.161232
2011-01-27,Commodity,0.06164,0.128476
2011-01-28,Commodity,0.160791,0.180476
2011-01-31,Commodity,0.236697,0.355801
2011-02-01,Commodity,0.269071,0.415239
2011-02-02,Commodity,0.282652,0.433354
2011-02-03,Commodity,0.312764,0.430246
2011-02-04,Commodity,0.21758,0.382689
2011-02-07,Commodity,0.15832,0.334049
2011-02-08,Commodity,0.205678,0.372395
2011-02-09,Commodity,0.207051,0.429836
2011-02-10,Commodity,0.236786,0.423126
2011-02-11,Commodity,0.266075,0.385919
2011-02-14,Commodity,0.306721,0.443588
2011-02-15,Commodity,0.370742,0.358032
2011-02-16,Commodity,0.425949,0.371102
2011-02-17,Commodity,0.519238,0.473499
2011-02-18,Commodity,0.506106,0.435013
2011-02-22,Commodity,0.520771,0.349656
2011-02-23,Commodity,0.61448,0.343568
2011-02-24,Commodity,0.583251,0.290121
2011-02-25,Commodity,0.660025,0.43675
2011-02-28,Commodity,0.691547,0.447276
2011-03-01,Commodity,0.753348,0.477071
2011-03-02,Commodity,0.82838,0.522447
2011-03-03,Commodity,0.808226,0.565295
2011-03-04,Commodity,0.82413,0.602875
2011-03-07,Commodity,0.801866,0.551917
2011-03-08,Commodity,0.768829,0.515052
2011-03-09,Commodity,0.649434,0.507135
2011-03-10,Commodity,0.568842,0.324139
2011-03-11,Commodity,0.531695,0.264134
2011-03-14,Commodity,0.493412,0.212258
2011-03-15,Commodity,0.341689,-0.108051
2011-03-16,Commodity,0.296974,-0.144648
2011-03-17,Commodity,0.488401,0.084723
2011-03-18,Commodity,0.517564,0.149613
2011-03-21,Commodity,0.525923,0.202619
2011-03-22,Commodity,0.523481,0.2262
2011-03-23,Commodity,0.541154,0.244074
2011-03-24,Commodity,0.491864,0.307477
2011-03-25,Commodity,0.538295,0.370462
2011-03-28,Commodity,0.540569,0.294993
2011-03-29,Commodity,0.520222,0.255534
2011-03-30,Commodity,0.508314,0.259553
2011-03-31,Commodity,0.577125,0.398607
2011-04-01,Commodity,0.577481,0.398094
2011-04-04,Commodity,0.567383,0.454233
2011-04-05,Commodity,0.541258,0.485286
2011-04-06,Commodity,0.555602,0.449693
2011-04-07,Commodity,0.623307,0.403017
2011-04-08,Commodity,0.643355,0.507564
2011-04-11,Commodity,0.616884,0.488791
2011-04-12,Commodity,0.583828,0.311633
2011-04-13,Commodity,0.567016,0.350417
2011-04-14,Commodity,0.62368,0.389336
