date,return,cumulative
2011-01-03,0.0,1.0
2011-01-04,0.023226395579311828,1.0232263955793117
2011-01-05,-0.02786205696429123,0.9947172034583146
2011-01-06,-0.007081133748207907,0.9876734778989829
2011-01-07,-0.004902304963010904,0.9828316013064444
2011-01-10,-0.04119691551417455,0.942341970862762
2011-01-11,0.027661833667026226,0.9684088777182254
2011-01-12,0.058462609498793,1.0250245877714304
2011-01-13,-0.0033459661650776062,1.0215948901823744
2011-01-14,0.007563867683375954,1.029322098757727
2011-01-17,-0.014734135645374496,1.014155927331849
2011-01-18,0.009460804314640857,1.0237506581048688
2011-01-19,0.06191083844903746,1.087131919710895
2011-01-20,0.017543701413373795,1.1062042375072507
2011-01-21,0.001071614734634524,1.1073896622676787
2011-01-24,-0.031129853898994683,1.0729167838720288
2011-01-25,-0.017213046832679383,1.0544486170236718
2011-01-26,0.03238902427850773,1.0886011788808903
2011-01-27,0.014592977589213069,1.10448711148789
2011-01-28,-0.06333302262501678,1.034536604266988
2011-01-31,-0.02672724231298116,1.0068862937630954
2011-02-01,0.11053237675434731,1.1181798289341063
2011-02-02,0.0016593200892284063,1.1200352471876265
2011-02-03,0.00015034000164287846,1.1202036332885288
2011-02-04,-0.0008282318161859938,1.119275844998832
2011-02-07,-0.00999231406448215,1.108091689230815
2011-02-08,-0.015557891394898243,1.0908521190741727
2011-02-09,0.0073067901322226205,1.0988227465735378
2011-02-10,-0.004942406786614581,1.0933919175735862
2011-02-11,-0.033807320304219485,1.0564272667981311
2011-02-14,0.0014402545417002296,1.0579487909671133
2011-02-15,0.0039045286535644643,1.062079582335448
2011-02-16,-0.02831034128677126,1.03201174688582
2011-02-17,-0.023113062996955994,1.0081587943664494
2011-02-18,-0.01847853963964883,0.9895294921216884
2011-02-21,0.047679488535865976,1.0367097521972057
2011-02-22,0.13338255852324202,1.1749887513912651
2011-02-23,0.028908749212093174,1.2089562065322657
2011-02-24,-0.011645671810983315,1.1948770993171396
2011-02-25,0.041097430887770264,1.243983478325705
2011-02-28,0.017356234534801104,1.2655743473329437
2011-03-01,-0.10201111555912705,1.136471696338496
2011-03-02,0.008991011821709022,1.146689726795313
2011-03-03,0.08200976313795966,1.2407294796825283
2011-03-04,-0.046445317655703484,1.1831034048738776
2011-03-07,-0.039896340310756256,1.135901908810215
2011-03-08,0.04515251691034502,1.1871907389562613
2011-03-09,-0.019901173183476357,1.1635642504584733
2011-03-10,-0.050478221290471165,1.1048295967381492
2011-03-11,0.00890358506310432,1.1146665410329426
2011-03-14,-0.05394793727629644,1.0545325803933112
2011-03-15,-0.09903364963259992,0.9500983703004786
2011-03-16,-0.10549244408284585,0.8498701710983524
2011-03-17,0.07605170154612209,0.9145042437036761
2011-03-18,0.02897802167166859,0.9410047674965542
2011-03-21,0.1013005829397402,1.0363290989930298
2011-03-22,-0.014765127749025692,1.021027567456365
2011-03-23,0.005610215871741284,1.026755752520794
2011-03-24,-0.014467274731764722,1.0119013949666558
2011-03-25,-0.0001781649456742626,1.011721109609594
2011-03-28,-0.005780059805916479,1.0058733010891423
2011-03-29,0.023416798505839866,1.0294276335031507
2011-03-30,0.013008711154177404,1.0428191602415215
2011-03-31,0.0017495131567711196,1.044643586082497
2011-04-01,-0.0075548072506685824,1.0367515051439964
2011-04-04,0.0077692245254752925,1.0448062603645845
2011-04-05,-0.008656763685844678,1.0357616194711172
2011-04-06,0.006742437102280153,1.0427451770433571
