episode,cycle,round,ticker,reward,steps,epsilon_end,mean_loss,last_loss,learn_steps,target_updates,replay_size
24,1,2,CC,-8.487291,2233,0.290004,0.001473,0.001269,12177,12,5000
24,1,2,DA,-10.971943,2232,0.290004,0.001473,0.001269,12177,12,5000
24,1,2,GI,-7.476025,2240,0.290004,0.001473,0.001269,12177,12,5000
24,1,2,JO,-6.586955,2234,0.290004,0.001473,0.001269,12177,12,5000
24,1,2,KC,-6.262427,2233,0.290004,0.001473,0.001269,12177,12,5000
24,1,2,KW,-11.427639,2240,0.290004,0.001473,0.001269,12177,12,5000
24,1,2,LB,-7.198427,2237,0.290004,0.001473,0.001269,12177,12,5000
24,1,2,NR,-10.872049,2240,0.290004,0.001473,0.001269,12177,12,5000
24,1,2,SB,-10.173788,2233,0.290004,0.001473,0.001269,12177,12,5000
24,1,2,ZC,-7.613033,2240,0.290004,0.001473,0.001269,12177,12,5000
24,1,2,ZF,-30.893893,2240,0.290004,0.001473,0.001269,12177,12,5000
24,1,2,ZG,-10.023386,2239,0.290004,0.001473,0.001269,12177,12,5000
24,1,2,ZH,-7.109269,2237,0.290004,0.001473,0.001269,12177,12,5000
24,1,2,ZI,-10.057481,2239,0.290004,0.001473,0.001269,12177,12,5000
24,1,2,ZK,-6.304908,2238,0.290004,0.001473,0.001269,12177,12,5000
24,1,2,ZL,-10.649777,2240,0.290004,0.001473,0.001269,12177,12,5000
24,1,2,ZO,-3.113408,2239,0.290004,0.001473,0.001269,12177,12,5000
24,1,2,ZP,-10.032034,2239,0.290004,0.001473,0.001269,12177,12,5000
24,1,2,ZR,-16.567277,2240,0.290004,0.001473,0.001269,12177,12,5000
24,1,2,ZT,-8.904531,2240,0.290004,0.001473,0.001269,12177,12,5000
24,1,2,ZU,-9.890698,2235,0.290004,0.001473,0.001269,12177,12,5000
24,1,2,ZW,-20.361257,2240,0.290004,0.001473,0.001269,12177,12,5000
24,1,2,ZZ,-11.152036,2240,0.290004,0.001473,0.001269,12177,12,5000
24,1,2,ZN,-16.577551,2236,0.290004,0.001473,0.001269,12177,12,5000
48,2,2,CC,-9.040828,2233,0.280009,0.001394,0.001293,25603,25,5000
48,2,2,DA,-9.576302,2232,0.280009,0.001394,0.001293,25603,25,5000
48,2,2,GI,-4.282536,2240,0.280009,0.001394,0.001293,25603,25,5000
48,2,2,JO,-6.091532,2234,0.280009,0.001394,0.001293,25603,25,5000
48,2,2,KC,-4.170527,2233,0.280009,0.001394,0.001293,25603,25,5000
48,2,2,KW,-15.302862,2240,0.280009,0.001394,0.001293,25603,25,5000
48,2,2,LB,-7.027298,2237,0.280009,0.001394,0.001293,25603,25,5000
48,2,2,NR,-6.690673,2240,0.280009,0.001394,0.001293,25603,25,5000
48,2,2,SB,-6.858997,2233,0.280009,0.001394,0.001293,25603,25,5000
48,2,2,ZC,-6.450625,2240,0.280009,0.001394,0.001293,25603,25,5000
48,2,2,ZF,-25.188717,2240,0.280009,0.001394,0.001293,25603,25,5000
48,2,2,ZG,-4.953075,2239,0.280009,0.001394,0.001293,25603,25,5000
48,2,2,ZH,-7.03096,2237,0.280009,0.001394,0.001293,25603,25,5000
48,2,2,ZI,-10.315561,2239,0.280009,0.001394,0.001293,25603,25,5000
48,2,2,ZK,-7.808451,2238,0.280009,0.001394,0.001293,25603,25,5000
48,2,2,ZL,-11.873482,2240,0.280009,0.001394,0.001293,25603,25,5000
48,2,2,ZO,-4.694649,2239,0.280009,0.001394,0.001293,25603,25,5000
48,2,2,ZP,-9.559803,2239,0.280009,0.001394,0.001293,25603,25,5000
48,2,2,ZR,-13.080411,2240,0.280009,0.001394,0.001293,25603,25,5000
48,2,2,ZT,-12.338366,2240,0.280009,0.001394,0.001293,25603,25,5000
48,2,2,ZU,-8.912082,2235,0.280009,0.001394,0.001293,25603,25,5000
48,2,2,ZW,-12.096152,2240,0.280009,0.001394,0.001293,25603,25,5000
48,2,2,ZZ,-6.189358,2240,0.280009,0.001394,0.001293,25603,25,5000
48,2,2,ZN,-10.155753,2236,0.280009,0.001394,0.001293,25603,25,5000
72,3,2,CC,-7.491217,2233,0.270013,0.001461,0.001796,39029,39,5000
72,3,2,DA,-10.061085,2232,0.270013,0.001461,0.001796,39029,39,5000
72,3,2,GI,-8.150629,2240,0.270013,0.001461,0.001796,39029,39,5000
72,3,2,JO,-5.605885,2234,0.270013,0.001461,0.001796,39029,39,5000
72,3,2,KC,-10.334548,2233,0.270013,0.001461,0.001796,39029,39,5000
72,3,2,KW,-12.918548,2240,0.270013,0.001461,0.001796,39029,39,5000
72,3,2,LB,-3.474734,2237,0.270013,0.001461,0.001796,39029,39,5000
72,3,2,NR,-8.473885,2240,0.270013,0.001461,0.001796,39029,39,5000
72,3,2,SB,-5.838987,2233,0.270013,0.001461,0.001796,39029,39,5000
72,3,2,ZC,-5.990085,2240,0.270013,0.001461,0.001796,39029,39,5000
72,3,2,ZF,-21.840933,2240,0.270013,0.001461,0.001796,39029,39,5000
72,3,2,ZG,-11.361494,2239,0.270013,0.001461,0.001796,39029,39,5000
72,3,2,ZH,-5.369951,2237,0.270013,0.001461,0.001796,39029,39,5000
72,3,2,ZI,-11.515865,2239,0.270013,0.001461,0.001796,39029,39,5000
72,3,2,ZK,-7.712869,2238,0.270013,0.001461,0.001796,39029,39,5000
72,3,2,ZL,-7.324505,2240,0.270013,0.001461,0.001796,39029,39,5000
72,3,2,ZO,-4.249687,2239,0.270013,0.001461,0.001796,39029,39,5000
72,3,2,ZP,-9.62551,2239,0.270013,0.001461,0.001796,39029,39,5000
72,3,2,ZR,-14.128809,2240,0.270013,0.001461,0.001796,39029,39,5000
72,3,2,ZT,-13.600272,2240,0.270013,0.001461,0.001796,39029,39,5000
72,3,2,ZU,-9.833902,2235,0.270013,0.001461,0.001796,39029,39,5000
72,3,2,ZW,-13.586108,2240,0.270013,0.001461,0.001796,39029,39,5000
72,3,2,ZZ,-3.838627,2240,0.270013,0.001461,0.001796,39029,39,5000
72,3,2,ZN,-14.396683,2236,0.270013,0.001461,0.001796,39029,39,5000
96,4,2,CC,-5.464532,2233,0.260018,0.001703,0.001216,52455,52,5000
96,4,2,DA,-12.590762,2232,0.260018,0.001703,0.001216,52455,52,5000
96,4,2,GI,-6.724723,2240,0.260018,0.001703,0.001216,52455,52,5000
96,4,2,JO,-4.956309,2234,0.260018,0.001703,0.001216,52455,52,5000
96,4,2,KC,2.149636,2233,0.260018,0.001703,0.001216,52455,52,5000
96,4,2,KW,-11.001005,2240,0.260018,0.001703,0.001216,52455,52,5000
96,4,2,LB,-7.112988,2237,0.260018,0.001703,0.001216,52455,52,5000
96,4,2,NR,-5.607941,2240,0.260018,0.001703,0.001216,52455,52,5000
96,4,2,SB,-3.055047,2233,0.260018,0.001703,0.001216,52455,52,5000
96,4,2,ZC,-4.268979,2240,0.260018,0.001703,0.001216,52455,52,5000
96,4,2,ZF,-22.004741,2240,0.260018,0.001703,0.001216,52455,52,5000
96,4,2,ZG,-6.86824,2239,0.260018,0.001703,0.001216,52455,52,5000
96,4,2,ZH,-6.818768,2237,0.260018,0.001703,0.001216,52455,52,5000
96,4,2,ZI,-7.805866,2239,0.260018,0.001703,0.001216,52455,52,5000
96,4,2,ZK,-11.130654,2238,0.260018,0.001703,0.001216,52455,52,5000
96,4,2,ZL,-5.266945,2240,0.260018,0.001703,0.001216,52455,52,5000
96,4,2,ZO,-1.185946,2239,0.260018,0.001703,0.001216,52455,52,5000
96,4,2,ZP,-4.925216,2239,0.260018,0.001703,0.001216,52455,52,5000
96,4,2,ZR,-14.926028,2240,0.260018,0.001703,0.001216,52455,52,5000
96,4,2,ZT,-12.086461,2240,0.260018,0.001703,0.001216,52455,52,5000
96,4,2,ZU,-7.350846,2235,0.260018,0.001703,0.001216,52455,52,5000
96,4,2,ZW,-15.526423,2240,0.260018,0.001703,0.001216,52455,52,5000
96,4,2,ZZ,-10.314611,2240,0.260018,0.001703,0.001216,52455,52,5000
96,4,2,ZN,-12.370345,2236,0.260018,0.001703,0.001216,52455,52,5000
120,5,2,CC,-6.745986,2233,0.250022,0.001487,0.000564,65881,65,5000
120,5,2,DA,-7.672217,2232,0.250022,0.001487,0.000564,65881,65,5000
120,5,2,GI,-9.827014,2240,0.250022,0.001487,0.000564,65881,65,5000
120,5,2,JO,-2.660301,2234,0.250022,0.001487,0.000564,65881,65,5000
120,5,2,KC,-6.715862,2233,0.250022,0.001487,0.000564,65881,65,5000
120,5,2,KW,-9.555115,2240,0.250022,0.001487,0.000564,65881,65,5000
120,5,2,LB,-5.801389,2237,0.250022,0.001487,0.000564,65881,65,5000
120,5,2,NR,-9.220792,2240,0.250022,0.001487,0.000564,65881,65,5000
120,5,2,SB,-7.078097,2233,0.250022,0.001487,0.000564,65881,65,5000
120,5,2,ZC,-5.858639,2240,0.250022,0.001487,0.000564,65881,65,5000
120,5,2,ZF,-22.668525,2240,0.250022,0.001487,0.000564,65881,65,5000
120,5,2,ZG,-7.59567,2239,0.250022,0.001487,0.000564,65881,65,5000
120,5,2,ZH,-2.939442,2237,0.250022,0.001487,0.000564,65881,65,5000
120,5,2,ZI,-6.400469,2239,0.250022,0.001487,0.000564,65881,65,5000
120,5,2,ZK,-6.043343,2238,0.250022,0.001487,0.000564,65881,65,5000
120,5,2,ZL,-5.02416,2240,0.250022,0.001487,0.000564,65881,65,5000
120,5,2,ZO,-4.733809,2239,0.250022,0.001487,0.000564,65881,65,5000
120,5,2,ZP,-7.622892,2239,0.250022,0.001487,0.000564,65881,65,5000
120,5,2,ZR,-15.259182,2240,0.250022,0.001487,0.000564,65881,65,5000
120,5,2,ZT,-11.078973,2240,0.250022,0.001487,0.000564,65881,65,5000
120,5,2,ZU,-3.029532,2235,0.250022,0.001487,0.000564,65881,65,5000
120,5,2,ZW,-15.441996,2240,0.250022,0.001487,0.000564,65881,65,5000
120,5,2,ZZ,-8.044051,2240,0.250022,0.001487,0.000564,65881,65,5000
120,5,2,ZN,-11.628596,2236,0.250022,0.001487,0.000564,65881,65,5000
144,6,2,CC,-4.677154,2233,0.240027,0.001388,0.001079,79307,79,5000
144,6,2,DA,-7.47974,2232,0.240027,0.001388,0.001079,79307,79,5000
144,6,2,GI,-7.457993,2240,0.240027,0.001388,0.001079,79307,79,5000
144,6,2,JO,-0.181702,2234,0.240027,0.001388,0.001079,79307,79,5000
144,6,2,KC,-5.060249,2233,0.240027,0.001388,0.001079,79307,79,5000
144,6,2,KW,-10.495637,2240,0.240027,0.001388,0.001079,79307,79,5000
144,6,2,LB,-3.24934,2237,0.240027,0.001388,0.001079,79307,79,5000
144,6,2,NR,-7.555374,2240,0.240027,0.001388,0.001079,79307,79,5000
144,6,2,SB,-7.252634,2233,0.240027,0.001388,0.001079,79307,79,5000
144,6,2,ZC,-6.1289,2240,0.240027,0.001388,0.001079,79307,79,5000
144,6,2,ZF,-21.114471,2240,0.240027,0.001388,0.001079,79307,79,5000
144,6,2,ZG,-12.611246,2239,0.240027,0.001388,0.001079,79307,79,5000
144,6,2,ZH,-7.401742,2237,0.240027,0.001388,0.001079,79307,79,5000
144,6,2,ZI,-11.094798,2239,0.240027,0.001388,0.001079,79307,79,5000
144,6,2,ZK,-9.51002,2238,0.240027,0.001388,0.001079,79307,79,5000
144,6,2,ZL,-7.802655,2240,0.240027,0.001388,0.001079,79307,79,5000
144,6,2,ZO,-6.140228,2239,0.240027,0.001388,0.001079,79307,79,5000
144,6,2,ZP,-6.802968,2239,0.240027,0.001388,0.001079,79307,79,5000
144,6,2,ZR,-12.353612,2240,0.240027,0.001388,0.001079,79307,79,5000
144,6,2,ZT,-11.316073,2240,0.240027,0.001388,0.001079,79307,79,5000
144,6,2,ZU,-4.854356,2235,0.240027,0.001388,0.001079,79307,79,5000
144,6,2,ZW,-12.002366,2240,0.240027,0.001388,0.001079,79307,79,5000
144,6,2,ZZ,-5.254189,2240,0.240027,0.001388,0.001079,79307,79,5000
144,6,2,ZN,-11.623511,2236,0.240027,0.001388,0.001079,79307,79,5000
