episode,reward,steps,epsilon_end,last_loss
1,-11.519049,1500,0.2925,0.001545
2,-10.748683,1500,0.285,0.003222
3,-4.518434,1500,0.2775,0.000619
4,-9.063734,1500,0.27,0.001702
5,-9.457922,1500,0.2625,0.002239
6,-9.750217,1500,0.255,0.000851
7,-8.02769,1500,0.2475,0.001645
8,-6.334153,1500,0.24,0.001224
9,-6.513058,1500,0.2325,0.001074
10,-8.785488,1500,0.225,0.000919
11,-8.620211,1500,0.2175,0.000939
12,-5.231779,1500,0.21,0.000904
13,-8.883104,1500,0.2025,0.002085
14,-6.301067,1500,0.195,0.001142
15,-7.694831,1500,0.1875,0.002059
16,-3.693238,1500,0.18,0.001238
17,-4.270505,1500,0.1725,0.002584
18,-4.988807,1500,0.165,0.001479
19,-3.395852,1500,0.1575,0.000753
20,-2.846033,1500,0.15,0.002658
21,-4.928176,1500,0.1425,0.001188
22,-4.351004,1500,0.135,0.00059
23,-3.083103,1500,0.1275,0.001209
24,-3.717352,1500,0.12,0.000957
25,-3.18303,1500,0.1125,0.000785
26,-1.733285,1500,0.105,0.000568
27,-3.445371,1500,0.0975,0.000565
28,-3.005836,1500,0.09,0.000696
29,-1.159743,1500,0.0825,0.000296
30,-1.353501,1500,0.075,0.001671
31,-0.896123,1500,0.0675,0.00114
32,0.059591,1500,0.06,0.001006
33,-1.680197,1500,0.0525,0.00136
34,-0.122035,1500,0.05,0.000195
35,0.175256,1500,0.05,0.00116
36,-0.681031,1500,0.05,0.00139
37,0.004352,1500,0.05,0.000541
38,-0.551233,1500,0.05,0.001349
39,0.390788,1500,0.05,0.000825
40,0.137156,1500,0.05,0.001154
41,0.170732,1500,0.05,0.001131
42,0.098292,1500,0.05,0.000709
43,0.273909,1500,0.05,0.000796
44,-0.639154,1500,0.05,0.000558
45,-0.66051,1500,0.05,0.001967
46,0.616871,1500,0.05,0.001789
47,0.414411,1500,0.05,0.000823
48,0.619493,1500,0.05,0.00062
49,0.624565,1500,0.05,0.000799
50,0.271306,1500,0.05,0.0011
51,1.018665,1500,0.05,0.000953
52,0.332868,1500,0.05,0.000619
53,-0.715054,1500,0.05,0.000951
54,0.177574,1500,0.05,0.000919
55,0.983349,1500,0.05,0.000835
56,0.597042,1500,0.05,0.001195
57,-0.581846,1500,0.05,0.000463
58,-0.144338,1500,0.05,0.000884
59,0.737782,1500,0.05,0.000628
60,0.814475,1500,0.05,0.00111
61,0.263398,1500,0.05,0.000707
62,-0.5351,1500,0.05,0.000838
63,0.085419,1500,0.05,0.001911
64,-0.21259,1500,0.05,0.000661
65,0.170855,1500,0.05,0.001349
66,-0.090825,1500,0.05,0.001702
67,0.106317,1500,0.05,0.001559
68,0.631028,1500,0.05,0.000834
69,0.491811,1500,0.05,0.00118
70,-0.265111,1500,0.05,0.000798
71,-0.161378,1500,0.05,0.000769
