episode,reward,steps,epsilon_end,last_loss
1,-6.3613,1253,0.293735,0.001119
2,-2.707133,1253,0.28747,0.001129
3,-2.872275,1253,0.281205,0.001791
4,-2.494206,1253,0.27494,0.001635
5,-1.396849,1253,0.268675,0.0012
6,-1.461784,1253,0.26241,0.001085
7,-1.763866,1253,0.256145,0.002411
8,-3.344452,1253,0.24988,0.001236
9,-0.363385,1253,0.243615,0.000789
10,-1.546453,1253,0.23735,0.003012
11,-0.413645,1253,0.231085,0.001147
12,1.189481,1253,0.22482,0.001281
13,-1.654886,1253,0.218555,0.002307
14,-1.003158,1253,0.21229,0.001494
15,-0.178393,1253,0.206025,0.001404
16,-0.829825,1253,0.19976,0.001007
17,-0.010897,1253,0.193495,0.000841
