episode,reward,steps,epsilon_end,last_loss
1,-6.790348,1500,0.2925,0.002442
2,-4.743364,1500,0.285,0.001218
3,-5.123476,1500,0.2775,0.002119
4,-3.388323,1500,0.27,0.001671
5,-3.886803,1500,0.2625,0.001747
6,-3.986601,1500,0.255,0.001824
7,-1.633052,1500,0.2475,0.00138
8,-1.788489,1500,0.24,0.00133
9,-3.045073,1500,0.2325,0.001378
10,-2.13298,1500,0.225,0.002276
11,-0.81563,1500,0.2175,0.000883
12,-1.485906,1500,0.21,0.003118
13,-3.441466,1500,0.2025,0.001653
14,-2.037299,1500,0.195,0.001916
15,-2.58502,1500,0.1875,0.001769
16,-3.20453,1500,0.18,0.001603
