date,DQN_cum_return,Long_cum_return
2011-01-03,0.0,0.09273
2011-01-04,-0.017393,0.090704
2011-01-05,-0.062043,0.134717
2011-01-06,-0.08881,0.128285
2011-01-07,-0.114333,0.092801
2011-01-10,-0.175493,0.06998
2011-01-11,-0.124416,0.120849
2011-01-12,-0.014909,0.223992
2011-01-13,-0.023923,0.215856
2011-01-14,-0.08295,0.261511
2011-01-17,-0.108807,0.244307
2011-01-18,-0.115631,0.308488
2011-01-19,-0.007612,0.190047
2011-01-20,-0.004699,0.14122
2011-01-21,-0.027404,0.170344
2011-01-24,-0.083928,0.235013
2011-01-25,-0.115344,0.220121
2011-01-26,-0.074163,0.27246
2011-01-27,-0.074868,0.293895
2011-01-28,-0.15616,0.131989
2011-01-31,-0.157285,0.175091
2011-02-01,-0.118715,0.304072
2011-02-02,-0.12604,0.301607
2011-02-03,-0.14579,0.313223
2011-02-04,-0.151836,0.337596
2011-02-07,-0.201628,0.394284
2011-02-08,-0.23462,0.443435
2011-02-09,-0.245644,0.422714
2011-02-10,-0.255993,0.420521
2011-02-11,-0.313877,0.475858
2011-02-14,-0.315115,0.478169
2011-02-15,-0.302677,0.467895
2011-02-16,-0.383198,0.530823
2011-02-17,-0.41667,0.555141
2011-02-18,-0.450746,0.573849
2011-02-21,-0.317098,0.48445
2011-02-22,-0.081825,0.303612
2011-02-23,-0.008545,0.229245
2011-02-24,0.000428,0.216784
2011-02-25,-0.024922,0.328797
2011-02-28,-0.033982,0.372585
2011-03-01,-0.177849,0.232579
2011-03-02,-0.169112,0.24831
2011-03-03,-0.032368,0.369562
2011-03-04,-0.114009,0.308899
2011-03-07,-0.183554,0.244056
2011-03-08,-0.105354,0.300791
2011-03-09,-0.140123,0.265529
2011-03-10,-0.238805,0.19272
2011-03-11,-0.224241,0.21398
2011-03-14,-0.317902,0.144675
2011-03-15,-0.454137,0.030315
2011-03-16,-0.610249,-0.092213
2011-03-17,-0.482096,-0.004841
2011-03-18,-0.432323,0.028297
2011-03-21,-0.256176,0.145254
2011-03-22,-0.282435,0.127739
2011-03-23,-0.271699,0.147953
2011-03-24,-0.231867,0.232206
2011-03-25,-0.25795,0.253977
2011-03-28,-0.253426,0.225218
2011-03-29,-0.272159,0.284249
2011-03-30,-0.283786,0.332721
2011-03-31,-0.276315,0.315304
2011-04-01,-0.278983,0.370437
2011-04-04,-0.283326,0.374324
2011-04-05,-0.304197,0.367938
2011-04-06,-0.280722,0.387053
2011-04-07,-0.290228,0.376381
2011-04-08,-0.262856,0.355955
2011-04-11,-0.243446,0.333906
2011-04-12,-0.246394,0.246325
2011-04-13,-0.229656,0.26728
2011-04-14,-0.270312,0.262686
2011-04-15,-0.313247,0.304092
2011-04-18,-0.338166,0.181856
2011-04-19,-0.340713,0.21284
2011-04-20,-0.151361,0.350771
2011-04-21,-0.111966,0.376788
2011-04-25,-0.116623,0.376777
2011-04-26,-0.051217,0.429533
2011-04-27,0.02787,0.49408
2011-04-28,0.052624,0.51299
2011-04-29,0.071824,0.535863
2011-05-02,0.040872,0.516358
2011-05-03,-0.002817,0.484726
2011-05-04,-0.043206,0.408353
2011-05-05,-0.090344,0.364156
2011-05-06,-0.071233,0.378957
2011-05-09,-0.032389,0.413651
2011-05-10,0.069936,0.493599
2011-05-11,0.034973,0.422769
2011-05-12,-0.001648,0.452356
2011-05-13,0.017225,0.368633
2011-05-16,0.053151,0.315779
2011-05-17,0.044976,0.292929
2011-05-18,-0.022799,0.373239
