date,wealth,cumulative_return
2011-01-03,1.0037842399492056,0.0037842399492056256
2011-01-04,0.9651309929132817,-0.03486900708671825
2011-01-05,0.97498711226301,-0.025012887736989953
2011-01-06,0.9721144854877054,-0.027885514512294596
2011-01-07,0.9704939639239527,-0.029506036076047293
2011-01-10,0.9792226060136653,-0.020777393986334713
2011-01-11,1.0009331569227569,0.0009331569227568615
2011-01-12,1.0249991346383975,0.024999134638397535
2011-01-13,1.018359060148141,0.018359060148140927
2011-01-14,1.0119551005532832,0.011955100553283193
2011-01-17,1.0009444805099095,0.0009444805099094733
2011-01-18,1.0200761361886967,0.020076136188696747
2011-01-19,0.9866092145154965,-0.013390785484503454
2011-01-20,0.9422051757662221,-0.05779482423377791
2011-01-21,0.956859466501381,-0.043140533498619016
2011-01-24,0.9670064993695505,-0.03299350063044948
2011-01-25,0.954533813951396,-0.045466186048603974
2011-01-26,0.9790561066462614,-0.020943893353738585
2011-01-27,0.9841718385599488,-0.01582816144005117
2011-01-28,0.9656427747533158,-0.034357225246684164
2011-01-31,0.9893350766967466,-0.010664923303253415
2011-02-01,1.026988024614035,0.026988024614035044
2011-02-02,1.0277061148289932,0.02770611482899321
2011-02-03,1.0241398250728662,0.02413982507286616
2011-02-04,1.0067763078695513,0.006776307869551301
2011-02-07,1.0171654580795373,0.017165458079537288
2011-02-08,1.01882154425696,0.01882154425695992
2011-02-09,1.0198356725944422,0.01983567259444219
2011-02-10,1.001514689585905,0.0015146895859050602
2011-02-11,1.0134770471464445,0.013477047146444487
2011-02-14,1.0318411247375396,0.03184112473753964
2011-02-15,1.0172097242665417,0.01720972426654166
2011-02-16,1.0435719352205013,0.04357193522050129
2011-02-17,1.0774960027714233,0.07749600277142332
2011-02-18,1.0774022780175518,0.07740227801755184
2011-02-21,1.0459950701332683,0.04599507013326831
2011-02-22,0.9824044490531605,-0.01759555094683951
2011-02-23,0.9789235288791089,-0.02107647112089106
2011-02-24,0.9821975422606588,-0.017802457739341193
2011-02-25,1.0237191255875615,0.023719125587561507
2011-02-28,1.049959086110883,0.049959086110882955
2011-03-01,1.032703804298923,0.032703804298922945
2011-03-02,1.0475246241352716,0.04752462413527159
2011-03-03,1.0594865159476938,0.05948651594769383
2011-03-04,1.0580281262621296,0.05802812626212961
2011-03-07,1.0330028250539844,0.03300282505398444
2011-03-08,1.0265531299443993,0.02655312994439929
2011-03-09,1.028251335868482,0.02825133586848194
2011-03-10,0.979424498528127,-0.020575501471873037
2011-03-11,0.9865612756400386,-0.013438724359961407
2011-03-14,0.9746378889841707,-0.025362111015829303
2011-03-15,0.9071425378157859,-0.09285746218421409
2011-03-16,0.896288819733573,-0.103711180266427
