date,wealth,cumulative_return
2011-01-03,1.0872255334853518,0.08722553348535178
2011-01-04,1.0854096716746053,0.08540967167460534
2011-01-05,1.126836751496895,0.1268367514968951
2011-01-06,1.120800425184092,0.12080042518409195
2011-01-07,1.087472917515249,0.0874729175152491
2011-01-10,1.0660504030203952,0.06605040302039522
2011-01-11,1.1139129732364348,0.11391297323643479
2011-01-12,1.2109305434606064,0.21093054346060636
2011-01-13,1.20328076162703,0.20328076162703002
2011-01-14,1.246263289379731,0.24626328937973097
2011-01-17,1.2300992240456148,0.23009922404561478
2011-01-18,1.2904505490567026,0.29045054905670264
2011-01-19,1.179081868083598,0.17908186808359794
2011-01-20,1.1333767919426558,0.13337679194265584
2011-01-21,1.1607552874274005,0.16075528742740053
2011-01-24,1.2215648513898496,0.2215648513898496
2011-01-25,1.2076094570846587,0.20760945708465872
2011-01-26,1.2568540864067308,0.2568540864067308
2011-01-27,1.2770121441037077,0.27701214410370767
2011-01-28,1.124804568579701,0.12480456857970101
2011-01-31,1.1656245648343586,0.1656245648343586
2011-02-01,1.2868921140490663,0.28689211404906634
2011-02-02,1.2846567569293583,0.2846567569293583
2011-02-03,1.2956045187314216,0.2956045187314216
2011-02-04,1.3185472830871672,0.3185472830871672
2011-02-07,1.3718509781825479,0.37185097818254786
2011-02-08,1.4180738372187616,0.41807383721876157
2011-02-09,1.3986163717169096,0.39861637171690956
2011-02-10,1.3965836878046964,0.39658368780469644
2011-02-11,1.448622453053493,0.448622453053493
2011-02-14,1.450813831202416,0.4508138312024159
2011-02-15,1.4411911460964024,0.4411911460964024
2011-02-16,1.5003678413325978,0.5003678413325978
2011-02-17,1.523265075742924,0.523265075742924
2011-02-18,1.540889108850363,0.5408891088503629
2011-02-21,1.4568936455177957,0.45689364551779565
2011-02-22,1.2869246660067575,0.2869246660067575
2011-02-23,1.2175000515153203,0.21750005151532026
2011-02-24,1.2057961154674857,0.20579611546748566
2011-02-25,1.3110788279872212,0.3110788279872212
2011-02-28,1.352273132200659,0.3522731322006589
2011-03-01,1.2207323450518843,0.22073234505188433
2011-03-02,1.2355799759012356,0.23557997590123558
2011-03-03,1.3495378077717501,0.34953780777175014
2011-03-04,1.2926176729029926,0.29261767290299256
2011-03-07,1.2316991656348608,0.23169916563486082
2011-03-08,1.2850520519542532,0.2850520519542532
2011-03-09,1.2519412650871184,0.25194126508711845
