contract,round,date,position,return
CC,1,2011-01-04,0.0,-0.0
CC,1,2011-01-05,0.0,-0.0
CC,1,2011-01-06,0.0,-0.0
CC,1,2011-01-07,0.0,0.0
CC,1,2011-01-10,0.0,0.0
CC,1,2011-01-11,0.0,0.0
CC,1,2011-01-12,0.0,0.0
CC,1,2011-01-13,0.0,-0.0
CC,1,2011-01-14,0.0,0.0
CC,1,2011-01-18,0.0,0.0
CC,1,2011-01-19,0.0,0.0
CC,1,2011-01-20,0.0,0.0
CC,1,2011-01-21,0.0,0.0
CC,1,2011-01-24,0.0,0.0
CC,1,2011-01-25,0.0,0.0
CC,1,2011-01-26,0.0,0.0
CC,1,2011-01-27,0.0,0.0
CC,1,2011-01-28,0.0,-0.0
CC,1,2011-01-31,0.0,0.0
CC,1,2011-02-01,0.0,-0.0
CC,1,2011-02-02,0.0,0.0
CC,1,2011-02-03,0.0,0.0
CC,1,2011-02-04,0.0,-0.0
CC,1,2011-02-07,0.0,-0.0
CC,1,2011-02-08,0.0,0.0
CC,1,2011-02-09,0.0,-0.0
CC,1,2011-02-10,0.0,0.0
CC,1,2011-02-11,0.0,-0.0
CC,1,2011-02-14,0.0,0.0
CC,1,2011-02-15,0.0,-0.0
CC,1,2011-02-16,0.0,0.0
CC,1,2011-02-17,0.0,0.0
CC,1,2011-02-18,0.0,0.0
CC,1,2011-02-22,0.0,0.0
CC,1,2011-02-23,0.0,0.0
CC,1,2011-02-24,0.0,-0.0
CC,1,2011-02-25,-1.0,0.0
CC,1,2011-02-28,0.0,-0.08230026930217088
CC,1,2011-03-01,0.0,-0.018907610003686976
CC,1,2011-03-02,0.0,0.0
CC,1,2011-03-03,0.0,0.0
CC,1,2011-03-04,0.0,-0.0
CC,1,2011-03-07,0.0,0.0
CC,1,2011-03-08,0.0,-0.0
CC,1,2011-03-09,0.0,-0.0
CC,1,2011-03-10,0.0,-0.0
CC,1,2011-03-11,0.0,-0.0
CC,1,2011-03-14,0.0,-0.0
CC,1,2011-03-15,0.0,-0.0
CC,1,2011-03-16,0.0,-0.0
CC,1,2011-03-17,0.0,0.0
CC,1,2011-03-18,0.0,-0.0
CC,1,2011-03-21,0.0,0.0
CC,1,2011-03-22,0.0,0.0
CC,1,2011-03-23,0.0,-0.0
CC,1,2011-03-24,0.0,-0.0
CC,1,2011-03-25,0.0,0.0
CC,1,2011-03-28,0.0,0.0
CC,1,2011-03-29,0.0,-0.0
CC,1,2011-03-30,0.0,-0.0
CC,1,2011-03-31,0.0,-0.0
CC,1,2011-04-01,1.0,0.0
CC,1,2011-04-04,1.0,-0.0038377794389724672
CC,1,2011-04-05,1.0,-0.038735166574704064
CC,1,2011-04-06,1.0,0.020670439767666356
CC,1,2011-04-07,1.0,-0.010681855843602603
CC,1,2011-04-08,1.0,-0.01180103522109804
CC,1,2011-04-11,1.0,-0.00019976280770625114
CC,1,2011-04-12,1.0,0.02516804876335322
CC,1,2011-04-13,1.0,0.012686797732608276
CC,1,2011-04-14,1.0,0.05281962186179933
CC,1,2011-04-15,1.0,0.027885088049007856
CC,1,2011-04-18,1.0,-0.09420497975344379
CC,1,2011-04-19,1.0,0.008903394447405472
CC,1,2011-04-20,0.0,0.036218797560429276
CC,1,2011-04-21,0.0,-0.013051432938177654
CC,1,2011-04-25,0.0,-0.0
CC,1,2011-04-26,0.0,0.0
CC,1,2011-04-27,0.0,0.0
CC,1,2011-04-28,0.0,0.0
CC,1,2011-04-29,0.0,0.0
CC,1,2011-05-02,-1.0,-0.0
CC,1,2011-05-03,-1.0,0.004859358981435644
CC,1,2011-05-04,-1.0,0.056793549379718304
CC,1,2011-05-05,-1.0,0.14820225454622982
CC,1,2011-05-06,-1.0,-0.024670106831769092
CC,1,2011-05-09,0.0,-0.00015416839921277072
CC,1,2011-05-10,0.0,-0.012303903001992592
CC,1,2011-05-11,0.0,0.0
CC,1,2011-05-12,0.0,-0.0
CC,1,2011-05-13,0.0,-0.0
CC,1,2011-05-16,0.0,0.0
CC,1,2011-05-17,0.0,-0.0
CC,1,2011-05-18,0.0,0.0
CC,1,2011-05-19,0.0,-0.0
CC,1,2011-05-20,0.0,-0.0
CC,1,2011-05-23,0.0,-0.0
CC,1,2011-05-24,0.0,0.0
CC,1,2011-05-25,0.0,0.0
CC,1,2011-05-26,0.0,0.0
CC,1,2011-05-27,0.0,-0.0
CC,1,2011-05-31,0.0,0.0
CC,1,2011-06-01,0.0,-0.0
CC,1,2011-06-02,0.0,-0.0
CC,1,2011-06-03,0.0,-0.0
CC,1,2011-06-06,0.0,-0.0
CC,1,2011-06-07,0.0,0.0
CC,1,2011-06-08,0.0,0.0
CC,1,2011-06-09,0.0,0.0
CC,1,2011-06-10,0.0,0.0
CC,1,2011-06-13,0.0,-0.0
CC,1,2011-06-14,0.0,0.0
CC,1,2011-06-15,0.0,-0.0
CC,1,2011-06-16,0.0,-0.0
CC,1,2011-06-17,0.0,0.0
CC,1,2011-06-20,0.0,0.0
CC,1,2011-06-21,0.0,0.0
CC,1,2011-06-22,0.0,0.0
CC,1,2011-06-23,0.0,-0.0
CC,1,2011-06-24,0.0,-0.0
CC,1,2011-06-27,0.0,0.0
CC,1,2011-06-28,0.0,0.0
CC,1,2011-06-29,0.0,0.0
CC,1,2011-06-30,0.0,0.0
CC,1,2011-07-01,0.0,0.0
CC,1,2011-07-05,0.0,0.0
CC,1,2011-07-06,0.0,-0.0
CC,1,2011-07-07,0.0,-0.0
CC,1,2011-07-08,0.0,-0.0
CC,1,2011-07-11,0.0,-0.0
CC,1,2011-07-12,0.0,0.0
CC,1,2011-07-13,0.0,0.0
CC,1,2011-07-14,0.0,-0.0
CC,1,2011-07-15,0.0,0.0
CC,1,2011-07-18,0.0,-0.0
CC,1,2011-07-19,0.0,0.0
CC,1,2011-07-20,0.0,0.0
CC,1,2011-07-21,0.0,-0.0
CC,1,2011-07-22,0.0,-0.0
CC,1,2011-07-25,0.0,-0.0
CC,1,2011-07-26,0.0,0.0
CC,1,2011-07-27,0.0,0.0
CC,1,2011-07-28,0.0,-0.0
CC,1,2011-07-29,0.0,0.0
CC,1,2011-08-01,0.0,-0.0
CC,1,2011-08-02,0.0,-0.0
CC,1,2011-08-03,0.0,-0.0
CC,1,2011-08-04,0.0,-0.0
CC,1,2011-08-05,0.0,0.0
CC,1,2011-08-08,0.0,-0.0
CC,1,2011-08-09,0.0,0.0
CC,1,2011-08-10,0.0,-0.0
CC,1,2011-08-11,0.0,0.0
CC,1,2011-08-12,0.0,0.0
CC,1,2011-08-15,0.0,0.0
CC,1,2011-08-16,0.0,0.0
CC,1,2011-08-17,0.0,0.0
