contract,round,date,position,return
AN,1,2011-01-03,1.0,-0.0
AN,1,2011-01-04,1.0,-0.1085424285195037
AN,1,2011-01-05,1.0,-0.039067257805694346
AN,1,2011-01-06,1.0,-0.040145950508306126
AN,1,2011-01-07,1.0,0.010312749585257809
AN,1,2011-01-10,1.0,0.008728158622945981
AN,1,2011-01-11,1.0,-0.07377016094110034
AN,1,2011-01-12,1.0,0.07547112894457071
AN,1,2011-01-13,1.0,0.012160077654665554
AN,1,2011-01-14,1.0,-0.06273497121771207
AN,1,2011-01-18,1.0,0.0711951658516989
AN,1,2011-01-19,1.0,0.009600751023989352
AN,1,2011-01-20,-1.0,-0.08790523579643429
AN,1,2011-01-21,1.0,-0.01452859966178349
AN,1,2011-01-24,1.0,0.06718231450511426
AN,1,2011-01-25,1.0,-0.04119437035271295
AN,1,2011-01-26,1.0,0.026462580872050973
AN,1,2011-01-27,1.0,-0.023268836680270622
AN,1,2011-01-28,1.0,0.009960108955887238
AN,1,2011-01-31,1.0,0.030392650529076217
AN,1,2011-02-01,1.0,0.12225814433003411
AN,1,2011-02-02,1.0,-0.028491789153441697
AN,1,2011-02-03,1.0,0.05210020436422137
AN,1,2011-02-04,1.0,-0.006333828924051938
AN,1,2011-02-07,1.0,0.004579248861380545
AN,1,2011-02-08,1.0,0.009324302050540969
AN,1,2011-02-09,1.0,-0.04463984753000573
AN,1,2011-02-10,1.0,-0.045730706792319
AN,1,2011-02-11,1.0,-0.016257389221011265
AN,1,2011-02-14,1.0,0.010659719050891189
AN,1,2011-02-15,1.0,-0.056230892345295595
AN,1,2011-02-16,1.0,0.07094444406400964
AN,1,2011-02-17,1.0,0.07440271292126652
AN,1,2011-02-18,1.0,0.015545978884065548
AN,1,2011-02-22,1.0,-0.1452422332365604
AN,1,2011-02-23,1.0,0.032547220202128
AN,1,2011-02-24,1.0,0.07059804847648021
AN,1,2011-02-25,-1.0,0.06564540939316421
AN,1,2011-02-28,-1.0,-0.01347831875180752
AN,1,2011-03-01,-1.0,0.041648784296672486
AN,1,2011-03-02,-1.0,-0.02419599306555308
AN,1,2011-03-03,-1.0,0.009432189882519933
AN,1,2011-03-04,-1.0,0.017251951147579995
AN,1,2011-03-07,-1.0,0.012633168820589723
AN,1,2011-03-08,-1.0,0.005911805297934928
AN,1,2011-03-09,-1.0,-0.00402853115562
AN,1,2011-03-10,-1.0,0.09284244972673651
AN,1,2011-03-11,-1.0,-0.1250218570834213
AN,1,2011-03-14,-1.0,0.049767592981232504
AN,1,2011-03-15,-1.0,0.14691310432280993
AN,1,2011-03-16,-1.0,0.052743460414008576
AN,1,2011-03-17,-1.0,0.0191162228992654
AN,1,2011-03-18,-1.0,-0.12180450450732554
AN,1,2011-03-21,-1.0,-0.07347831821462576
AN,1,2011-03-22,-1.0,-0.044658044123104514
AN,1,2011-03-23,-1.0,-0.025011481988433733
AN,1,2011-03-24,-1.0,-0.058363586495596045
AN,1,2011-03-25,-1.0,-0.02289653968359271
AN,1,2011-03-28,-1.0,-0.016372124169556822
AN,1,2011-03-29,-1.0,-0.01401564976053856
AN,1,2011-03-30,1.0,-0.029373577111362945
AN,1,2011-03-31,1.0,0.03175393378697416
AN,1,2011-04-01,1.0,0.02011980453032376
AN,1,2011-04-04,1.0,-0.025122150741193058
AN,1,2011-04-05,1.0,-0.012225947808605335
AN,1,2011-04-06,1.0,0.08293268750869814
AN,1,2011-04-07,1.0,0.015093957162464481
AN,1,2011-04-08,1.0,0.059487019829271195
AN,1,2011-04-11,-1.0,-0.018335484582612815
AN,1,2011-04-12,-1.0,0.0206430100401623
AN,1,2011-04-13,-1.0,-0.024682035346382362
AN,1,2011-04-14,-1.0,-0.04111912211923395
AN,1,2011-04-15,-1.0,-0.0274179525803924
AN,1,2011-04-18,-1.0,0.047411611981999405
AN,1,2011-04-19,-1.0,-0.004119706622790205
AN,1,2011-04-20,-1.0,-0.14758952215669816
AN,1,2011-04-21,-1.0,-0.06755491861376872
AN,1,2011-04-25,-1.0,0.02158256362655751
AN,1,2011-04-26,-1.0,-0.0495347584764269
AN,1,2011-04-27,1.0,-0.06310084333584202
AN,1,2011-04-28,1.0,0.05650102788046027
AN,1,2011-04-29,-1.0,0.05996611323456981
AN,1,2011-05-02,-1.0,0.008258154622732891
AN,1,2011-05-03,-1.0,0.1089335423075772
AN,1,2011-05-04,1.0,0.07516074188116055
