episode,reward,steps,epsilon_end,last_loss
1,-13.458658,1500,0.2925,0.001733
2,-10.02397,1500,0.285,0.001646
3,-11.41391,1500,0.2775,0.001929
4,-11.315354,1500,0.27,0.002031
5,-9.359285,1500,0.2625,0.000291
6,-9.601766,1500,0.255,0.001277
7,-10.296338,1500,0.2475,0.000708
8,-6.857855,1500,0.24,0.000712
9,-10.402848,1500,0.2325,0.000759
10,-9.592726,1500,0.225,0.000826
11,-9.11605,1500,0.2175,0.000542
12,-7.964337,1500,0.21,0.001015
13,-8.127736,1500,0.2025,0.000443
14,-7.948935,1500,0.195,0.001391
15,-7.326129,1500,0.1875,0.0005
16,-7.745531,1500,0.18,0.000873
17,-7.402555,1500,0.1725,0.000674
18,-9.351629,1500,0.165,0.00141
19,-6.1651,1500,0.1575,0.000732
20,-7.657087,1500,0.15,0.000557
21,-5.344201,1500,0.1425,0.001223
22,-7.411107,1500,0.135,0.000901
23,-5.704102,1500,0.1275,0.000373
24,-6.031346,1500,0.12,0.001077
25,-4.619281,1500,0.1125,0.001984
26,-4.901159,1500,0.105,0.001865
27,-4.734743,1500,0.0975,0.000736
28,-3.91943,1500,0.09,0.000817
29,-3.586656,1500,0.0825,0.00072
30,-4.063421,1500,0.075,0.001083
31,-3.15933,1500,0.0675,0.000887
32,-2.233906,1500,0.06,0.001576
33,-2.294416,1500,0.0525,0.001344
34,-2.249692,1500,0.05,0.000549
35,-2.201774,1500,0.05,0.000757
36,-2.772028,1500,0.05,0.00064
37,-2.882352,1500,0.05,0.000924
38,-2.96909,1500,0.05,0.000576
39,-2.222728,1500,0.05,0.00032
40,-2.775864,1500,0.05,0.000213
41,-1.7714,1500,0.05,0.002076
42,-1.505476,1500,0.05,0.000494
43,-1.66134,1500,0.05,0.00094
44,-3.243346,1500,0.05,0.000211
45,-2.995367,1500,0.05,0.001002
46,-2.824266,1500,0.05,0.000914
47,-3.173331,1500,0.05,0.000877
48,-2.800526,1500,0.05,0.000117
49,-2.574731,1500,0.05,0.000825
50,-2.405555,1500,0.05,0.000521
51,-1.81902,1500,0.05,0.001101
52,-2.640378,1500,0.05,0.000353
53,-2.310646,1500,0.05,0.000789
54,-3.054857,1500,0.05,0.000648
55,-2.134811,1500,0.05,0.001328
56,-2.619917,1500,0.05,0.000556
57,-2.624242,1500,0.05,0.001497
58,-2.744106,1500,0.05,0.000758
59,-2.579217,1500,0.05,0.001237
60,-1.782025,1500,0.05,0.000652
61,-2.020163,1500,0.05,0.000138
62,-1.889549,1500,0.05,0.000339
