episode,reward,steps,epsilon_end,last_loss
1,-7.789827,1256,0.29372,0.001482
2,-3.341178,1256,0.28744,0.001062
3,-3.059161,1256,0.28116,0.001584
4,-3.377816,1256,0.27488,0.000717
5,-1.175816,1256,0.2686,0.00114
6,-3.358535,1256,0.26232,0.000827
7,-2.945276,1256,0.25604,0.00061
8,-1.839006,1256,0.24976,0.000785
9,-1.308935,1256,0.24348,0.000948
10,-0.539383,1256,0.2372,0.001931
11,-3.084719,1256,0.23092,0.001088
12,-3.594939,1256,0.22464,0.001225
13,-1.580768,1256,0.21836,0.001091
14,-2.164526,1256,0.21208,0.000397
15,-1.353893,1256,0.2058,0.000929
