ticker,round,episodes_seen,transitions_added,avg_reward,avg_loss,last_reward,last_loss
DT,1,61,68686,3.392254,0.002286,7.322263,0.002285
TY,1,61,67344,4.540748,0.002272,8.014492,0.003032
UB,1,61,68686,-3.597578,0.002262,-0.036391,0.002922
US,1,61,67344,9.731503,0.002288,16.648407,0.00267
