episode,reward,steps,epsilon_end,last_loss
1,-6.903143,1500,0.2925,0.000673
2,-5.217461,1500,0.285,0.001115
3,-4.658685,1500,0.2775,0.000703
4,-4.184542,1500,0.27,0.001285
5,-5.560502,1500,0.2625,0.001439
6,-6.593522,1500,0.255,0.001389
7,-6.342106,1500,0.2475,0.001041
8,-5.084082,1500,0.24,0.000523
9,-5.521495,1500,0.2325,0.000654
10,-2.578098,1500,0.225,0.001032
11,-1.777945,1500,0.2175,0.000435
12,-4.924588,1500,0.21,0.000885
13,-5.183511,1500,0.2025,0.001073
14,-3.122541,1500,0.195,0.000653
15,-1.358747,1500,0.1875,0.000726
16,-2.449596,1500,0.18,0.001352
17,-3.255403,1500,0.1725,0.001113
18,-3.792927,1500,0.165,0.001071
19,-1.636595,1500,0.1575,0.000922
20,-1.802335,1500,0.15,0.001268
21,-2.95881,1500,0.1425,0.001509
22,-1.86043,1500,0.135,0.001399
23,-1.916766,1500,0.1275,0.001269
24,-3.431109,1500,0.12,0.000786
25,-0.393034,1500,0.1125,0.000737
26,-2.535947,1500,0.105,0.000635
27,-2.972144,1500,0.0975,0.000983
28,-0.534421,1500,0.09,0.000598
29,-0.044331,1500,0.0825,0.001334
30,-1.468723,1500,0.075,0.000976
31,-0.365862,1500,0.0675,0.000646
32,0.426397,1500,0.06,0.000504
33,-0.490447,1500,0.0525,0.001264
34,0.203614,1500,0.05,0.000829
35,0.574953,1500,0.05,0.000654
36,0.117114,1500,0.05,0.000993
37,0.321763,1500,0.05,0.00068
38,0.286535,1500,0.05,0.000591
39,0.062761,1500,0.05,0.00098
40,-0.665349,1500,0.05,0.000895
41,1.191139,1500,0.05,0.000443
42,-0.971712,1500,0.05,0.000515
43,0.029557,1500,0.05,0.00072
44,-0.153542,1500,0.05,0.000882
45,0.943433,1500,0.05,0.001146
46,0.551005,1500,0.05,0.000213
47,0.189045,1500,0.05,0.000586
48,0.476397,1500,0.05,0.001222
49,-0.425831,1500,0.05,0.001271
50,-0.1845,1500,0.05,0.001065
51,0.126214,1500,0.05,0.00117
52,0.653394,1500,0.05,0.000807
53,-0.380102,1500,0.05,0.001431
54,-1.377644,1500,0.05,0.001169
55,-0.855887,1500,0.05,0.001066
56,-0.894249,1500,0.05,0.000849
57,0.209053,1500,0.05,0.000644
58,-0.805936,1500,0.05,0.000558
59,0.324794,1500,0.05,0.00097
60,0.026469,1500,0.05,0.001216
61,0.423056,1500,0.05,0.000539
