episode,reward,steps,epsilon_end,last_loss
1,-8.240802,1500,0.2925,0.00069
2,-5.317399,1500,0.285,0.001114
3,-4.473477,1500,0.2775,0.001212
4,-6.213092,1500,0.27,0.001155
5,-4.728432,1500,0.2625,0.000283
6,-6.385426,1500,0.255,0.001212
7,-4.248126,1500,0.2475,0.000436
8,-4.530621,1500,0.24,0.000958
9,-4.626127,1500,0.2325,0.000259
10,-4.221192,1500,0.225,0.001248
11,-4.025494,1500,0.2175,0.00082
12,-2.621752,1500,0.21,0.000552
13,-4.888064,1500,0.2025,0.001889
14,-3.53007,1500,0.195,0.000136
15,-2.555769,1500,0.1875,0.000237
16,-4.844504,1500,0.18,0.000709
17,-2.517913,1500,0.1725,0.000345
18,-3.447337,1500,0.165,0.000551
19,-4.205628,1500,0.1575,0.000244
20,-2.697536,1500,0.15,0.000403
21,-1.874885,1500,0.1425,0.000416
22,-1.247051,1500,0.135,0.000288
23,-2.35371,1500,0.1275,0.000451
24,-2.679479,1500,0.12,0.000292
25,-1.930067,1500,0.1125,0.000247
26,-2.784565,1500,0.105,0.000866
27,-1.320383,1500,0.0975,0.00078
