date,daily_pnl,cum_wealth,asset_class,model
2011-01-05,0.026763440443204105,1.026763440443204,Commodity,Long
2011-01-06,-0.025076196671992176,1.001016118475039,Commodity,Long
2011-01-07,-0.023577136649035782,0.9774150246618656,Commodity,Long
2011-01-10,0.023371849895588024,1.000259021903955,Commodity,Long
2011-01-11,0.04911921639235553,1.0493909612492613,Commodity,Long
2011-01-12,0.04607061039477505,1.0977370433767746,Commodity,Long
2011-01-13,0.006852795465135387,1.105259610809538,Commodity,Long
2011-01-14,-0.016733144310590465,1.086765142241195,Commodity,Long
2011-01-18,0.044637529352603074,1.1352756531773722,Commodity,Long
2011-01-19,-0.012042049041242002,1.1216046080864823,Commodity,Long
2011-01-20,-0.009217760461207099,1.111265925476955,Commodity,Long
2011-01-21,0.0331231656988911,1.1480745708620597,Commodity,Long
2011-01-24,0.017363917905534643,1.1680096434599405,Commodity,Long
2011-01-25,-0.055482269795620764,1.1032058172976094,Commodity,Long
2011-01-26,0.060332005873439676,1.1697644371464218,Commodity,Long
2011-01-27,-0.0033948463184091103,1.1657932666535693,Commodity,Long
2011-01-28,0.012404578576591082,1.1802544408338345,Commodity,Long
2011-01-31,0.06872802753693653,1.261371000544054,Commodity,Long
2011-02-01,0.03154983373061825,1.3011670458838422,Commodity,Long
2011-02-02,0.0013759861225663512,1.302957433682119,Commodity,Long
2011-02-03,0.004899073430228351,1.3093407178261895,Commodity,Long
2011-02-04,-0.014165453061302175,1.290793313346571,Commodity,Long
2011-02-07,-0.012080430855331059,1.2751999739761641,Commodity,Long
2011-02-08,0.02202198298569018,1.3032824061064199,Commodity,Long
2011-02-09,0.024128777008381043,1.334729016662308,Commodity,Long
2011-02-10,0.002628812778611101,1.338237769357293,Commodity,Long
2011-02-11,-0.014364266393383287,1.3190149655405579,Commodity,Long
2011-02-14,0.023246340622684904,1.3496772367159326,Commodity,Long
2011-02-15,-0.03470660831607048,1.3028345175081164,Commodity,Long
2011-02-16,0.0026305174154639937,1.3062616463958892,Commodity,Long
2011-02-17,0.05089448823220557,1.3727431643865662,Commodity,Long
2011-02-18,-0.015370771932526416,1.3516430422848456,Commodity,Long
2011-02-22,-0.06877066755025298,1.258689647977262,Commodity,Long
2011-02-23,-0.02242481538301117,1.2304637649968646,Commodity,Long
2011-02-24,-0.018605055779717015,1.2075709180141774,Commodity,Long
2011-02-25,0.059350541538298114,1.2792409059442187,Commodity,Long
2011-02-28,0.009787946182265729,1.2917620470857534,Commodity,Long
2011-03-01,0.010842596031524846,1.3057681011311597,Commodity,Long
2011-03-02,0.016786915693963858,1.327687920160716,Commodity,Long
2011-03-03,0.020686129915822936,1.3551526449648292,Commodity,Long
2011-03-04,0.008270260695784336,1.36636011062127,Commodity,Long
2011-03-07,-0.030538045806981606,1.3246341429742852,Commodity,Long
2011-03-08,-0.010937257746632609,1.3101462779325856,Commodity,Long
2011-03-09,-0.00959489552792778,1.297575561269519,Commodity,Long
2011-03-10,-0.07898862741443326,1.1950818487183268,Commodity,Long
2011-03-11,-0.0268867235573237,1.1629500134234618,Commodity,Long
2011-03-14,-0.03000957456224427,1.1280503782834674,Commodity,Long
2011-03-15,-0.14052825027191307,0.9695274324047222,Commodity,Long
2011-03-16,-0.02073715111887513,0.9494221955250505,Commodity,Long
2011-03-17,0.09002841137001763,1.034897167507605,Commodity,Long
2011-03-18,0.03548167856396211,1.0716170561518648,Commodity,Long
2011-03-21,0.02250715667759741,1.0957361091330604,Commodity,Long
2011-03-22,0.0029727453414777616,1.0989934535469748,Commodity,Long
2011-03-23,0.007771409870907662,1.1075341821199325,Commodity,Long
2011-03-24,0.03220694417466318,1.1432044736950002,Commodity,Long
2011-03-25,0.024237656805200833,1.1709130713865898,Commodity,Long
2011-03-28,-0.02902186919582044,1.1369309853891318,Commodity,Long
2011-03-29,-0.01366840372820537,1.1213909536697269,Commodity,Long
2011-03-30,0.0012828431406542039,1.1228295223626337,Commodity,Long
2011-03-31,0.056375789355999385,1.1861299229980469,Commodity,Long
2011-04-01,-0.0024740374814344246,1.1831953931106989,Commodity,Long
2011-04-04,0.02285782121702241,1.2102406618712278,Commodity,Long
2011-04-05,0.014590809418114048,1.227899052718643,Commodity,Long
2011-04-06,-0.01871849709151574,1.2049146278716543,Commodity,Long
2011-04-07,-0.02518623044985201,1.174567370381681,Commodity,Long
2011-04-08,0.03615143141003073,1.2170296621084944,Commodity,Long
2011-04-11,-0.005199436690590492,1.2107017934297906,Commodity,Long
2011-04-12,-0.07005128473560669,1.1258905773683305,Commodity,Long
2011-04-13,0.012270922818877128,1.1397062937457183,Commodity,Long
2011-04-14,0.01854955937554419,1.160847343312236,Commodity,Long
2011-04-15,0.0033047608540152885,1.1646836661699018,Commodity,Long
2011-04-18,-0.010242688271313657,1.1527541744426328,Commodity,Long
2011-04-19,0.028482276285546382,1.1855872373284249,Commodity,Long
2011-04-20,0.029661816389285972,1.2207539082755412,Commodity,Long
2011-04-21,0.01013327747333695,1.2331241463547578,Commodity,Long
2011-04-25,0.0028507165709251896,1.2366394337927793,Commodity,Long
2011-04-26,-0.02861045443050832,1.2012586176252813,Commodity,Long
2011-04-27,-0.00986519088678332,1.1894079720580144,Commodity,Long
2011-04-28,-0.001070105622071477,1.1881351799001785,Commodity,Long
2011-04-29,0.05534967830563851,1.2538980798912651,Commodity,Long
2011-05-02,-0.01800793537528699,1.2313179643013867,Commodity,Long
2011-05-03,-0.03129612981231066,1.1927824774503804,Commodity,Long
2011-05-04,-0.07231517153634315,1.1065262079880118,Commodity,Long
2011-05-05,-0.11271430062111261,0.9818048803357112,Commodity,Long
2011-05-06,0.0013663133932940712,0.9831463334933153,Commodity,Long
2011-05-09,0.025342498664715916,1.00806171813709,Commodity,Long
2011-05-10,0.027811622991897517,1.036097550594483,Commodity,Long
2011-05-11,-0.0672438289216351,0.9664263841561824,Commodity,Long
2011-05-12,0.01033969821561947,0.9764189413159696,Commodity,Long
2011-05-13,-0.007368093535342119,0.9692245952266739,Commodity,Long
2011-05-16,-0.0017870345305752125,0.9674925574071211,Commodity,Long
2011-05-17,0.006295574918209115,0.9735834792850875,Commodity,Long
2011-05-18,0.052682850861294254,1.0248746325252838,Commodity,Long
2011-05-19,-0.014646888305553711,1.0098634082554905,Commodity,Long
