episode,reward,steps,epsilon_end,last_loss
1,-7.726718,1500,0.2925,0.001991
2,-6.668117,1500,0.285,0.000804
3,-5.730206,1500,0.2775,0.002148
4,-6.361693,1500,0.27,0.001608
5,-6.845228,1500,0.2625,0.001133
6,-5.664837,1500,0.255,0.00143
7,-6.041073,1500,0.2475,0.001181
8,-7.570413,1500,0.24,0.001492
9,-5.769297,1500,0.2325,0.001021
10,-5.676651,1500,0.225,0.002064
11,-5.533855,1500,0.2175,0.001765
12,-6.537357,1500,0.21,0.000613
13,-4.242264,1500,0.2025,0.00146
14,-6.044823,1500,0.195,0.001758
15,-4.300481,1500,0.1875,0.001815
16,-5.370405,1500,0.18,0.001495
17,-3.730501,1500,0.1725,0.000899
18,-4.565684,1500,0.165,0.001915
19,-4.939061,1500,0.1575,0.001506
20,-4.769042,1500,0.15,0.001106
21,-6.943876,1500,0.1425,0.001682
22,-4.525117,1500,0.135,0.00073
23,-4.24832,1500,0.1275,0.001801
24,-2.811998,1500,0.12,0.001479
25,-3.687279,1500,0.1125,0.001074
26,-2.261147,1500,0.105,0.001308
27,-1.461589,1500,0.0975,0.002679
28,-2.667057,1500,0.09,0.001363
29,-2.18721,1500,0.0825,0.001467
30,-1.888208,1500,0.075,0.000691
31,-1.098075,1500,0.0675,0.000564
32,-0.542252,1500,0.06,0.000739
33,-1.456922,1500,0.0525,0.000907
34,-1.670251,1500,0.05,0.000574
35,-1.435014,1500,0.05,0.00223
36,-1.0566,1500,0.05,0.001522
37,-1.560674,1500,0.05,0.001176
38,-0.973854,1500,0.05,0.002038
39,-1.02135,1500,0.05,0.000581
40,-1.326906,1500,0.05,0.001375
41,-1.323803,1500,0.05,0.001356
42,-1.719339,1500,0.05,0.001655
43,-0.440964,1500,0.05,0.001817
44,-1.077694,1500,0.05,0.002327
45,-1.543147,1500,0.05,0.001563
46,-2.224931,1500,0.05,0.000629
47,-2.150003,1500,0.05,0.000878
48,-0.598053,1500,0.05,0.001031
49,-2.399669,1500,0.05,0.000957
50,-1.402969,1500,0.05,0.000801
51,-1.40598,1500,0.05,0.000864
52,-1.845509,1500,0.05,0.000896
53,-1.717424,1500,0.05,0.001618
54,-2.022669,1500,0.05,0.001667
55,-1.08762,1500,0.05,0.001135
56,-1.458474,1500,0.05,0.001682
57,-0.433867,1500,0.05,0.001242
58,-2.318037,1500,0.05,0.001697
59,-1.372017,1500,0.05,0.000193
60,-1.080334,1500,0.05,0.000921
61,-1.684407,1500,0.05,0.001472
62,-0.919897,1500,0.05,0.000395
63,-0.738933,1500,0.05,0.001397
64,-1.563785,1500,0.05,0.001312
65,-0.880416,1500,0.05,0.001543
66,-1.080746,1500,0.05,0.000605
67,-1.975838,1500,0.05,0.001102
68,-0.046134,1500,0.05,0.001441
69,-1.683175,1500,0.05,0.001647
70,-2.129709,1500,0.05,0.00138
71,-0.308332,1500,0.05,0.000842
72,-1.068372,1500,0.05,0.000866
73,-1.532073,1500,0.05,0.000589
74,-0.882153,1500,0.05,0.000962
75,-1.050948,1500,0.05,0.000682
76,-1.767813,1500,0.05,0.001441
77,-0.928506,1500,0.05,0.000175
78,-1.390713,1500,0.05,0.001608
79,-0.756186,1500,0.05,0.000556
80,-0.953246,1500,0.05,0.00109
81,-0.555552,1500,0.05,0.000725
82,-1.181383,1500,0.05,0.000746
83,-1.550243,1500,0.05,0.001393
84,-0.045843,1500,0.05,0.000629
85,-1.893952,1500,0.05,0.002164
86,-2.123694,1500,0.05,0.000806
87,-1.761029,1500,0.05,0.001091
88,-1.471946,1500,0.05,0.001264
89,-2.031598,1500,0.05,0.001338
90,-1.181932,1500,0.05,0.001888
91,-1.118462,1500,0.05,0.001037
92,-0.998849,1500,0.05,0.000771
93,-0.947515,1500,0.05,0.000942
94,-0.889147,1500,0.05,0.001097
95,-1.063324,1500,0.05,0.000654
96,-1.327197,1500,0.05,0.000956
97,-2.442353,1500,0.05,0.001262
98,-1.736757,1500,0.05,0.001082
99,-1.613282,1500,0.05,0.001302
100,-0.596002,1500,0.05,0.001798
