ticker,round,episodes_seen,transitions_added,avg_reward,avg_loss,last_reward,last_loss
CA,2,22,33000,16.157507,0.002711,26.770762,0.003576
EN,2,22,33000,-1.370037,0.002713,7.476075,0.003074
ER,2,22,33000,14.880135,0.002794,22.266407,0.00182
ES,2,22,33000,20.541943,0.002664,34.23021,0.001929
LX,2,22,33000,13.432282,0.002709,22.05398,0.002156
MD,2,22,33000,15.972134,0.002714,25.406464,0.002207
SC,2,22,33000,20.550403,0.00264,29.570386,0.002089
SP,2,22,33000,19.977218,0.002735,31.844514,0.00186
XU,2,22,33000,14.501448,0.002735,23.884954,0.002052
XX,2,22,33000,12.354611,0.002729,21.290198,0.002066
YM,2,22,33000,13.908799,0.002722,21.437863,0.002019
