episode,reward,steps,epsilon_end,last_loss
1,-16.345545,1274,0.29363,0.00063
2,-17.08753,1274,0.28726,0.001897
3,-15.467611,1274,0.28089,0.000437
4,-17.391932,1274,0.27452,0.001935
5,-16.024825,1274,0.26815,0.001033
6,-14.446723,1274,0.26178,0.000984
7,-15.790435,1274,0.25541,0.000924
8,-16.027108,1274,0.24904,0.001953
9,-12.45565,1274,0.24267,0.000541
10,-12.108927,1274,0.2363,0.000535
11,-15.085619,1274,0.22993,0.000532
12,-13.169118,1274,0.22356,0.000839
13,-12.19609,1274,0.21719,0.000302
