======================================================================
DQN Asset-Class Training — Commodity — r1
Train: 2005-01-01 ~ 2010-12-31
Test : 2011-01-01 ~ 2015-12-31
Contracts: 24/24 loaded | Device: cuda
Val envs: 24/24 contracts
Model bundle: /home/congge2026/.openclaw/workspace/IEOR4733_Project/drl/dqn/models/Commodity/r1/bp1_20260506T191936_s50
State spec: structural_38_close_norm_9d
DQN stabilizers [49]/[18]/[50]: fixed Q-targets, Double DQN, Dueling DQN; target hard-copy every 1000 learn steps; dropout 0.2
Validation: 10% split, early stopping patience=20, epsilon: 0.30→0.010 over 2,652,000 steps, epsilon_val=0.0
--- Env construction ---
  CC: train_dates=[2005-01-06T00:00:00.000000..2010-12-31T00:00:00.000000] train_env=[252..1353] (1101 steps)
  CC: val_dates=[2010-03-04T00:00:00.000000..2010-12-31T00:00:00.000000] val_env=[1293..1504] (211 steps) test_dates=[2011-01-01..2015-12-31] test_idx=[1504..2762]
  DA: train_dates=[2005-01-06T00:00:00.000000..2010-12-31T00:00:00.000000] train_env=[252..1353] (1101 steps)
  DA: val_dates=[2010-03-04T00:00:00.000000..2010-12-31T00:00:00.000000] val_env=[1293..1504] (211 steps) test_dates=[2011-01-01..2015-12-31] test_idx=[1504..2761]
  GI: train_dates=[2005-01-03T00:00:00.000000..2010-12-31T00:00:00.000000] train_env=[252..1359] (1107 steps)
  GI: val_dates=[2010-03-04T00:00:00.000000..2010-12-31T00:00:00.000000] val_env=[1299..1510] (211 steps) test_dates=[2011-01-01..2015-12-31] test_idx=[1510..2769]
  JO: train_dates=[2005-01-06T00:00:00.000000..2010-12-31T00:00:00.000000] train_env=[252..1353] (1101 steps)
  JO: val_dates=[2010-03-04T00:00:00.000000..2010-12-31T00:00:00.000000] val_env=[1293..1504] (211 steps) test_dates=[2011-01-01..2015-12-31] test_idx=[1504..2763]
  KC: train_dates=[2005-01-06T00:00:00.000000..2010-12-31T00:00:00.000000] train_env=[252..1353] (1101 steps)
  KC: val_dates=[2010-03-04T00:00:00.000000..2010-12-31T00:00:00.000000] val_env=[1293..1504] (211 steps) test_dates=[2011-01-01..2015-12-31] test_idx=[1504..2762]
  KW: train_dates=[2005-01-04T00:00:00.000000..2010-12-31T00:00:00.000000] train_env=[252..1359] (1107 steps)
  KW: val_dates=[2010-03-04T00:00:00.000000..2010-12-31T00:00:00.000000] val_env=[1299..1510] (211 steps) test_dates=[2011-01-01..2015-12-31] test_idx=[1510..2769]
  LB: train_dates=[2005-01-04T00:00:00.000000..2010-12-31T00:00:00.000000] train_env=[252..1359] (1107 steps)
  LB: val_dates=[2010-03-04T00:00:00.000000..2010-12-31T00:00:00.000000] val_env=[1299..1510] (211 steps) test_dates=[2011-01-01..2015-12-31] test_idx=[1510..2766]
  NR: train_dates=[2005-01-04T00:00:00.000000..2010-12-31T00:00:00.000000] train_env=[252..1359] (1107 steps)
  NR: val_dates=[2010-03-04T00:00:00.000000..2010-12-31T00:00:00.000000] val_env=[1299..1510] (211 steps) test_dates=[2011-01-01..2015-12-31] test_idx=[1510..2769]
  SB: train_dates=[2005-01-06T00:00:00.000000..2010-12-31T00:00:00.000000] train_env=[252..1353] (1101 steps)
  SB: val_dates=[2010-03-04T00:00:00.000000..2010-12-31T00:00:00.000000] val_env=[1293..1504] (211 steps) test_dates=[2011-01-01..2015-12-31] test_idx=[1504..2762]
  ZC: train_dates=[2005-01-04T00:00:00.000000..2010-12-31T00:00:00.000000] train_env=[252..1359] (1107 steps)
  ZC: val_dates=[2010-03-03T00:00:00.000000..2010-12-31T00:00:00.000000] val_env=[1299..1511] (212 steps) test_dates=[2011-01-01..2015-12-31] test_idx=[1511..2770]
  ZF: train_dates=[2005-01-04T00:00:00.000000..2010-12-31T00:00:00.000000] train_env=[252..1359] (1107 steps)
  ZF: val_dates=[2010-03-04T00:00:00.000000..2010-12-31T00:00:00.000000] val_env=[1299..1510] (211 steps) test_dates=[2011-01-01..2015-12-31] test_idx=[1510..2769]
  ZG: train_dates=[2005-01-06T00:00:00.000000..2010-12-31T00:00:00.000000] train_env=[252..1358] (1106 steps)
  ZG: val_dates=[2010-03-04T00:00:00.000000..2010-12-31T00:00:00.000000] val_env=[1298..1509] (211 steps) test_dates=[2011-01-01..2015-12-31] test_idx=[1509..2768]
  ZH: train_dates=[2005-01-06T00:00:00.000000..2010-12-31T00:00:00.000000] train_env=[252..1356] (1104 steps)
  ZH: val_dates=[2010-03-04T00:00:00.000000..2010-12-31T00:00:00.000000] val_env=[1296..1507] (211 steps) test_dates=[2011-01-01..2015-12-31] test_idx=[1507..2766]
  ZI: train_dates=[2005-01-06T00:00:00.000000..2010-12-31T00:00:00.000000] train_env=[252..1358] (1106 steps)
  ZI: val_dates=[2010-03-04T00:00:00.000000..2010-12-31T00:00:00.000000] val_env=[1298..1509] (211 steps) test_dates=[2011-01-01..2015-12-31] test_idx=[1509..2768]
  ZK: train_dates=[2005-01-06T00:00:00.000000..2010-12-31T00:00:00.000000] train_env=[252..1357] (1105 steps)
  ZK: val_dates=[2010-03-04T00:00:00.000000..2010-12-31T00:00:00.000000] val_env=[1297..1508] (211 steps) test_dates=[2011-01-01..2015-12-31] test_idx=[1508..2767]
  ZL: train_dates=[2005-01-04T00:00:00.000000..2010-12-31T00:00:00.000000] train_env=[252..1359] (1107 steps)
  ZL: val_dates=[2010-03-03T00:00:00.000000..2010-12-31T00:00:00.000000] val_env=[1299..1511] (212 steps) test_dates=[2011-01-01..2015-12-31] test_idx=[1511..2770]
  ZO: train_dates=[2005-01-04T00:00:00.000000..2010-12-31T00:00:00.000000] train_env=[252..1358] (1106 steps)
  ZO: val_dates=[2010-03-04T00:00:00.000000..2010-12-31T00:00:00.000000] val_env=[1298..1509] (211 steps) test_dates=[2011-01-01..2015-12-31] test_idx=[1509..2768]
  ZP: train_dates=[2005-01-06T00:00:00.000000..2010-12-31T00:00:00.000000] train_env=[252..1358] (1106 steps)
  ZP: val_dates=[2010-03-04T00:00:00.000000..2010-12-31T00:00:00.000000] val_env=[1298..1509] (211 steps) test_dates=[2011-01-01..2015-12-31] test_idx=[1509..2768]
  ZR: train_dates=[2005-01-04T00:00:00.000000..2010-12-31T00:00:00.000000] train_env=[252..1359] (1107 steps)
  ZR: val_dates=[2010-03-03T00:00:00.000000..2010-12-31T00:00:00.000000] val_env=[1299..1511] (212 steps) test_dates=[2011-01-01..2015-12-31] test_idx=[1511..2770]
  ZT: train_dates=[2005-01-04T00:00:00.000000..2010-12-31T00:00:00.000000] train_env=[252..1359] (1107 steps)
  ZT: val_dates=[2010-03-04T00:00:00.000000..2010-12-31T00:00:00.000000] val_env=[1299..1510] (211 steps) test_dates=[2011-01-01..2015-12-31] test_idx=[1510..2769]
  ZU: train_dates=[2005-01-06T00:00:00.000000..2010-12-31T00:00:00.000000] train_env=[252..1354] (1102 steps)
  ZU: val_dates=[2010-03-04T00:00:00.000000..2010-12-31T00:00:00.000000] val_env=[1294..1505] (211 steps) test_dates=[2011-01-01..2015-12-31] test_idx=[1505..2764]
  ZW: train_dates=[2005-01-04T00:00:00.000000..2010-12-31T00:00:00.000000] train_env=[252..1359] (1107 steps)
  ZW: val_dates=[2010-03-03T00:00:00.000000..2010-12-31T00:00:00.000000] val_env=[1299..1511] (212 steps) test_dates=[2011-01-01..2015-12-31] test_idx=[1511..2770]
  ZZ: train_dates=[2005-01-04T00:00:00.000000..2010-12-31T00:00:00.000000] train_env=[252..1359] (1107 steps)
  ZZ: val_dates=[2010-03-04T00:00:00.000000..2010-12-31T00:00:00.000000] val_env=[1299..1510] (211 steps) test_dates=[2011-01-01..2015-12-31] test_idx=[1510..2769]
  ZN: train_dates=[2005-01-06T00:00:00.000000..2010-12-31T00:00:00.000000] train_env=[252..1355] (1103 steps)
  ZN: val_dates=[2010-03-04T00:00:00.000000..2010-12-31T00:00:00.000000] val_env=[1295..1506] (211 steps) test_dates=[2011-01-01..2015-12-31] test_idx=[1506..2765]
--- Data sanity: all contracts OK ---
Agent: DuelingDQNLSTM | params=31,876 (trainable=31,876)
Device: cuda | CUDA available: True
GPU: NVIDIA GB10 | mem=130.7GB
--- Preflight: all envs OK (reset + step + reward) ---
======================================================================
cycle 1/100 reward_avg=-0.3761 val_reward=+0.3588 val_actions=[L:68% S:13% F:19%] loss=0.002502 epsilon=0.2900 replay=5000 target_updates=5 patience=0/20 elapsed=37s eta=3633s
  ⚠️  cycle 1: replay buffer full (5000/5000) in first cycle
cycle 2/100 reward_avg=+0.8484 val_reward=-0.3937 val_actions=[L:18% S:74% F:8%] loss=0.002479 epsilon=0.2800 replay=5000 target_updates=11 patience=0/20 elapsed=85s eta=4166s
cycle 3/100 reward_avg=+0.5521 val_reward=-0.2013 val_actions=[L:7% S:30% F:63%] loss=0.002355 epsilon=0.2700 replay=5000 target_updates=18 patience=1/20 elapsed=135s eta=4369s
cycle 4/100 reward_avg=+0.9049 val_reward=+0.3525 val_actions=[L:64% S:21% F:15%] loss=0.002303 epsilon=0.2600 replay=5000 target_updates=25 patience=2/20 elapsed=183s eta=4389s
cycle 5/100 reward_avg=+0.8154 val_reward=-0.1160 val_actions=[L:24% S:20% F:56%] loss=0.002685 epsilon=0.2500 replay=5000 target_updates=31 patience=3/20 elapsed=231s eta=4391s
cycle 6/100 reward_avg=+0.7642 val_reward=+0.1977 val_actions=[L:41% S:13% F:46%] loss=0.002377 epsilon=0.2401 replay=5000 target_updates=38 patience=4/20 elapsed=278s eta=4355s
cycle 7/100 reward_avg=+0.9636 val_reward=-0.0092 val_actions=[L:22% S:34% F:44%] loss=0.002445 epsilon=0.2301 replay=5000 target_updates=45 patience=5/20 elapsed=325s eta=4322s
cycle 8/100 reward_avg=+1.5698 val_reward=+0.0855 val_actions=[L:58% S:40% F:2%] loss=0.002553 epsilon=0.2201 replay=5000 target_updates=51 patience=6/20 elapsed=369s eta=4244s
cycle 9/100 reward_avg=+1.2689 val_reward=+0.1884 val_actions=[L:37% S:21% F:42%] loss=0.002615 epsilon=0.2101 replay=5000 target_updates=58 patience=7/20 elapsed=416s eta=4208s
cycle 10/100 reward_avg=+1.1177 val_reward=-0.2863 val_actions=[L:11% S:24% F:65%] loss=0.002429 epsilon=0.2001 replay=5000 target_updates=64 patience=8/20 elapsed=464s eta=4177s
cycle 11/100 reward_avg=+1.9756 val_reward=+0.1466 val_actions=[L:45% S:27% F:27%] loss=0.002270 epsilon=0.1901 replay=5000 target_updates=71 patience=9/20 elapsed=513s eta=4148s
cycle 12/100 reward_avg=+1.8485 val_reward=+0.0796 val_actions=[L:25% S:15% F:59%] loss=0.002598 epsilon=0.1801 replay=5000 target_updates=78 patience=10/20 elapsed=558s eta=4092s
cycle 13/100 reward_avg=+1.7302 val_reward=-0.2606 val_actions=[L:22% S:53% F:25%] loss=0.002291 epsilon=0.1701 replay=5000 target_updates=84 patience=11/20 elapsed=605s eta=4051s
cycle 14/100 reward_avg=+1.6582 val_reward=-0.2427 val_actions=[L:11% S:26% F:63%] loss=0.002246 epsilon=0.1601 replay=5000 target_updates=91 patience=12/20 elapsed=654s eta=4018s
cycle 15/100 reward_avg=+1.7968 val_reward=+0.0300 val_actions=[L:46% S:15% F:39%] loss=0.002160 epsilon=0.1501 replay=5000 target_updates=98 patience=13/20 elapsed=705s eta=3995s
cycle 16/100 reward_avg=+2.4979 val_reward=+0.0013 val_actions=[L:46% S:40% F:14%] loss=0.002462 epsilon=0.1401 replay=5000 target_updates=104 patience=14/20 elapsed=755s eta=3965s
cycle 17/100 reward_avg=+2.2409 val_reward=-0.2326 val_actions=[L:16% S:37% F:47%] loss=0.002653 epsilon=0.1302 replay=5000 target_updates=111 patience=15/20 elapsed=803s eta=3922s
cycle 18/100 reward_avg=+3.1743 val_reward=-0.5662 val_actions=[L:17% S:75% F:8%] loss=0.002640 epsilon=0.1202 replay=5000 target_updates=117 patience=16/20 elapsed=848s eta=3864s
cycle 19/100 reward_avg=+3.6506 val_reward=+0.1440 val_actions=[L:55% S:29% F:15%] loss=0.002920 epsilon=0.1102 replay=5000 target_updates=124 patience=17/20 elapsed=895s eta=3815s
cycle 20/100 reward_avg=+3.7109 val_reward=-0.3321 val_actions=[L:17% S:48% F:35%] loss=0.002794 epsilon=0.1002 replay=5000 target_updates=131 patience=18/20 elapsed=944s eta=3775s
cycle 21/100 reward_avg=+4.1937 val_reward=+0.2286 val_actions=[L:59% S:29% F:12%] loss=0.002956 epsilon=0.0977 replay=5000 target_updates=137 patience=19/20 elapsed=992s eta=3730s
cycle 22/100 reward_avg=+4.2016 val_reward=+0.0937 val_actions=[L:28% S:24% F:49%] loss=0.003013 epsilon=0.0954 replay=5000 target_updates=144 patience=20/20 elapsed=1039s eta=3685s
cycle 23/100 reward_avg=+4.3095 val_reward=+0.2493 val_actions=[L:52% S:31% F:17%] loss=0.002582 epsilon=0.0930 replay=5000 target_updates=151 patience=21/20 elapsed=1083s eta=3626s
cycle 24/100 reward_avg=+5.3750 val_reward=+0.2740 val_actions=[L:59% S:34% F:7%] loss=0.003079 epsilon=0.0907 replay=5000 target_updates=157 patience=22/20 elapsed=1132s eta=3584s
cycle 25/100 reward_avg=+4.8978 val_reward=-0.0433 val_actions=[L:40% S:46% F:13%] loss=0.002919 epsilon=0.0884 replay=5000 target_updates=164 patience=23/20 elapsed=1179s eta=3538s
cycle 26/100 reward_avg=+5.4364 val_reward=+0.0653 val_actions=[L:32% S:36% F:32%] loss=0.002870 epsilon=0.0861 replay=5000 target_updates=170 patience=24/20 elapsed=1226s eta=3489s
cycle 27/100 reward_avg=+5.4338 val_reward=+0.3826 val_actions=[L:64% S:29% F:7%] loss=0.002845 epsilon=0.0837 replay=5000 target_updates=177 patience=25/20 elapsed=1274s eta=3443s
cycle 28/100 reward_avg=+5.3763 val_reward=+0.2079 val_actions=[L:46% S:37% F:16%] loss=0.002829 epsilon=0.0814 replay=5000 target_updates=184 patience=0/20 elapsed=1323s eta=3401s
cycle 29/100 reward_avg=+6.2550 val_reward=+0.2577 val_actions=[L:51% S:45% F:4%] loss=0.002967 epsilon=0.0791 replay=5000 target_updates=190 patience=1/20 elapsed=1374s eta=3363s
cycle 30/100 reward_avg=+6.3570 val_reward=+0.2688 val_actions=[L:57% S:39% F:4%] loss=0.003005 epsilon=0.0767 replay=5000 target_updates=197 patience=2/20 elapsed=1413s eta=3298s
cycle 31/100 reward_avg=+6.4730 val_reward=+0.1526 val_actions=[L:53% S:39% F:9%] loss=0.002897 epsilon=0.0744 replay=5000 target_updates=204 patience=3/20 elapsed=1451s eta=3230s
cycle 32/100 reward_avg=+5.8703 val_reward=+0.0758 val_actions=[L:60% S:33% F:7%] loss=0.002851 epsilon=0.0721 replay=5000 target_updates=210 patience=4/20 elapsed=1489s eta=3164s
cycle 33/100 reward_avg=+6.9328 val_reward=+0.1775 val_actions=[L:52% S:40% F:7%] loss=0.003075 epsilon=0.0697 replay=5000 target_updates=217 patience=5/20 elapsed=1527s eta=3101s
cycle 34/100 reward_avg=+7.3620 val_reward=+0.2797 val_actions=[L:45% S:49% F:7%] loss=0.003009 epsilon=0.0674 replay=5000 target_updates=223 patience=6/20 elapsed=1562s eta=3031s
cycle 35/100 reward_avg=+7.1825 val_reward=+0.2291 val_actions=[L:53% S:40% F:7%] loss=0.002953 epsilon=0.0651 replay=5000 target_updates=230 patience=7/20 elapsed=1603s eta=2978s
cycle 36/100 reward_avg=+7.3368 val_reward=+0.1304 val_actions=[L:54% S:38% F:8%] loss=0.002996 epsilon=0.0627 replay=5000 target_updates=237 patience=8/20 elapsed=1640s eta=2915s
cycle 37/100 reward_avg=+7.3734 val_reward=+0.2550 val_actions=[L:59% S:35% F:6%] loss=0.002951 epsilon=0.0604 replay=5000 target_updates=243 patience=9/20 elapsed=1676s eta=2854s
cycle 38/100 reward_avg=+8.4559 val_reward=+0.3792 val_actions=[L:58% S:34% F:8%] loss=0.003065 epsilon=0.0581 replay=5000 target_updates=250 patience=10/20 elapsed=1713s eta=2795s
cycle 39/100 reward_avg=+8.3176 val_reward=+0.4171 val_actions=[L:58% S:35% F:7%] loss=0.002938 epsilon=0.0557 replay=5000 target_updates=257 patience=11/20 elapsed=1753s eta=2742s
cycle 40/100 reward_avg=+8.4248 val_reward=+0.3932 val_actions=[L:60% S:34% F:7%] loss=0.002917 epsilon=0.0534 replay=5000 target_updates=263 patience=0/20 elapsed=1792s eta=2688s
cycle 41/100 reward_avg=+8.3726 val_reward=+0.3776 val_actions=[L:58% S:37% F:5%] loss=0.003006 epsilon=0.0511 replay=5000 target_updates=270 patience=1/20 elapsed=1832s eta=2636s
