episode,reward,steps,epsilon_end,last_loss
1,-7.821708,1500,0.2925,0.00215
2,-7.461646,1500,0.285,0.00368
3,-4.390068,1500,0.2775,0.001588
4,-5.836114,1500,0.27,0.001572
5,-9.236793,1500,0.2625,0.002063
6,-6.348227,1500,0.255,0.002724
7,-7.483775,1500,0.2475,0.002488
8,-4.985385,1500,0.24,0.002972
9,-5.132408,1500,0.2325,0.002055
10,-5.948189,1500,0.225,0.00309
11,-6.135227,1500,0.2175,0.002064
12,-7.624955,1500,0.21,0.002825
13,-6.013136,1500,0.2025,0.003072
14,-4.379164,1500,0.195,0.002402
15,-4.404991,1500,0.1875,0.002263
16,-4.332081,1500,0.18,0.001293
17,-3.470918,1500,0.1725,0.002663
18,-3.50687,1500,0.165,0.001624
19,-5.304966,1500,0.1575,0.003027
20,-3.241954,1500,0.15,0.00233
21,-4.103302,1500,0.1425,0.002855
22,-2.529027,1500,0.135,0.002565
23,-2.830042,1500,0.1275,0.002415
24,-2.920097,1500,0.12,0.003916
25,-2.096002,1500,0.1125,0.002723
26,-1.782567,1500,0.105,0.001581
27,-3.081094,1500,0.0975,0.002614
28,-1.906534,1500,0.09,0.002062
29,-3.734069,1500,0.0825,0.002529
30,-1.430518,1500,0.075,0.001786
31,-1.389327,1500,0.0675,0.00197
32,-1.450182,1500,0.06,0.00288
33,-2.366884,1500,0.0525,0.001807
34,-0.107886,1500,0.05,0.002848
35,-0.890627,1500,0.05,0.00144
36,-2.714185,1500,0.05,0.001966
37,-1.422624,1500,0.05,0.003712
38,-1.022565,1500,0.05,0.003457
39,-0.965525,1500,0.05,0.002395
40,-0.934952,1500,0.05,0.001856
41,0.73922,1500,0.05,0.001898
42,-0.543875,1500,0.05,0.001712
43,-1.999978,1500,0.05,0.002651
44,-1.659101,1500,0.05,0.001974
45,-0.635041,1500,0.05,0.002952
46,-1.800309,1500,0.05,0.002874
47,-1.158639,1500,0.05,0.002673
48,-1.596479,1500,0.05,0.002146
49,-0.33507,1500,0.05,0.002092
50,-1.135435,1500,0.05,0.002223
51,-0.764409,1500,0.05,0.004733
52,-0.261914,1500,0.05,0.002122
53,-0.840514,1500,0.05,0.002682
54,-0.937028,1500,0.05,0.002555
55,-0.852899,1500,0.05,0.003051
56,-1.661643,1500,0.05,0.002555
57,-0.657299,1500,0.05,0.003307
58,-0.989788,1500,0.05,0.00278
59,-1.128711,1500,0.05,0.001084
60,-0.098602,1500,0.05,0.001489
61,-0.827477,1500,0.05,0.002885
