date,DQN_cum_return,Long_cum_return
2011-07-05,-0.196756,0.667602
2011-07-06,-0.244335,0.668156
2011-07-07,-0.164767,0.697368
2011-07-08,-0.215643,0.734381
2011-07-11,-0.363187,0.647991
2011-07-12,-0.287517,0.673652
2011-07-13,-0.13615,0.810199
2011-07-14,-0.186593,0.792527
2011-07-15,-0.221673,0.798195
2011-07-18,-0.235548,0.743093
2011-07-19,-0.087046,0.806751
2011-07-20,-0.045513,0.875438
2011-07-21,0.058633,0.964525
2011-07-22,0.06625,0.958224
2011-07-25,0.010811,0.996276
2011-07-26,0.106825,1.093801
2011-07-27,0.025112,1.030654
2011-07-28,-0.017935,1.003677
2011-07-29,-0.047041,1.064608
2011-08-01,-0.232367,1.068528
2011-08-02,-0.367752,1.034545
2011-08-03,-0.303747,1.00187
2011-08-04,-0.712317,0.770556
2011-08-05,-0.758999,0.731416
2011-08-08,-0.903845,0.622336
2011-08-09,-1.128474,0.679904
2011-08-10,-1.095939,0.708766
2011-08-11,-0.989776,0.685163
2011-08-12,-0.96318,0.674981
2011-08-15,-0.771996,0.760748
2011-08-16,-0.778182,0.73937
2011-08-17,-0.742091,0.800661
2011-08-18,-0.830868,0.693879
2011-08-19,-0.791061,0.682841
2011-08-22,-0.853678,0.652968
2011-08-23,-0.839089,0.687079
2011-08-24,-0.929599,0.616294
2011-08-25,-0.967986,0.590517
2011-08-26,-0.881071,0.64501
2011-08-29,-0.849614,0.687519
2011-08-30,-0.914829,0.68024
2011-08-31,-0.931216,0.713546
2011-09-01,-1.059477,0.742348
2011-09-02,-1.151604,0.674193
2011-09-05,-1.151646,0.736562
2011-09-06,-1.220973,0.511974
2011-09-07,-1.266368,0.601903
2011-09-08,-1.306752,0.559757
2011-09-09,-1.280393,0.461258
2011-09-12,-1.214572,0.355484
2011-09-13,-1.191877,0.436306
2011-09-14,-1.23268,0.400195
2011-09-15,-1.180511,0.455295
2011-09-16,-1.112269,0.471719
2011-09-19,-1.157079,0.370163
2011-09-20,-1.130695,0.376181
2011-09-21,-1.180258,0.261327
2011-09-22,-1.498509,0.024973
2011-09-23,-1.462576,0.051417
2011-09-26,-1.527383,0.049911
2011-09-27,-1.486237,0.193233
2011-09-28,-1.473212,0.148694
2011-09-29,-1.507903,0.10043
2011-09-30,-1.512732,0.050631
2011-10-03,-1.390459,-0.021355
2011-10-04,-1.421851,-0.100598
2011-10-05,-1.416676,0.015774
2011-10-06,-1.480973,0.057439
2011-10-07,-1.517282,0.070038
2011-10-10,-1.714128,0.202956
2011-10-11,-1.690898,0.170703
2011-10-12,-1.807512,0.232658
2011-10-13,-1.776381,0.243617
2011-10-14,-1.859117,0.273871
2011-10-17,-1.76422,0.236523
2011-10-18,-1.776134,0.228542
2011-10-19,-1.765329,0.226977
2011-10-20,-1.73013,0.218328
2011-10-21,-1.665039,0.296178
2011-10-24,-1.702516,0.384734
2011-10-25,-1.676073,0.356894
2011-10-26,-1.741642,0.338373
2011-10-27,-1.723028,0.522032
2011-10-28,-1.783445,0.542789
2011-10-31,-1.926916,0.394445
2011-11-01,-1.742623,0.229307
2011-11-02,-1.741208,0.229692
2011-11-03,-1.788372,0.289039
2011-11-04,-1.77425,0.255376
2011-11-07,-1.819139,0.246061
2011-11-08,-1.831349,0.272972
2011-11-09,-1.813112,0.152515
2011-11-10,-1.770271,0.133326
2011-11-11,-1.788074,0.220633
2011-11-14,-1.777211,0.172695
2011-11-15,-1.719675,0.145553
2011-11-16,-1.721553,0.119308
2011-11-17,-1.681406,0.068827
2011-11-18,-1.722708,0.069387
2011-11-21,-1.722478,-0.016687
2011-11-22,-1.752359,-0.015869
2011-11-23,-1.615727,-0.129273
2011-11-24,-1.603268,-0.138987
2011-11-25,-1.536642,-0.179654
2011-11-28,-1.660207,-0.090449
2011-11-29,-1.745696,-0.010718
2011-11-30,-1.818265,0.083779
2011-12-01,-1.830148,0.109414
2011-12-02,-1.784555,0.08415
2011-12-05,-1.795759,0.107943
2011-12-06,-1.795693,0.10118
2011-12-07,-1.826393,0.123532
2011-12-08,-1.779059,0.080747
2011-12-09,-1.828371,0.088771
2011-12-12,-1.7441,0.003323
2011-12-13,-1.660024,-0.045677
2011-12-14,-1.65218,-0.111767
2011-12-15,-1.699208,-0.091956
2011-12-16,-1.704612,-0.080663
2011-12-19,-1.727495,-0.09174
2011-12-20,-1.704019,-0.029246
2011-12-21,-1.680903,-0.027878
2011-12-22,-1.71239,-0.017438
2011-12-23,-1.692526,0.014935
2011-12-27,-1.674085,-0.000682
2011-12-28,-1.665056,-0.07924
2011-12-29,-1.661066,-0.072176
2011-12-30,-1.605041,0.019642
2012-01-03,-1.696919,0.135478
2012-01-04,-1.639565,0.102751
2012-01-05,-1.623618,0.007316
2012-01-06,-1.703828,-0.029764
2012-01-09,-1.694827,-0.00893
2012-01-10,-1.650077,0.049883
2012-01-11,-1.691696,-0.005261
2012-01-12,-1.715092,0.033252
2012-01-13,-1.70746,-0.00763
2012-01-16,-1.822913,-0.087432
2012-01-17,-1.791941,-0.011229
2012-01-18,-1.773718,0.066615
2012-01-19,-1.770507,0.091109
2012-01-20,-1.725814,0.136096
2012-01-23,-1.761556,0.183548
2012-01-24,-1.791071,0.148905
2012-01-25,-1.811582,0.216806
2012-01-26,-1.795472,0.261389
2012-01-27,-1.774194,0.323001
2012-01-30,-1.740896,0.30141
2012-01-31,-1.711778,0.307713
2012-02-01,-1.749164,0.365413
2012-02-02,-1.759639,0.391348
2012-02-03,-1.752221,0.420629
2012-02-06,-1.764466,0.408339
2012-02-07,-1.819655,0.440543
2012-02-08,-1.835724,0.429598
2012-02-09,-1.862443,0.416351
2012-02-10,-1.901725,0.316948
2012-02-13,-1.878726,0.3747
2012-02-14,-1.932603,0.273383
2012-02-15,-1.865899,0.320825
2012-02-16,-1.903337,0.36169
2012-02-17,-1.926474,0.379525
2012-02-20,-1.752227,0.499967
2012-02-21,-1.844209,0.492113
2012-02-22,-1.87564,0.44541
2012-02-23,-1.896843,0.482786
2012-02-24,-1.881213,0.510939
2012-02-27,-1.868985,0.516121
2012-02-28,-1.81416,0.572098
2012-02-29,-1.735434,0.560741
2012-03-01,-1.685071,0.584954
2012-03-02,-1.738535,0.516292
2012-03-05,-1.800422,0.49346
2012-03-06,-1.889964,0.376759
2012-03-07,-1.846325,0.399858
2012-03-08,-1.868112,0.502501
2012-03-09,-1.959333,0.425138
2012-03-12,-2.052561,0.400015
2012-03-13,-1.975661,0.399928
2012-03-14,-2.026273,0.357751
2012-03-15,-1.994405,0.43785
2012-03-16,-1.985072,0.475507
2012-03-19,-1.946162,0.528242
2012-03-20,-2.021474,0.451717
2012-03-21,-2.035086,0.42053
2012-03-22,-2.195147,0.386496
2012-03-23,-2.094267,0.427313
2012-03-26,-1.993325,0.500327
2012-03-27,-2.099809,0.51423
2012-03-28,-2.175417,0.450238
2012-03-29,-2.166855,0.444338
2012-03-30,-2.165424,0.470858
2012-04-02,-2.025649,0.54337
2012-04-03,-2.148565,0.413979
2012-04-04,-2.062542,0.332381
2012-04-05,-2.035614,0.31322
2012-04-06,-2.043842,0.317497
2012-04-09,-1.976728,0.317062
2012-04-10,-2.028816,0.222742
2012-04-11,-1.98764,0.259641
2012-04-12,-1.818568,0.382992
2012-04-13,-1.948585,0.273356
2012-04-16,-1.979224,0.291258
2012-04-17,-1.838717,0.369092
2012-04-18,-1.838389,0.341982
2012-04-19,-1.873029,0.299447
2012-04-20,-1.772924,0.368666
2012-04-23,-1.8215,0.323712
2012-04-24,-1.800587,0.350199
2012-04-25,-1.756867,0.412148
2012-04-26,-1.766216,0.433888
2012-04-27,-1.676451,0.514812
2012-04-30,-1.766746,0.470314
2012-05-01,-1.711709,0.45246
2012-05-02,-1.759593,0.413704
2012-05-03,-1.853634,0.357625
2012-05-04,-2.041354,0.270448
2012-05-07,-2.01743,0.28779
2012-05-08,-2.169025,0.198572
2012-05-09,-2.303174,0.132246
2012-05-10,-2.304698,0.145997
2012-05-11,-2.410496,0.079613
2012-05-14,-2.5286,0.014177
2012-05-15,-2.639985,-0.073207
2012-05-16,-2.731264,-0.1363
2012-05-17,-2.877233,-0.157902
2012-05-18,-2.982464,-0.216595
2012-05-21,-2.859958,-0.153058
2012-05-22,-2.864004,-0.211767
2012-05-23,-3.125121,-0.345404
2012-05-24,-3.170681,-0.384672
2012-05-25,-3.166459,-0.387016
2012-05-28,-3.188057,-0.401944
2012-05-29,-3.109565,-0.33878
2012-05-30,-3.306059,-0.49254
2012-05-31,-3.436591,-0.516688
2012-06-01,-3.471931,-0.549155
2012-06-04,-3.49374,-0.512942
2012-06-05,-3.418565,-0.502445
2012-06-06,-3.421019,-0.348079
2012-06-07,-3.399452,-0.307104
2012-06-08,-3.454456,-0.374587
2012-06-11,-3.491129,-0.399112
2012-06-12,-3.488415,-0.345429
2012-06-13,-3.534797,-0.329137
2012-06-14,-3.554856,-0.314585
2012-06-15,-3.462026,-0.202921
2012-06-18,-3.451058,-0.217434
2012-06-19,-3.433991,-0.116864
2012-06-20,-3.508963,-0.144448
2012-06-21,-3.63246,-0.300597
2012-06-22,-3.642728,-0.26903
2012-06-25,-3.628798,-0.345628
2012-06-26,-3.667389,-0.25549
2012-06-27,-3.782427,-0.255848
2012-06-28,-3.799128,-0.314241
2012-06-29,-3.675657,-0.03923
2012-07-02,-3.721145,-0.050628
2012-07-03,-3.698974,-0.025626
2012-07-04,-3.744293,-0.056951
2012-07-05,-3.863759,-0.153435
2012-07-06,-3.894132,-0.237663
2012-07-09,-3.871876,-0.222861
2012-07-10,-3.875247,-0.244322
2012-07-11,-3.905152,-0.253768
2012-07-12,-3.867692,-0.300138
2012-07-13,-3.818501,-0.204075
2012-07-16,-3.75599,-0.163513
2012-07-17,-3.76211,-0.137215
2012-07-18,-3.766613,-0.124352
2012-07-19,-3.748674,-0.078256
2012-07-20,-3.87647,-0.190211
2012-07-23,-3.979687,-0.305815
2012-07-24,-4.016259,-0.361407
2012-07-25,-3.96188,-0.279748
2012-07-26,-3.874282,-0.153926
2012-07-27,-3.888052,-0.085876
2012-07-30,-3.882243,-0.085088
2012-07-31,-3.885844,-0.086517
2012-08-01,-3.997535,-0.144122
2012-08-02,-4.026616,-0.192751
2012-08-03,-3.950184,-0.044106
2012-08-06,-3.942219,-0.017491
2012-08-07,-3.968764,-0.009108
2012-08-08,-3.974926,-0.004874
2012-08-09,-3.986661,0.008248
2012-08-10,-3.962629,0.02021
2012-08-13,-3.937087,0.00186
2012-08-14,-3.964794,-0.004201
2012-08-15,-3.991558,-0.012667
2012-08-16,-3.918896,0.044522
2012-08-17,-3.921654,-0.003906
2012-08-20,-3.912654,0.017039
2012-08-21,-3.874424,0.056899
2012-08-22,-3.851074,0.122596
2012-08-23,-3.935808,0.088318
2012-08-24,-3.954126,0.056723
2012-08-27,-3.963226,0.043901
2012-08-28,-3.959204,0.07147
2012-08-29,-3.985448,0.038392
2012-08-30,-4.085859,-0.039442
2012-08-31,-3.976331,0.067431
2012-09-03,-3.976942,0.067009
2012-09-04,-4.01319,0.038547
2012-09-05,-4.072609,0.009168
2012-09-06,-3.973884,0.098054
2012-09-07,-3.896321,0.21828
2012-09-10,-3.916152,0.192834
2012-09-11,-3.860746,0.299842
2012-09-12,-3.931968,0.319486
2012-09-13,-3.84946,0.467085
2012-09-14,-3.937934,0.528982
2012-09-17,-4.030161,0.448959
2012-09-18,-4.009752,0.423074
2012-09-19,-3.982624,0.457605
2012-09-20,-3.968327,0.394468
2012-09-21,-3.964816,0.411207
2012-09-24,-4.029849,0.377032
2012-09-25,-4.045536,0.366189
2012-09-26,-4.150624,0.29355
2012-09-27,-4.010902,0.390128
2012-09-28,-4.198831,0.285893
2012-10-01,-4.170775,0.300228
2012-10-02,-4.245059,0.248824
2012-10-03,-4.358686,0.190889
2012-10-04,-4.145039,0.317936
2012-10-05,-4.179799,0.293177
2012-10-08,-4.218471,0.273261
2012-10-09,-4.317869,0.203129
2012-10-10,-4.33032,0.163242
2012-10-11,-4.286271,0.203506
2012-10-12,-4.305714,0.206687
2012-10-15,-4.289193,0.222526
2012-10-16,-4.242718,0.244341
2012-10-17,-4.072936,0.358051
2012-10-18,-4.155086,0.287542
2012-10-19,-4.270751,0.205735
2012-10-22,-4.230603,0.203435
2012-10-23,-4.353193,0.117139
2012-10-24,-4.279276,0.173792
2012-10-25,-4.269031,0.189775
2012-10-26,-4.330817,0.165557
2012-10-29,-4.438968,0.106566
2012-10-30,-4.323923,0.153578
2012-10-31,-4.321018,0.155586
2012-11-01,-4.320561,0.170699
2012-11-02,-4.500589,0.100896
2012-11-05,-4.560624,0.074713
2012-11-06,-4.453435,0.136418
2012-11-07,-4.535131,0.094818
2012-11-08,-4.586226,0.061423
2012-11-09,-4.706149,3.7e-05
2012-11-12,-4.713454,-0.004245
2012-11-13,-4.727974,-0.010717
2012-11-14,-4.804894,-0.068076
2012-11-15,-4.831617,-0.082518
2012-11-16,-4.78687,-0.034163
2012-11-19,-4.631554,0.073193
2012-11-20,-4.667803,0.048138
2012-11-21,-4.656347,0.056056
2012-11-22,-4.532642,0.141563
2012-11-23,-4.300158,0.302259
2012-11-26,-4.361207,0.260061
2012-11-27,-4.366334,0.256517
2012-11-28,-4.358035,0.262254
2012-11-29,-4.312527,0.293709
2012-11-30,-4.334608,0.278447
2012-12-03,-4.303372,0.300037
2012-12-04,-4.247671,0.338538
2012-12-05,-4.247462,0.338683
2012-12-06,-4.396243,0.30901
2012-12-07,-4.391883,0.328125
2012-12-10,-4.346416,0.351119
2012-12-11,-4.247863,0.390205
2012-12-12,-4.105224,0.449954
2012-12-13,-4.241716,0.415994
2012-12-14,-4.091667,0.4875
2012-12-17,-4.131874,0.503714
2012-12-18,-4.141332,0.537998
2012-12-19,-4.243961,0.543289
2012-12-20,-4.193924,0.52861
2012-12-21,-4.418477,0.358227
2012-12-24,-4.497132,0.337456
2012-12-26,-4.586925,0.33362
2012-12-27,-4.62687,0.335771
2012-12-28,-4.649523,0.33963
2012-12-31,-4.61084,0.364182
2013-01-02,-4.587511,0.494924
2013-01-03,-4.759654,0.413729
2013-01-04,-4.809895,0.371511
2013-01-07,-4.760616,0.397195
2013-01-08,-4.747002,0.367909
2013-01-09,-4.781166,0.364257
2013-01-10,-4.615775,0.521931
2013-01-11,-4.734452,0.489753
2013-01-14,-4.797452,0.491955
2013-01-15,-4.84059,0.438092
2013-01-16,-4.794726,0.390145
2013-01-17,-4.834631,0.367907
2013-01-18,-5.088833,0.28832
2013-01-21,-4.805308,0.089361
2013-01-22,-4.688758,0.153448
2013-01-23,-4.719512,0.084451
2013-01-24,-4.83889,0.035707
2013-01-25,-4.944737,0.012783
2013-01-28,-4.981882,-0.02972
2013-01-29,-4.914959,0.046853
2013-01-30,-4.896782,0.090227
2013-01-31,-4.904173,0.131
2013-02-01,-4.904802,0.115523
2013-02-04,-4.9936,0.11714
2013-02-05,-4.950597,0.081329
2013-02-06,-5.049315,0.061797
2013-02-07,-5.136289,-0.000325
2013-02-08,-5.079519,0.006244
2013-02-11,-5.128342,-0.054422
2013-02-12,-5.113747,-0.01727
2013-02-13,-5.104153,-0.029093
2013-02-14,-5.155685,-0.030571
2013-02-15,-5.190927,-0.09931
2013-02-18,-5.481704,0.101211
2013-02-19,-5.516353,0.096135
2013-02-20,-5.69673,-0.03568
2013-02-21,-5.706645,-0.071236
2013-02-22,-5.696792,-0.033428
2013-02-25,-5.747033,-0.042938
2013-02-26,-5.758825,-0.117283
2013-02-27,-5.748047,-0.088932
2013-02-28,-5.793088,-0.119496
2013-03-01,-5.735735,-0.19122
2013-03-04,-5.7685,-0.154146
2013-03-05,-5.728997,-0.121765
2013-03-06,-5.651676,-0.171772
2013-03-07,-5.586308,-0.146758
2013-03-08,-5.593243,-0.19018
2013-03-11,-5.513066,-0.132761
2013-03-12,-5.474559,-0.097816
2013-03-13,-5.516622,-0.119124
2013-03-14,-5.416577,-0.026385
2013-03-15,-5.338341,0.045667
2013-03-18,-5.356419,-0.004334
2013-03-19,-5.402162,-0.028863
2013-03-20,-5.369182,0.008647
2013-03-21,-5.364299,0.065121
2013-03-22,-5.259231,0.088425
2013-03-25,-5.343037,0.095569
2013-03-26,-5.337486,0.104534
2013-03-27,-5.444198,0.082676
2013-03-28,-5.392007,0.086429
2013-03-29,-5.422382,0.107311
2013-04-01,-5.351048,0.119548
2013-04-02,-5.325194,0.109908
2013-04-03,-5.342161,0.157662
2013-04-04,-5.421154,0.178627
2013-04-05,-5.39816,0.196157
2013-04-08,-5.480761,0.203115
2013-04-09,-5.354982,0.286868
2013-04-10,-5.361518,0.300135
2013-04-11,-5.291775,0.38116
2013-04-12,-5.358954,0.3372
2013-04-15,-5.562361,0.171464
2013-04-16,-5.481378,0.274752
2013-04-17,-5.60973,0.144021
2013-04-18,-5.638928,0.120246
2013-04-19,-5.650382,0.109588
2013-04-22,-5.686991,0.135018
2013-04-23,-5.715584,0.093303
2013-04-24,-5.740682,0.143021
2013-04-25,-5.769767,0.223605
2013-04-26,-5.732068,0.265637
2013-04-29,-5.666222,0.301033
2013-04-30,-5.618516,0.379975
2013-05-01,-5.629957,0.371827
2013-05-02,-5.665801,0.292777
2013-05-03,-5.676491,0.354061
2013-05-06,-5.736792,0.335509
2013-05-07,-5.667171,0.334593
2013-05-08,-5.674985,0.368902
2013-05-09,-5.747852,0.228644
2013-05-10,-5.907578,0.172148
2013-05-13,-5.948054,0.146512
2013-05-14,-5.995022,0.045331
2013-05-15,-6.047911,0.056869
2013-05-16,-6.077703,0.07178
2013-05-17,-6.1649,-0.080162
2013-05-20,-6.156449,0.038372
2013-05-21,-6.161349,-0.019731
2013-05-22,-6.210181,-0.138315
2013-05-23,-6.040469,-0.15161
2013-05-24,-6.052703,-0.182898
2013-05-27,-5.863962,-0.313763
2013-05-28,-5.937381,-0.374714
2013-05-29,-5.963365,-0.354326
2013-05-30,-5.98552,-0.333451
2013-05-31,-5.956684,-0.404872
2013-06-03,-5.987682,-0.236559
2013-06-04,-5.955327,-0.275066
2013-06-05,-6.017428,-0.316673
2013-06-06,-6.029462,-0.181748
2013-06-07,-5.98415,-0.209064
2013-06-10,-5.926106,-0.169064
2013-06-11,-5.849489,-0.118649
2013-06-12,-5.868126,-0.11297
2013-06-13,-5.846731,-0.071528
2013-06-14,-5.846448,-0.047673
2013-06-17,-5.857004,-0.095983
2013-06-18,-5.85271,-0.115169
2013-06-19,-5.977291,-0.282183
2013-06-20,-6.005959,-0.426915
2013-06-21,-6.06911,-0.429097
2013-06-24,-6.086187,-0.438382
2013-06-25,-6.14295,-0.459711
2013-06-26,-6.243788,-0.48796
2013-06-27,-6.286351,-0.450048
2013-06-28,-6.260273,-0.479355
2013-07-01,-6.324491,-0.459759
2013-07-02,-6.335592,-0.536039
2013-07-03,-6.275884,-0.494219
2013-07-04,-6.247948,-0.514304
2013-07-05,-6.431401,-0.661497
2013-07-08,-6.44463,-0.603816
2013-07-09,-6.541621,-0.609772
2013-07-10,-6.448684,-0.593116
2013-07-11,-6.297781,-0.412219
2013-07-12,-6.295207,-0.465767
2013-07-15,-6.368766,-0.448557
2013-07-16,-6.347331,-0.359077
2013-07-17,-6.367306,-0.368507
2013-07-18,-6.381227,-0.374633
2013-07-19,-6.350161,-0.359912
2013-07-22,-6.303715,-0.300211
2013-07-23,-6.279302,-0.253308
2013-07-24,-6.339228,-0.346951
2013-07-25,-6.319231,-0.309944
2013-07-26,-6.25753,-0.28739
2013-07-29,-6.298387,-0.335146
2013-07-30,-6.2904,-0.383849
2013-07-31,-6.233737,-0.366036
2013-08-01,-6.364977,-0.482752
2013-08-02,-6.224392,-0.396068
2013-08-05,-6.224202,-0.38898
2013-08-06,-6.187625,-0.344743
2013-08-07,-6.117867,-0.351542
2013-08-08,-6.046099,-0.265425
2013-08-09,-6.023149,-0.251242
2013-08-12,-6.050813,-0.305138
2013-08-13,-6.148251,-0.371454
2013-08-14,-6.139912,-0.349092
2013-08-15,-6.030713,-0.306663
2013-08-16,-6.026805,-0.32588
2013-08-19,-5.984048,-0.355762
2013-08-20,-5.944878,-0.348744
2013-08-21,-5.934047,-0.432664
2013-08-22,-6.003664,-0.497762
2013-08-23,-6.065678,-0.439499
2013-08-26,-6.028417,-0.467545
2013-08-27,-5.937667,-0.460441
2013-08-28,-5.972076,-0.505635
2013-08-29,-6.057703,-0.566748
2013-08-30,-6.069042,-0.585545
2013-09-02,-6.274984,-0.443584
2013-09-03,-6.253259,-0.442915
2013-09-04,-6.233945,-0.37889
2013-09-05,-6.267072,-0.444258
2013-09-06,-6.261656,-0.337395
2013-09-09,-6.261467,-0.276443
2013-09-10,-6.319218,-0.252741
2013-09-11,-6.269428,-0.195684
2013-09-12,-6.234278,-0.215464
2013-09-13,-6.227576,-0.194024
2013-09-16,-6.251762,-0.149647
2013-09-17,-6.232472,-0.127744
2013-09-18,-6.169156,0.083099
2013-09-19,-6.192926,0.040288
2013-09-20,-6.167718,-0.003678
2013-09-23,-6.174319,0.027658
2013-09-24,-6.169384,-0.016198
2013-09-25,-6.111742,-0.020006
2013-09-26,-6.132024,-0.027794
2013-09-27,-6.089797,-0.015295
2013-09-30,-6.084546,-0.008931
2013-10-01,-6.122276,-0.006747
2013-10-02,-6.103726,0.006075
2013-10-03,-6.119743,0.003035
2013-10-04,-6.191531,-0.032665
2013-10-07,-6.172396,-0.015544
2013-10-08,-6.224494,-0.057495
2013-10-09,-6.302201,-0.100653
2013-10-10,-6.283682,-0.081217
2013-10-11,-6.236309,-0.039086
2013-10-14,-6.214141,-0.023763
2013-10-15,-6.234702,-0.037975
2013-10-16,-6.184739,-0.00344
2013-10-17,-5.977001,0.163813
2013-10-18,-5.991016,0.156786
2013-10-21,-6.038122,0.12723
2013-10-22,-5.913171,0.217752
2013-10-23,-5.981427,0.128002
2013-10-24,-5.969531,0.124094
2013-10-25,-6.037395,0.084624
2013-10-28,-6.029163,0.090313
2013-10-29,-6.149195,0.007346
2013-10-30,-6.177609,-0.012295
2013-10-31,-6.268387,-0.045527
2013-11-01,-6.397483,-0.137761
2013-11-04,-6.310599,-0.074965
2013-11-05,-6.368273,-0.130358
2013-11-06,-6.312477,-0.075547
2013-11-07,-6.415737,-0.127813
2013-11-08,-6.504051,-0.239787
2013-11-11,-6.494707,-0.232207
2013-11-12,-6.511229,-0.241922
2013-11-13,-6.406936,-0.160052
2013-11-14,-6.369863,-0.141433
2013-11-15,-6.289086,-0.071206
2013-11-18,-6.263565,-0.046086
2013-11-19,-6.2478,-0.053988
2013-11-20,-6.375156,-0.133682
2013-11-21,-6.367661,-0.157089
2013-11-22,-6.31355,-0.121325
2013-11-25,-6.36301,-0.16566
2013-11-26,-6.344214,-0.131017
2013-11-27,-6.375628,-0.196588
2013-11-28,-6.53484,-0.111679
2013-11-29,-6.496836,-0.103486
2013-12-02,-6.522737,-0.143637
2013-12-03,-6.454113,-0.083821
2013-12-04,-6.449331,-0.134495
2013-12-05,-6.453794,-0.106136
2013-12-06,-6.359816,-0.078174
