ticker,round,episodes_seen,transitions_added,avg_reward,avg_loss,last_reward,last_loss
CA,1,60,68040,19.535731,0.002325,25.913477,0.001114
EN,1,60,66420,5.561136,0.002341,11.768447,0.001846
ER,1,60,66480,19.295878,0.00236,25.559945,0.001373
ES,1,60,66480,22.213686,0.002298,27.946891,0.002195
LX,1,60,67020,17.423753,0.002357,24.603828,0.001627
MD,1,60,66360,20.283691,0.002346,29.854545,0.001522
SC,1,60,66420,21.848698,0.002299,28.452021,0.001375
SP,1,60,66360,21.742991,0.00229,28.019547,0.000962
XU,1,60,67560,19.396505,0.002342,26.98987,0.002608
XX,1,60,67560,17.554929,0.002331,22.581921,0.001499
YM,1,60,66480,18.357938,0.002351,24.536405,0.001209
