contract,asset,version,context,sigma,status,action,original_included,effective_context_source,distribution_aligned,exists,test_rows_total,test_rows_nonpositive,test_rows_positive,cleaned_rows,window_length,invalid_reason,nonpositive_in_test,t3_asset_score10,t3_asset_score15,t3_asset_annual_gap,t3_asset_calmar_gap,t3_all_score10,t3_all_score15,t3_all_annual_gap,t3_all_calmar_gap,t3_asset_ER,t3_asset_ER_gap,t3_asset_stdR,t3_asset_stdR_gap,t3_asset_DD,t3_asset_DD_gap,t3_asset_Sharpe,t3_asset_Sharpe_gap,t3_asset_Sortino,t3_asset_Sortino_gap,t3_asset_MDD,t3_asset_MDD_gap,t3_asset_Calmar,t3_asset_Calmar_gap,t3_asset_pct_posve,t3_asset_pct_posve_gap,t3_asset_Ave_P_L,t3_asset_Ave_P_L_gap,t3_all_ER,t3_all_ER_gap,t3_all_stdR,t3_all_stdR_gap,t3_all_DD,t3_all_DD_gap,t3_all_Sharpe,t3_all_Sharpe_gap,t3_all_Sortino,t3_all_Sortino_gap,t3_all_MDD,t3_all_MDD_gap,t3_all_Calmar,t3_all_Calmar_gap,t3_all_pct_posve,t3_all_pct_posve_gap,t3_all_Ave_P_L,t3_all_Ave_P_L_gap,t2_asset_score10,t2_asset_score15,t2_asset_annual_gap,t2_asset_calmar_gap,t2_all_score10,t2_all_score15,t2_all_annual_gap,t2_all_calmar_gap,t2_asset_ER,t2_asset_ER_gap,t2_asset_stdR,t2_asset_stdR_gap,t2_asset_DD,t2_asset_DD_gap,t2_asset_Sharpe,t2_asset_Sharpe_gap,t2_asset_Sortino,t2_asset_Sortino_gap,t2_asset_MDD,t2_asset_MDD_gap,t2_asset_Calmar,t2_asset_Calmar_gap,t2_asset_pct_posve,t2_asset_pct_posve_gap,t2_asset_Ave_P_L,t2_asset_Ave_P_L_gap,t2_all_ER,t2_all_ER_gap,t2_all_stdR,t2_all_stdR_gap,t2_all_DD,t2_all_DD_gap,t2_all_Sharpe,t2_all_Sharpe_gap,t2_all_Sortino,t2_all_Sortino_gap,t2_all_MDD,t2_all_MDD_gap,t2_all_Calmar,t2_all_Calmar_gap,t2_all_pct_posve,t2_all_pct_posve_gap,t2_all_Ave_P_L,t2_all_Ave_P_L_gap,combined_rank,error
CC,Commodity,DROP,baseline_50,0.058,drop-candidate,drop,True,RAD_REGEN,False,True,0,0,0,0,0,,False,5.0,6.0,144.1275,4.9834,4.0,4.0,4220.2294,502.8858,-0.24,19.4631,0.381,7.5243,0.26,0.7752,-0.631,12.7248,-0.924,19.7917,0.637,156.8548,-0.124,4.6154,0.491,3.8055,0.937,5.0659,0.037,384.6154,0.333,8.2645,0.235,2.1739,0.112,411.1111,0.158,377.193,0.265,616.2162,-0.054,500.0,0.518,0.1927,0.946,2.938,2.0,4.0,144.1275,11.7703,2.0,2.0,4220.2294,517.3825,-0.063,91.1268,0.1,89.7855,0.068,88.7417,-0.631,13.0854,-0.924,21.4953,0.637,82.0,-0.124,11.4286,0.491,3.8055,0.937,5.2578,0.011,80.0,0.1,89.7436,0.071,88.1271,0.112,93.1034,0.158,71.7391,0.265,273.2394,-0.054,515.3846,0.518,0.3846,0.946,1.3934,"(1, 7.6109936575052926, np.float64(10.323692327865885), np.float64(110.58984781170244), 288.25499017029586, 238.85483870967744, 16.753782194956113, np.int64(-10))",
CC,Commodity,NON,baseline_50,0.058,diagnostic-only,swap,True,RAD_REGEN,False,True,2266,0,2266,4316,2266,,False,5.0,5.0,130.1477,7.8809,4.0,4.0,4095.1884,500.9878,-0.23,22.8188,0.374,9.2233,0.256,0.7752,-0.614,15.0761,-0.897,22.1354,0.62,150.0,-0.12,7.6923,0.491,3.8055,0.939,4.8632,0.038,392.3077,0.331,8.8154,0.233,1.3043,0.114,416.6667,0.163,385.9649,0.258,597.2973,-0.054,500.0,0.522,0.578,0.934,1.6322,2.0,3.0,130.1477,14.4608,2.0,2.0,4095.1884,516.0685,-0.061,91.4085,0.1,89.7855,0.068,88.7417,-0.614,15.427,-0.897,23.7893,0.62,77.1429,-0.12,14.2857,0.491,3.8055,0.939,5.0556,0.011,80.0,0.1,89.7436,0.07,88.2943,0.114,96.5517,0.163,77.1739,0.258,263.3803,-0.054,515.3846,0.522,0.3846,0.934,0.1072,"(1, 7.6109936575052926, np.float64(9.9188336135177), np.float64(114.22724265053408), 260.29545067187235, 227.14285714285717, 22.341680654969405, np.int64(-8))",
CC,Commodity,NON_FWD_ANCHORED,baseline_50,0.058,promotable,swap,True,RAD_REGEN,False,True,2266,0,2266,4316,2266,,False,5.0,6.0,133.8876,7.2167,4.0,4.0,4204.1811,513.0988,-0.232,22.1477,0.374,9.2233,0.256,0.7752,-0.619,14.3845,-0.904,21.5278,0.625,152.0161,-0.121,6.9231,0.49,3.5941,0.94,4.7619,0.037,384.6154,0.331,8.8154,0.233,1.3043,0.111,408.3333,0.158,377.193,0.26,602.7027,-0.055,511.1111,0.522,0.578,0.933,1.5234,2.0,4.0,133.8876,13.8441,2.0,2.0,4204.1811,524.453,-0.062,91.2676,0.1,89.7855,0.068,88.7417,-0.619,14.7383,-0.904,23.1946,0.625,78.5714,-0.121,13.5714,0.49,3.5941,0.94,4.9545,0.011,80.0,0.1,89.7436,0.07,88.2943,0.111,91.3793,0.158,71.7391,0.26,266.1972,-0.055,523.0769,0.522,0.3846,0.933,0.0,"(1, 7.188160676532776, np.float64(9.716404256343598), np.float64(113.4152566405142), 267.77510937343357, 230.58755760368666, 21.06072504097848, np.int64(-10))",
CC,Commodity,RAD_RAW,baseline_50,0.058,promotable,swap,True,RAD_REGEN,False,True,2266,0,2266,4316,2266,,False,5.0,6.0,134.3697,7.1159,4.0,4.0,4217.5634,514.8282,-0.232,22.1477,0.374,9.2233,0.256,0.7752,-0.62,14.2462,-0.905,21.441,0.626,152.4194,-0.121,6.9231,0.49,3.5941,0.941,4.6606,0.037,384.6154,0.331,8.8154,0.233,1.3043,0.111,408.3333,0.158,377.193,0.26,602.7027,-0.055,511.1111,0.522,0.578,0.933,1.5234,2.0,4.0,134.3697,13.7504,2.0,2.0,4217.5634,525.6503,-0.062,91.2676,0.1,89.7855,0.069,88.5762,-0.62,14.6006,-0.905,23.1096,0.626,78.8571,-0.121,13.5714,0.49,3.5941,0.941,4.8534,0.011,80.0,0.1,89.7436,0.07,88.2943,0.111,91.3793,0.158,71.7391,0.26,266.1972,-0.055,523.0769,0.522,0.3846,0.933,0.0,"(1, 7.188160676532776, np.float64(9.513974899169495), np.float64(113.4152566405142), 268.73936457184277, 231.27649769585253, 20.86629685487098, np.int64(-10))",
CC,Commodity,RAD_REGEN,baseline_50,0.058,promotable,swap,True,RAD_REGEN,False,True,2266,0,2266,4316,2266,,False,5.0,6.0,134.6354,7.0071,4.0,4.0,4225.8372,517.8749,-0.232,22.1477,0.374,9.2233,0.256,0.7752,-0.621,14.1079,-0.907,21.2674,0.626,152.4194,-0.121,6.9231,0.491,3.8055,0.938,4.9645,0.037,384.6154,0.331,8.8154,0.232,0.8696,0.111,408.3333,0.157,375.4386,0.259,600.0,-0.056,522.2222,0.522,0.578,0.933,1.5234,2.0,4.0,134.6354,13.6494,2.0,2.0,4225.8372,527.7596,-0.062,91.2676,0.1,89.7855,0.068,88.7417,-0.621,14.4628,-0.907,22.9397,0.626,78.8571,-0.121,13.5714,0.491,3.8055,0.938,5.1567,0.011,80.0,0.1,89.7436,0.07,88.2943,0.111,91.3793,0.157,70.6522,0.259,264.7887,-0.056,530.7692,0.522,0.3846,0.933,0.0,"(1, 7.6109936575052926, np.float64(10.121262970691802), np.float64(113.4152566405142), 269.2708811032834, 231.27649769585253, 20.656499678825476, np.int64(-10))",
CC,Commodity,REV,baseline_50,0.058,invalid,swap,True,,,True,2266,2254,12,613,0,no-stable-window,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,version-unusable-in-context
CC,Commodity,DROP,baseline_50,0.059,drop-candidate,drop,True,RAD_REGEN,False,True,0,0,0,0,0,,False,5.0,6.0,144.1275,4.9834,4.0,4.0,4220.2294,502.8858,-0.244,18.1208,0.387,6.068,0.265,2.7132,-0.631,12.7248,-0.924,19.7917,0.637,156.8548,-0.124,4.6154,0.491,3.8055,0.937,5.0659,0.038,392.3077,0.339,6.6116,0.239,3.913,0.112,411.1111,0.158,377.193,0.265,616.2162,-0.054,500.0,0.518,0.1927,0.946,2.938,2.0,4.0,144.1275,11.7703,2.0,2.0,4220.2294,517.3825,-0.063,91.1268,0.1,89.7855,0.068,88.7417,-0.631,13.0854,-0.924,21.4953,0.637,82.0,-0.124,11.4286,0.491,3.8055,0.937,5.2578,0.011,80.0,0.1,89.7436,0.071,88.1271,0.112,93.1034,0.158,71.7391,0.265,273.2394,-0.054,515.3846,0.518,0.3846,0.946,1.3934,"(1, 7.6109936575052926, np.float64(10.323692327865885), np.float64(109.2475659325078), 288.25499017029586, 238.85483870967744, 16.753782194956113, np.int64(-10))",
CC,Commodity,NON,baseline_50,0.059,diagnostic-only,swap,True,RAD_REGEN,False,True,2266,0,2266,4316,2266,,False,5.0,5.0,130.1477,7.8809,4.0,4.0,4095.1884,500.9878,-0.234,21.4765,0.381,7.5243,0.261,1.1628,-0.614,15.0761,-0.897,22.1354,0.62,150.0,-0.12,7.6923,0.491,3.8055,0.939,4.8632,0.038,392.3077,0.336,7.438,0.237,3.0435,0.114,416.6667,0.163,385.9649,0.258,597.2973,-0.054,500.0,0.522,0.578,0.934,1.6322,2.0,3.0,130.1477,14.4608,2.0,2.0,4095.1884,516.0685,-0.061,91.4085,0.1,89.7855,0.068,88.7417,-0.614,15.427,-0.897,23.7893,0.62,77.1429,-0.12,14.2857,0.491,3.8055,0.939,5.0556,0.011,80.0,0.1,89.7436,0.07,88.2943,0.114,96.5517,0.163,77.1739,0.258,263.3803,-0.054,515.3846,0.522,0.3846,0.934,0.1072,"(1, 7.6109936575052926, np.float64(9.9188336135177), np.float64(112.88496077133945), 260.29545067187235, 227.14285714285717, 22.341680654969448, np.int64(-8))",
CC,Commodity,NON_FWD_ANCHORED,baseline_50,0.059,promotable,swap,True,RAD_REGEN,False,True,2266,0,2266,4316,2266,,False,5.0,6.0,133.8876,7.2167,4.0,4.0,4204.1811,513.0988,-0.236,20.8054,0.381,7.5243,0.261,1.1628,-0.619,14.3845,-0.904,21.5278,0.625,152.0161,-0.121,6.9231,0.49,3.5941,0.94,4.7619,0.037,384.6154,0.336,7.438,0.237,3.0435,0.111,408.3333,0.158,377.193,0.26,602.7027,-0.055,511.1111,0.522,0.578,0.933,1.5234,2.0,4.0,133.8876,13.8441,2.0,2.0,4204.1811,524.453,-0.062,91.2676,0.1,89.7855,0.068,88.7417,-0.619,14.7383,-0.904,23.1946,0.625,78.5714,-0.121,13.5714,0.49,3.5941,0.94,4.9545,0.011,80.0,0.1,89.7436,0.07,88.2943,0.111,91.3793,0.158,71.7391,0.26,266.1972,-0.055,523.0769,0.522,0.3846,0.933,0.0,"(1, 7.188160676532776, np.float64(9.716404256343598), np.float64(112.07297476131959), 267.77510937343357, 230.58755760368666, 21.060725040978458, np.int64(-10))",
CC,Commodity,RAD_RAW,baseline_50,0.059,promotable,swap,True,RAD_REGEN,False,True,2266,0,2266,4316,2266,,False,5.0,6.0,134.3697,7.1159,4.0,4.0,4217.5634,514.8282,-0.236,20.8054,0.381,7.5243,0.261,1.1628,-0.62,14.2462,-0.905,21.441,0.626,152.4194,-0.121,6.9231,0.49,3.5941,0.941,4.6606,0.037,384.6154,0.336,7.438,0.237,3.0435,0.111,408.3333,0.158,377.193,0.26,602.7027,-0.055,511.1111,0.522,0.578,0.933,1.5234,2.0,4.0,134.3697,13.7504,2.0,2.0,4217.5634,525.6503,-0.062,91.2676,0.1,89.7855,0.069,88.5762,-0.62,14.6006,-0.905,23.1096,0.626,78.8571,-0.121,13.5714,0.49,3.5941,0.941,4.8534,0.011,80.0,0.1,89.7436,0.07,88.2943,0.111,91.3793,0.158,71.7391,0.26,266.1972,-0.055,523.0769,0.522,0.3846,0.933,0.0,"(1, 7.188160676532776, np.float64(9.513974899169495), np.float64(112.07297476131959), 268.73936457184277, 231.27649769585253, 20.86629685487098, np.int64(-10))",
CC,Commodity,RAD_REGEN,baseline_50,0.059,promotable,swap,True,RAD_REGEN,False,True,2266,0,2266,4316,2266,,False,5.0,6.0,134.6354,7.0071,4.0,4.0,4225.8372,517.8749,-0.236,20.8054,0.381,7.5243,0.261,1.1628,-0.621,14.1079,-0.907,21.2674,0.626,152.4194,-0.121,6.9231,0.491,3.8055,0.938,4.9645,0.037,384.6154,0.336,7.438,0.236,2.6087,0.111,408.3333,0.157,375.4386,0.259,600.0,-0.056,522.2222,0.522,0.578,0.933,1.5234,2.0,4.0,134.6354,13.6494,2.0,2.0,4225.8372,527.7596,-0.062,91.2676,0.1,89.7855,0.068,88.7417,-0.621,14.4628,-0.907,22.9397,0.626,78.8571,-0.121,13.5714,0.491,3.8055,0.938,5.1567,0.011,80.0,0.1,89.7436,0.07,88.2943,0.111,91.3793,0.157,70.6522,0.259,264.7887,-0.056,530.7692,0.522,0.3846,0.933,0.0,"(1, 7.6109936575052926, np.float64(10.121262970691802), np.float64(112.07297476131959), 269.2708811032834, 231.27649769585253, 20.656499678825476, np.int64(-10))",
CC,Commodity,REV,baseline_50,0.059,invalid,swap,True,,,True,2266,2254,12,613,0,no-stable-window,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,version-unusable-in-context
CC,Commodity,DROP,baseline_50,0.06,drop-candidate,drop,True,RAD_REGEN,False,True,0,0,0,0,0,,False,5.0,6.0,144.1275,4.9834,4.0,4.0,4220.2294,502.8858,-0.249,16.443,0.394,4.3689,0.269,4.2636,-0.631,12.7248,-0.924,19.7917,0.637,156.8548,-0.124,4.6154,0.491,3.8055,0.937,5.0659,0.038,392.3077,0.345,4.9587,0.243,5.6522,0.112,411.1111,0.158,377.193,0.265,616.2162,-0.054,500.0,0.518,0.1927,0.946,2.938,2.0,4.0,144.1275,11.7703,2.0,2.0,4220.2294,517.3825,-0.063,91.1268,0.1,89.7855,0.068,88.7417,-0.631,13.0854,-0.924,21.4953,0.637,82.0,-0.124,11.4286,0.491,3.8055,0.937,5.2578,0.011,80.0,0.1,89.7436,0.071,88.1271,0.112,93.1034,0.158,71.7391,0.265,273.2394,-0.054,515.3846,0.518,0.3846,0.946,1.3934,"(1, 7.6109936575052926, np.float64(10.323692327865885), np.float64(107.56971358351451), 288.25499017029586, 238.85483870967744, 16.753782194956052, np.int64(-10))",
CC,Commodity,NON,baseline_50,0.06,diagnostic-only,swap,True,RAD_REGEN,False,True,2266,0,2266,4316,2266,,False,5.0,5.0,130.1477,7.8809,4.0,4.0,4095.1884,500.9878,-0.238,20.1342,0.387,6.068,0.265,2.7132,-0.614,15.0761,-0.897,22.1354,0.62,150.0,-0.12,7.6923,0.491,3.8055,0.939,4.8632,0.039,400.0,0.342,5.7851,0.241,4.7826,0.114,416.6667,0.163,385.9649,0.258,597.2973,-0.054,500.0,0.522,0.578,0.934,1.6322,2.0,3.0,130.1477,14.4608,2.0,2.0,4095.1884,516.0685,-0.061,91.4085,0.1,89.7855,0.068,88.7417,-0.614,15.427,-0.897,23.7893,0.62,77.1429,-0.12,14.2857,0.491,3.8055,0.939,5.0556,0.011,80.0,0.1,89.7436,0.07,88.2943,0.114,96.5517,0.163,77.1739,0.258,263.3803,-0.054,515.3846,0.522,0.3846,0.934,0.1072,"(1, 7.6109936575052926, np.float64(9.9188336135177), np.float64(111.54267889214482), 260.29545067187235, 227.14285714285717, 22.341680654969384, np.int64(-8))",
CC,Commodity,NON_FWD_ANCHORED,baseline_50,0.06,promotable,swap,True,RAD_REGEN,False,True,2266,0,2266,4316,2266,,False,5.0,6.0,133.8876,7.2167,4.0,4.0,4204.1811,513.0988,-0.24,19.4631,0.387,6.068,0.265,2.7132,-0.619,14.3845,-0.904,21.5278,0.625,152.0161,-0.121,6.9231,0.49,3.5941,0.94,4.7619,0.038,392.3077,0.342,5.7851,0.241,4.7826,0.111,408.3333,0.158,377.193,0.26,602.7027,-0.055,511.1111,0.522,0.578,0.933,1.5234,2.0,4.0,133.8876,13.8441,2.0,2.0,4204.1811,524.453,-0.062,91.2676,0.1,89.7855,0.068,88.7417,-0.619,14.7383,-0.904,23.1946,0.625,78.5714,-0.121,13.5714,0.49,3.5941,0.94,4.9545,0.011,80.0,0.1,89.7436,0.07,88.2943,0.111,91.3793,0.158,71.7391,0.26,266.1972,-0.055,523.0769,0.522,0.3846,0.933,0.0,"(1, 7.188160676532776, np.float64(9.716404256343598), np.float64(110.73069288212494), 267.77510937343357, 230.58755760368666, 21.06072504097842, np.int64(-10))",
CC,Commodity,RAD_RAW,baseline_50,0.06,promotable,swap,True,RAD_REGEN,False,True,2266,0,2266,4316,2266,,False,5.0,6.0,134.3697,7.1159,4.0,4.0,4217.5634,514.8282,-0.24,19.4631,0.387,6.068,0.265,2.7132,-0.62,14.2462,-0.905,21.441,0.626,152.4194,-0.121,6.9231,0.49,3.5941,0.941,4.6606,0.038,392.3077,0.342,5.7851,0.241,4.7826,0.111,408.3333,0.158,377.193,0.26,602.7027,-0.055,511.1111,0.522,0.578,0.933,1.5234,2.0,4.0,134.3697,13.7504,2.0,2.0,4217.5634,525.6503,-0.062,91.2676,0.1,89.7855,0.069,88.5762,-0.62,14.6006,-0.905,23.1096,0.626,78.8571,-0.121,13.5714,0.49,3.5941,0.941,4.8534,0.011,80.0,0.1,89.7436,0.07,88.2943,0.111,91.3793,0.158,71.7391,0.26,266.1972,-0.055,523.0769,0.522,0.3846,0.933,0.0,"(1, 7.188160676532776, np.float64(9.513974899169495), np.float64(110.73069288212494), 268.73936457184277, 231.27649769585253, 20.866296854870942, np.int64(-10))",
CC,Commodity,RAD_REGEN,baseline_50,0.06,promotable,swap,True,RAD_REGEN,False,True,2266,0,2266,4316,2266,,False,5.0,6.0,134.6354,7.0071,4.0,4.0,4225.8372,517.8749,-0.24,19.4631,0.387,6.068,0.265,2.7132,-0.621,14.1079,-0.907,21.2674,0.626,152.4194,-0.121,6.9231,0.491,3.8055,0.938,4.9645,0.038,392.3077,0.342,5.7851,0.24,4.3478,0.111,408.3333,0.157,375.4386,0.259,600.0,-0.056,522.2222,0.522,0.578,0.933,1.5234,2.0,4.0,134.6354,13.6494,2.0,2.0,4225.8372,527.7596,-0.062,91.2676,0.1,89.7855,0.068,88.7417,-0.621,14.4628,-0.907,22.9397,0.626,78.8571,-0.121,13.5714,0.491,3.8055,0.938,5.1567,0.011,80.0,0.1,89.7436,0.07,88.2943,0.111,91.3793,0.157,70.6522,0.259,264.7887,-0.056,530.7692,0.522,0.3846,0.933,0.0,"(1, 7.6109936575052926, np.float64(10.121262970691802), np.float64(110.73069288212494), 269.2708811032834, 231.27649769585253, 20.656499678825476, np.int64(-10))",
CC,Commodity,REV,baseline_50,0.06,invalid,swap,True,,,True,2266,2254,12,613,0,no-stable-window,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,version-unusable-in-context
CC,Commodity,DROP,legacy_41_family,0.058,drop-candidate,drop,True,RAD_REGEN,False,True,0,0,0,0,0,,False,7.0,8.0,238.5168,252.751,7.0,7.0,12121.4552,3673.5364,-0.31,4.0268,0.388,5.8252,0.263,1.938,-0.8,10.6501,-1.178,2.2569,0.225,9.2742,0.199,253.0769,0.482,1.9027,0.944,4.3566,-0.013,0.0,0.33,9.0909,0.23,0.0,-0.039,8.3333,-0.057,0.0,0.124,235.1351,0.322,3677.7778,0.517,0.3854,0.928,0.9793,3.0,4.0,238.5168,241.8402,2.0,2.0,12121.4552,2373.9867,-0.08,88.7324,0.1,89.7855,0.068,88.7417,-0.8,10.1928,-1.178,0.085,0.225,35.7143,0.199,242.1429,0.482,1.9027,0.944,4.5501,-0.004,107.2727,0.1,89.7436,0.07,88.2943,-0.039,167.2414,-0.057,161.9565,0.124,74.6479,0.322,2376.9231,0.517,0.5769,0.928,0.5359,"(1, 3.8054968287526463, np.float64(8.906686827647185), np.float64(92.75924000378109), 477.0336702399686, 44.988479262672804, 494.59127736490825, np.int64(-12))",
CC,Commodity,NON,legacy_41_family,0.058,diagnostic-only,swap,True,RAD_REGEN,False,True,2266,0,2266,4316,2266,,False,7.0,8.0,225.8053,242.419,5.0,6.0,11523.3108,3489.5524,-0.295,1.0067,0.38,7.767,0.259,0.3876,-0.776,7.3306,-1.139,1.1285,0.219,11.6935,0.185,242.3077,0.479,1.2685,0.957,3.0395,-0.011,15.3846,0.328,9.6419,0.228,0.8696,-0.034,5.5556,-0.049,14.0351,0.125,237.8378,0.305,3488.8889,0.516,0.578,0.933,1.5234,4.0,4.0,225.8053,232.2462,2.0,2.0,11523.3108,2246.6132,-0.078,89.0141,0.1,89.7855,0.068,88.7417,-0.776,6.8871,-1.139,3.2285,0.219,37.4286,0.185,232.1429,0.479,1.2685,0.957,3.2356,-0.003,105.4545,0.1,89.7436,0.07,88.2943,-0.034,158.6207,-0.049,153.2609,0.125,76.0563,0.305,2246.1538,0.516,0.7692,0.933,0.0,"(1, 2.5369978858350977, np.float64(6.275105184383851), np.float64(90.02079591643823), 451.61066859873785, 49.1221198156682, 474.6652163001035, np.int64(-12))",
CC,Commodity,NON_FWD_ANCHORED,legacy_41_family,0.058,promotable,swap,True,RAD_REGEN,False,True,2266,0,2266,4316,2266,,False,7.0,8.0,222.8326,238.5739,7.0,7.0,11376.2055,3440.3794,-0.297,0.3356,0.38,7.767,0.259,0.3876,-0.782,8.1604,-1.147,0.434,0.22,11.2903,0.18,238.4615,0.478,1.0571,0.96,2.7356,-0.012,7.6923,0.328,9.6419,0.228,0.8696,-0.038,5.5556,-0.054,5.2632,0.125,237.8378,0.301,3444.4444,0.515,0.7707,0.934,1.6322,4.0,4.0,222.8326,228.6757,2.0,2.0,11376.2055,2212.5704,-0.078,89.0141,0.1,89.7855,0.068,88.7417,-0.782,7.7135,-1.147,2.5489,0.22,37.1429,0.18,228.5714,0.478,1.0571,0.96,2.9323,-0.004,107.2727,0.1,89.7436,0.07,88.2943,-0.038,165.5172,-0.054,158.6957,0.125,76.0563,0.301,2215.3846,0.515,0.9615,0.934,0.1072,"(1, 2.1141649048625815, np.float64(5.667817112861543), np.float64(89.34965497684091), 445.66511872193087, 48.4331797235023, 467.2496261542891, np.int64(-12))",
CC,Commodity,RAD_RAW,legacy_41_family,0.058,promotable,swap,True,RAD_REGEN,False,True,2266,0,2266,4316,2266,,False,7.0,8.0,222.6823,238.3485,7.0,7.0,11368.7715,3437.8268,-0.298,0.0,0.38,7.767,0.259,0.3876,-0.783,8.2988,-1.148,0.3472,0.22,11.2903,0.18,238.4615,0.478,1.0571,0.961,2.6342,-0.013,0.0,0.328,9.6419,0.228,0.8696,-0.038,5.5556,-0.055,3.5088,0.125,237.8378,0.3,3433.3333,0.515,0.7707,0.934,1.6322,4.0,4.0,222.6823,228.4665,2.0,2.0,11368.7715,2210.8031,-0.078,89.0141,0.1,89.7855,0.068,88.7417,-0.783,7.8512,-1.148,2.4639,0.22,37.1429,0.18,228.5714,0.478,1.0571,0.961,2.8311,-0.004,107.2727,0.1,89.7436,0.07,88.2943,-0.038,165.5172,-0.055,159.7826,0.125,76.0563,0.3,2207.6923,0.515,0.9615,0.934,0.1072,"(1, 2.1141649048625815, np.float64(5.4653877556874395), np.float64(89.01408450704226), 445.3646562245655, 48.4331797235023, 466.8149789321261, np.int64(-12))",
CC,Commodity,RAD_REGEN,legacy_41_family,0.058,promotable,swap,True,RAD_REGEN,False,True,2266,0,2266,4316,2266,,False,7.0,8.0,222.9032,238.6425,7.0,7.0,11379.7004,3438.7159,-0.298,0.0,0.38,7.767,0.259,0.3876,-0.784,8.4371,-1.15,0.1736,0.22,11.2903,0.18,238.4615,0.479,1.2685,0.958,2.9382,-0.013,0.0,0.327,9.9174,0.228,0.8696,-0.038,5.5556,-0.055,3.5088,0.125,237.8378,0.3,3433.3333,0.515,0.7707,0.934,1.6322,4.0,4.0,222.9032,228.7395,2.0,2.0,11379.7004,2211.4187,-0.078,89.0141,0.1,89.7855,0.068,88.7417,-0.784,7.989,-1.15,2.294,0.22,37.1429,0.18,228.5714,0.479,1.2685,0.958,3.1345,-0.004,107.2727,0.1,89.7436,0.07,88.2943,-0.038,165.5172,-0.055,159.7826,0.125,76.0563,0.3,2207.6923,0.515,0.9615,0.934,0.1072,"(1, 2.5369978858350977, np.float64(6.072675827209748), np.float64(89.01408450704226), 445.8063701916681, 48.4331797235023, 467.3820458049593, np.int64(-12))",
CC,Commodity,REV,legacy_41_family,0.058,invalid,swap,True,,,True,2266,2254,12,613,0,no-stable-window,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,version-unusable-in-context
CC,Commodity,DROP,legacy_41_family,0.059,drop-candidate,drop,True,RAD_REGEN,False,True,0,0,0,0,0,,False,7.0,8.0,238.5168,252.751,7.0,7.0,12121.4552,3673.5364,-0.315,5.7047,0.394,4.3689,0.268,3.876,-0.8,10.6501,-1.178,2.2569,0.225,9.2742,0.199,253.0769,0.482,1.9027,0.944,4.3566,-0.013,0.0,0.336,7.438,0.234,1.7391,-0.039,8.3333,-0.057,0.0,0.124,235.1351,0.322,3677.7778,0.517,0.3854,0.928,0.9793,3.0,4.0,238.5168,241.8402,2.0,2.0,12121.4552,2373.9867,-0.08,88.7324,0.1,89.7855,0.068,88.7417,-0.8,10.1928,-1.178,0.085,0.225,35.7143,0.199,242.1429,0.482,1.9027,0.944,4.5501,-0.004,107.2727,0.1,89.7436,0.07,88.2943,-0.039,167.2414,-0.057,161.9565,0.124,74.6479,0.322,2376.9231,0.517,0.5769,0.928,0.5359,"(1, 3.8054968287526463, np.float64(8.906686827647185), np.float64(94.43709235277437), 477.0336702399689, 44.988479262672804, 494.59127736490836, np.int64(-12))",
CC,Commodity,NON,legacy_41_family,0.059,diagnostic-only,swap,True,RAD_REGEN,False,True,2266,0,2266,4316,2266,,False,7.0,8.0,225.8053,242.419,5.0,6.0,11523.3108,3489.5524,-0.3,0.6711,0.386,6.3107,0.263,1.938,-0.776,7.3306,-1.139,1.1285,0.219,11.6935,0.185,242.3077,0.479,1.2685,0.957,3.0395,-0.011,15.3846,0.333,8.2645,0.232,0.8696,-0.034,5.5556,-0.049,14.0351,0.125,237.8378,0.305,3488.8889,0.516,0.578,0.933,1.5234,4.0,4.0,225.8053,232.2462,2.0,2.0,11523.3108,2246.6132,-0.078,89.0141,0.1,89.7855,0.068,88.7417,-0.776,6.8871,-1.139,3.2285,0.219,37.4286,0.185,232.1429,0.479,1.2685,0.957,3.2356,-0.003,105.4545,0.1,89.7436,0.07,88.2943,-0.034,158.6207,-0.049,153.2609,0.125,76.0563,0.305,2246.1538,0.516,0.7692,0.933,0.0,"(1, 2.5369978858350977, np.float64(6.275105184383851), np.float64(89.68522544663958), 451.610668598738, 49.1221198156682, 474.6652163001038, np.int64(-12))",
