ticker,round,episodes_seen,transitions_added,avg_reward,avg_loss,last_reward,last_loss
DT,1,23,25898,-3.093625,0.00347,7.431324,0.002163
TY,1,23,25392,-1.167099,0.003486,7.830947,0.00444
UB,1,23,25898,-11.24282,0.003494,-2.12748,0.002696
US,1,23,25392,2.859869,0.003475,9.626391,0.00196
