episode,reward,steps,epsilon_end,last_loss
1,-8.288842,1257,0.293715,0.002332
2,-4.108516,1257,0.28743,0.002584
3,-2.442117,1257,0.281145,0.002392
4,-1.69534,1257,0.27486,0.003603
5,-3.529078,1257,0.268575,0.001717
6,-4.256802,1257,0.26229,0.002069
7,-2.47024,1257,0.256005,0.001652
8,-2.946146,1257,0.24972,0.001862
9,-5.997047,1257,0.243435,0.002304
