episode,reward,steps,epsilon_end,last_loss
1,-3.069284,1500,0.2925,0.002483
2,-2.585035,1500,0.285,0.002193
3,-1.812205,1500,0.2775,0.003003
4,-2.195511,1500,0.27,0.002465
5,-0.836643,1500,0.2625,0.002921
6,-3.922561,1500,0.255,0.001936
7,-0.863491,1500,0.2475,0.003112
8,-1.229224,1500,0.24,0.002738
9,-1.503529,1500,0.2325,0.00252
10,0.717506,1500,0.225,0.00306
11,-0.975173,1500,0.2175,0.002818
12,-2.828317,1500,0.21,0.003463
13,-3.458103,1500,0.2025,0.002907
14,-2.513895,1500,0.195,0.00298
15,-1.735872,1500,0.1875,0.003824
16,-1.236682,1500,0.18,0.002549
17,2.0657,1500,0.1725,0.002607
18,2.718746,1500,0.165,0.004776
19,0.494696,1500,0.1575,0.003993
20,1.432589,1500,0.15,0.003256
21,0.495281,1500,0.1425,0.002268
22,1.347248,1500,0.135,0.006127
23,0.956451,1500,0.1275,0.003706
24,0.848356,1500,0.12,0.003441
25,2.425198,1500,0.1125,0.001975
26,2.924099,1500,0.105,0.002648
27,2.254996,1500,0.0975,0.002501
28,1.865048,1500,0.09,0.001846
29,2.434702,1500,0.0825,0.003137
30,1.987775,1500,0.075,0.002807
31,4.544397,1500,0.0675,0.002885
32,3.986976,1500,0.06,0.001774
33,2.868683,1500,0.0525,0.003579
34,2.871294,1500,0.05,0.002559
35,3.871141,1500,0.05,0.004742
36,3.846008,1500,0.05,0.002795
37,3.297239,1500,0.05,0.002489
38,3.951536,1500,0.05,0.00314
39,2.201153,1500,0.05,0.003302
40,4.410411,1500,0.05,0.00347
41,3.63066,1500,0.05,0.001647
42,2.5855,1500,0.05,0.005414
43,3.753521,1500,0.05,0.003818
44,3.11425,1500,0.05,0.002294
45,2.784499,1500,0.05,0.003793
46,2.892752,1500,0.05,0.001837
47,2.416902,1500,0.05,0.001974
48,2.990265,1500,0.05,0.003706
49,4.384758,1500,0.05,0.002725
50,2.774125,1500,0.05,0.00308
51,3.392638,1500,0.05,0.002477
