episode,reward,steps,epsilon_end,last_loss
1,-8.660103,1500,0.2925,0.001678
2,-4.229434,1500,0.285,0.002356
3,-2.422573,1500,0.2775,0.001499
4,-3.023006,1500,0.27,0.002212
5,-2.594654,1500,0.2625,0.002111
6,-3.419865,1500,0.255,0.001163
7,-2.03437,1500,0.2475,0.00205
8,-2.317021,1500,0.24,0.000743
9,-3.900546,1500,0.2325,0.002487
10,-3.793372,1500,0.225,0.001066
11,-1.435058,1500,0.2175,0.001651
12,-0.990764,1500,0.21,0.000839
13,-0.840324,1500,0.2025,0.001254
14,-1.506705,1500,0.195,0.001774
15,-2.774334,1500,0.1875,0.000847
16,-0.585003,1500,0.18,0.000568
17,-1.426502,1500,0.1725,0.000758
18,-2.005727,1500,0.165,0.001798
19,-1.020306,1500,0.1575,0.000622
20,-1.553626,1500,0.15,0.00137
21,-0.412489,1500,0.1425,0.001291
22,0.196961,1500,0.135,0.000644
23,-0.012982,1500,0.1275,0.000903
24,0.687378,1500,0.12,0.001413
25,-1.00358,1500,0.1125,0.000716
26,1.608489,1500,0.105,0.001406
27,-0.903409,1500,0.0975,0.001057
28,0.314364,1500,0.09,0.000835
29,1.63238,1500,0.0825,0.001202
30,0.55563,1500,0.075,0.001535
31,0.473368,1500,0.0675,0.000648
32,2.821951,1500,0.06,0.001184
33,2.541566,1500,0.0525,0.001006
34,2.870903,1500,0.05,0.001036
35,2.13738,1500,0.05,0.001072
36,1.229794,1500,0.05,0.001121
37,2.908402,1500,0.05,0.001239
38,1.571003,1500,0.05,0.000835
39,1.776044,1500,0.05,0.001061
40,1.792346,1500,0.05,0.001411
41,1.482676,1500,0.05,0.001117
42,1.244557,1500,0.05,0.001681
43,1.743738,1500,0.05,0.000663
44,1.713166,1500,0.05,0.001992
45,0.91589,1500,0.05,0.000814
46,2.808216,1500,0.05,0.000926
47,1.495883,1500,0.05,0.000354
48,2.22178,1500,0.05,0.001439
49,1.530228,1500,0.05,0.001302
50,2.680255,1500,0.05,0.00104
51,2.303897,1500,0.05,0.000547
52,1.503437,1500,0.05,0.000491
53,1.685578,1500,0.05,0.000931
54,1.710487,1500,0.05,0.000796
55,2.408972,1500,0.05,0.000892
56,1.820499,1500,0.05,0.000707
57,2.054807,1500,0.05,0.001031
