ticker,round,episodes_seen,transitions_added,avg_reward,avg_loss,last_reward,last_loss
AN,2,23,34500,2.511777,0.001655,11.98479,0.001806
BN,2,23,34500,0.038709,0.001612,3.166714,0.002048
CN,2,23,34500,-0.123256,0.001587,4.665027,0.001678
DX,2,23,34500,-0.907356,0.001542,4.159313,0.002867
FN,2,23,34500,1.488021,0.001576,5.985717,0.003101
JN,2,23,34500,-3.617882,0.00161,-0.716314,0.001441
MP,2,23,34500,-0.624899,0.001634,5.3994,0.002127
NK,2,23,34500,6.232123,0.001668,16.157825,0.001948
SN,2,23,34500,-2.565022,0.00159,0.596912,0.002581
