episode,reward,steps,epsilon_end,last_loss
1,-47.038416,1500,0.2925,0.004529
2,-44.159603,1500,0.285,0.005293
3,-43.869027,1500,0.2775,0.006862
4,-44.71516,1500,0.27,0.003855
5,-46.416388,1500,0.2625,0.005843
6,-38.157444,1500,0.255,0.003748
7,-36.44988,1500,0.2475,0.003014
8,-41.183693,1500,0.24,0.005853
9,-41.886874,1500,0.2325,0.003299
10,-37.195164,1500,0.225,0.003473
11,-32.744893,1500,0.2175,0.004791
12,-36.538518,1500,0.21,0.003724
13,-36.907118,1500,0.2025,0.004444
14,-32.715149,1500,0.195,0.00448
15,-35.536116,1500,0.1875,0.006108
16,-30.671837,1500,0.18,0.00492
17,-29.274693,1500,0.1725,0.004964
18,-25.456457,1500,0.165,0.002495
19,-30.595281,1500,0.1575,0.00505
20,-31.394787,1500,0.15,0.002987
21,-28.851998,1500,0.1425,0.003869
22,-23.720707,1500,0.135,0.003294
23,-21.959282,1500,0.1275,0.005207
24,-22.22037,1500,0.12,0.004479
25,-21.148911,1500,0.1125,0.004734
26,-20.263869,1500,0.105,0.003197
27,-17.482135,1500,0.0975,0.003846
28,-18.536222,1500,0.09,0.007356
29,-16.762532,1500,0.0825,0.003254
30,-16.221404,1500,0.075,0.005137
31,-15.319498,1500,0.0675,0.004899
32,-16.28913,1500,0.06,0.004493
33,-13.237702,1500,0.0525,0.005676
34,-12.110374,1500,0.05,0.005563
35,-15.252371,1500,0.05,0.005102
36,-14.047376,1500,0.05,0.004125
37,-11.494652,1500,0.05,0.003189
38,-12.763873,1500,0.05,0.0036
39,-11.085877,1500,0.05,0.003805
40,-12.687068,1500,0.05,0.005139
41,-13.438418,1500,0.05,0.005216
42,-12.084534,1500,0.05,0.003026
43,-11.48896,1500,0.05,0.003214
44,-12.323132,1500,0.05,0.00416
45,-11.23106,1500,0.05,0.002965
46,-13.409433,1500,0.05,0.00324
47,-12.558473,1500,0.05,0.004299
48,-10.450054,1500,0.05,0.005348
49,-10.696066,1500,0.05,0.002997
50,-12.495027,1500,0.05,0.004277
51,-10.285594,1500,0.05,0.004939
52,-10.90255,1500,0.05,0.005816
53,-11.492825,1500,0.05,0.004199
54,-11.438004,1500,0.05,0.00448
55,-14.281185,1500,0.05,0.004479
56,-12.945188,1500,0.05,0.004341
57,-10.258588,1500,0.05,0.006579
58,-14.144093,1500,0.05,0.004525
59,-13.089402,1500,0.05,0.004836
60,-12.566158,1500,0.05,0.003858
61,-11.088106,1500,0.05,0.003477
62,-13.48669,1500,0.05,0.006018
63,-13.089849,1500,0.05,0.004286
64,-10.825439,1500,0.05,0.002882
65,-12.427296,1500,0.05,0.002845
66,-11.519709,1500,0.05,0.004428
67,-13.349243,1500,0.05,0.004331
68,-11.419435,1500,0.05,0.00446
69,-14.012771,1500,0.05,0.003142
70,-9.885249,1500,0.05,0.003404
71,-11.540657,1500,0.05,0.003295
72,-14.627735,1500,0.05,0.003583
73,-12.831267,1500,0.05,0.005095
74,-12.33703,1500,0.05,0.003732
75,-12.758264,1500,0.05,0.003571
76,-13.006311,1500,0.05,0.005282
77,-11.609757,1500,0.05,0.004444
78,-12.787832,1500,0.05,0.003739
79,-14.212434,1500,0.05,0.003533
80,-11.663659,1500,0.05,0.003535
81,-12.597681,1500,0.05,0.003416
82,-10.742292,1500,0.05,0.002783
83,-13.46457,1500,0.05,0.004788
84,-12.832996,1500,0.05,0.004003
85,-10.623792,1500,0.05,0.004103
86,-10.821424,1500,0.05,0.003544
87,-12.333694,1500,0.05,0.004412
88,-12.80177,1500,0.05,0.004228
89,-13.08809,1500,0.05,0.002814
90,-14.907817,1500,0.05,0.003585
