episode,cycle,round,ticker,reward,steps,epsilon_end,mean_loss,last_loss,learn_steps,target_updates,replay_size
1,1,2,ZL,-6.612896,1500,0.2925,0.000978,0.000817,1437,1,1500
2,1,2,NR,-5.344103,1500,0.285,0.001011,0.000722,2937,2,3000
3,1,2,CC,-5.782187,1500,0.2775,0.001198,0.001091,4437,4,4500
4,1,2,ZH,-3.096284,1500,0.27,0.001205,0.001636,5937,5,5000
5,1,2,ZK,-5.357261,1500,0.2625,0.001265,0.000634,7437,7,5000
6,1,2,JO,-5.587181,1500,0.255,0.00119,0.000319,8937,8,5000
7,1,2,KC,-5.329777,1500,0.2475,0.001222,0.000822,10437,10,5000
8,1,2,ZT,-6.9895,1500,0.24,0.00125,0.001386,11937,11,5000
9,1,2,ZP,-8.290025,1500,0.2325,0.001238,0.001332,13437,13,5000
10,1,2,ZU,-3.700647,1500,0.225,0.001147,0.00077,14937,14,5000
11,1,2,ZI,-6.418938,1500,0.2175,0.001012,0.000749,16437,16,5000
12,1,2,ZO,-2.539191,1500,0.21,0.000979,0.0015,17937,17,5000
13,1,2,ZW,-9.106428,1500,0.2025,0.001081,0.001043,19437,19,5000
14,1,2,ZF,-15.088215,1500,0.195,0.001086,0.001259,20937,20,5000
15,1,2,ZR,-2.680253,1500,0.1875,0.001115,0.001602,22437,22,5000
16,1,2,ZN,-3.959214,1500,0.18,0.001104,0.000317,23937,23,5000
17,1,2,LB,-1.413481,1500,0.1725,0.001077,0.001525,25437,25,5000
18,1,2,SB,-6.149102,1500,0.165,0.001394,0.001394,26937,26,5000
19,1,2,ZC,-0.942915,1500,0.1575,0.001588,0.00173,28437,28,5000
20,1,2,KW,-5.616821,1500,0.15,0.001608,0.001753,29937,29,5000
21,1,2,ZG,-3.077823,1500,0.1425,0.001475,0.001246,31437,31,5000
22,1,2,ZZ,-5.56922,1500,0.135,0.001395,0.00107,32937,32,5000
23,1,2,GI,-2.686144,1500,0.1275,0.001393,0.001126,34437,34,5000
24,1,2,DA,-5.642146,1500,0.12,0.001494,0.001235,35937,35,5000
25,2,2,KW,-0.914634,1500,0.1125,0.001558,0.001861,37437,37,5000
26,2,2,ZU,-1.449439,1500,0.105,0.001522,0.001085,38937,38,5000
27,2,2,GI,-0.561198,1500,0.0975,0.001531,0.001867,40437,40,5000
28,2,2,NR,-3.742798,1500,0.09,0.001681,0.000726,41937,41,5000
29,2,2,KC,-0.401223,1500,0.0825,0.00157,0.001051,43437,43,5000
30,2,2,ZN,-5.183056,1500,0.075,0.001537,0.001883,44937,44,5000
31,2,2,ZK,-2.449665,1500,0.0675,0.0014,0.000988,46437,46,5000
32,2,2,DA,-2.835045,1500,0.06,0.001317,0.00155,47937,47,5000
33,2,2,ZP,-0.899415,1500,0.0525,0.001377,0.001149,49437,49,5000
34,2,2,ZZ,-3.013398,1500,0.05,0.001266,0.001371,50937,50,5000
35,2,2,ZG,-0.454297,1500,0.05,0.001237,0.001285,52437,52,5000
36,2,2,ZC,-0.118821,1500,0.05,0.001239,0.001447,53937,53,5000
37,2,2,CC,0.104908,1500,0.05,0.001262,0.001636,55437,55,5000
38,2,2,ZL,-0.052792,1500,0.05,0.001366,0.001951,56937,56,5000
39,2,2,ZH,0.514614,1500,0.05,0.001476,0.001493,58437,58,5000
40,2,2,ZT,-5.123898,1500,0.05,0.001438,0.000825,59937,59,5000
41,2,2,SB,0.331724,1500,0.05,0.001416,0.00114,61437,61,5000
42,2,2,JO,-1.725765,1500,0.05,0.001611,0.001552,62937,62,5000
43,2,2,LB,-5.204938,1500,0.05,0.001505,0.002994,64437,64,5000
44,2,2,ZF,-3.88256,1500,0.05,0.001408,0.001376,65937,65,5000
45,2,2,ZW,-2.037939,1500,0.05,0.001001,0.000988,67437,67,5000
46,2,2,ZI,-2.127409,1500,0.05,0.000848,0.000768,68937,68,5000
47,2,2,ZR,-2.252052,1500,0.05,0.00084,0.000381,70437,70,5000
48,2,2,ZO,0.013173,1500,0.05,0.001011,0.000494,71937,71,5000
49,3,2,KW,0.174733,1500,0.05,0.000991,0.000668,73437,73,5000
50,3,2,ZU,1.003281,1500,0.05,0.000958,0.000402,74937,74,5000
51,3,2,ZK,-3.028174,1500,0.05,0.001155,0.002002,76437,76,5000
52,3,2,GI,1.322461,1500,0.05,0.001297,0.001159,77937,77,5000
53,3,2,ZR,0.713469,1500,0.05,0.001371,0.002162,79437,79,5000
54,3,2,ZL,1.071782,1500,0.05,0.001369,0.001364,80937,80,5000
55,3,2,ZZ,-4.019906,1500,0.05,0.001398,0.001853,82437,82,5000
56,3,2,KC,-1.566201,1500,0.05,0.001458,0.000848,83937,83,5000
57,3,2,ZT,-2.132022,1500,0.05,0.001366,0.002217,85437,85,5000
58,3,2,NR,-2.645921,1500,0.05,0.0013,0.000593,86937,86,5000
59,3,2,ZP,-1.212252,1500,0.05,0.001181,0.001722,88437,88,5000
60,3,2,ZG,-3.228857,1500,0.05,0.001146,0.000602,89937,89,5000
61,3,2,DA,-3.079294,1500,0.05,0.001223,0.001208,91437,91,5000
62,3,2,JO,-1.38439,1500,0.05,0.001291,0.00043,92937,92,5000
63,3,2,ZW,-1.282132,1500,0.05,0.00141,0.001784,94437,94,5000
64,3,2,CC,-1.892633,1500,0.05,0.00132,0.000659,95937,95,5000
65,3,2,ZN,-5.907729,1500,0.05,0.001217,0.001361,97437,97,5000
66,3,2,ZH,-1.539614,1500,0.05,0.000978,0.001234,98937,98,5000
67,3,2,ZF,-4.879179,1500,0.05,0.000854,0.001337,100437,100,5000
68,3,2,ZI,0.90426,1500,0.05,0.000937,0.000332,101937,101,5000
69,3,2,LB,-2.459535,1500,0.05,0.001085,0.000926,103437,103,5000
70,3,2,ZC,-1.225363,1500,0.05,0.001107,0.00103,104937,104,5000
71,3,2,SB,3.485433,1500,0.05,0.001214,0.001264,106437,106,5000
