11/05/1997,3830.0,3892.0,3818.5,3858.0,15757,84892
11/06/1997,3851.0,3862.0,3806.5,3824.5,35267,88164
11/07/1997,3750.0,3754.0,3674.0,3739.0,13359,93949
11/10/1997,3742.5,3789.0,3735.5,3745.0,13846,91102
11/11/1997,3720.0,3752.0,3711.5,3741.0,24822,90975
11/12/1997,3700.0,3724.0,3653.5,3709.0,18857,94447
11/13/1997,3708.0,3737.0,3694.5,3709.0,24509,92256
11/14/1997,3725.0,3780.0,3672.5,3679.0,20051,93595
11/17/1997,3800.0,3839.0,3787.5,3837.5,21068,93901
11/18/1997,3845.5,3872.0,3806.5,3858.0,24622,93443
11/19/1997,3795.0,3895.0,3794.0,3888.0,22553,92312
11/20/1997,3898.0,3954.0,3891.5,3942.5,23128,91803
11/21/1997,3978.0,3998.0,3945.0,3946.0,23606,92245
11/24/1997,3935.0,3939.5,3830.0,3844.0,22054,93368
11/25/1997,3849.0,3883.5,3820.0,3865.0,19489,92530
11/26/1997,3911.0,3951.0,3902.0,3939.0,11710,89629
11/27/1997,3970.0,3985.5,3958.0,3974.5,9189,87682
11/28/1997,3969.5,3989.0,3946.0,3987.0,26102,92344
12/01/1997,4049.0,4145.0,4037.0,4130.0,22225,91834
12/02/1997,4132.0,4140.0,4077.0,4100.0,18404,92700
12/03/1997,4100.0,4123.0,4060.5,4075.0,23925,94020
12/04/1997,4108.0,4180.0,4095.5,4163.0,22867,92640
12/05/1997,4143.0,4202.5,4121.0,4195.0,19006,94111
12/08/1997,4235.0,4247.0,4192.0,4216.0,18966,95575
12/09/1997,4225.0,4231.5,4171.0,4195.0,22382,97575
12/10/1997,4180.0,4185.0,4102.5,4112.0,33449,100401
12/11/1997,4132.258652543417,4150.491439832492,4100.857741101121,4112.0,24563,98294
12/12/1997,4116.558196822269,4178.853553393275,4116.558196822269,4156.569035595517,28291,99159
12/15/1997,4160.6207661042,4183.411750215544,4121.622859958123,4122.6357925852935,51803,99160
12/16/1997,4169.230693435152,4251.278236235989,4147.959108264565,4246.720039413721,55989,111639
12/17/1997,4244.187707845794,4289.769676068481,4224.435521615963,4244.694174159379,51084,98767
12/18/1997,4260.394629880528,4279.640349796773,4231.019583692573,4254.823500431087,23538,100675
12/19/1997,4174.295356571007,4183.411750215544,4133.778051484173,4147.452641950979,12646,70204
12/22/1997,4163.153097672127,4228.487252124646,4115.038797881512,4219.877324793694,15000,78167
12/23/1997,4213.799729030669,4244.694174159379,4191.515211232911,4223.9290553023775,14860,78165
12/29/1997,4232.032516319744,4365.739623106294,4218.864392166523,4365.739623106294,10282,75673
12/30/1997,4391.062938785565,4402.205197684444,4317.625323315679,4333.832245350412,13474,75000
01/02/1998,4375.868949378002,4459.942357433181,4365.2331567927085,4453.864761670156,18475,77173
01/05/1998,4429.0479123044715,4516.666584554749,4413.347456583323,4509.576056164552,17772,77378
01/06/1998,4517.679517181919,4517.679517181919,4428.541445990886,4447.280699593546,20617,77971
01/07/1998,4432.593176499569,4484.252740485282,4408.789259761054,4424.489715482202,24759,79063
01/08/1998,4446.774233279961,4486.785072053209,4358.142628402513,4372.83015149649,26852,80057
01/09/1998,4353.584431580244,4390.050006158394,4310.028328611898,4324.715851705875,39028,84768
01/12/1998,4150.997906146077,4215.825594285011,4129.219854661905,4211.773863776327,25993,83289
01/13/1998,4279.640349796773,4290.782608695652,4219.877324793694,4233.045448946915,26277,85237
01/14/1998,4301.924867594532,4301.924867594532,4215.825594285011,4220.38379110728,22998,84081
01/15/1998,4204.683335386131,4244.187707845794,4198.605739623106,4221.903190048036,20084,84116
01/16/1998,4253.304101490331,4304.963665476044,4249.758837295233,4302.937800221703,18345,85624
01/19/1998,4336.3645769183395,4384.478876708955,4327.754649587388,4368.778420987806,21897,85951
01/20/1998,4356.623229461757,4404.231062938786,4345.480970562878,4390.050006158394,25513,88396
01/21/1998,4409.802192388225,4409.802192388225,4325.2223180194605,4329.780514841729,29814,90244
01/22/1998,4287.74381081414,4320.664121197192,4244.187707845794,4312.560660179825,25165,92231
01/23/1998,4308.002463357557,4353.077965266659,4282.1726813647,4286.730878186969,21677,91123
01/26/1998,4234.058381574086,4355.610296834586,4222.409656361621,4341.4292400541935,21070,92298
01/27/1998,4334.338711663998,4399.166399802932,4324.20938539229,4391.569405099151,29948,92298
01/28/1998,4388.024140904053,4485.2656731124525,4388.024140904053,4467.032885823377,29600,92298
