episode,reward,steps,epsilon_end,last_loss
1,-2.682976,1253,0.293735,0.001769
2,-1.867927,1253,0.28747,0.002701
3,-1.604797,1253,0.281205,0.001423
4,-1.605359,1253,0.27494,0.002726
5,-1.314591,1253,0.268675,0.002371
6,-2.951107,1253,0.26241,0.001832
7,-2.199901,1253,0.256145,0.0011
8,-2.08576,1253,0.24988,0.002046
9,-0.228691,1253,0.243615,0.001299
10,0.177556,1253,0.23735,0.001231
11,-2.262142,1253,0.231085,0.00159
12,-0.96224,1253,0.22482,0.001523
13,-1.472243,1253,0.218555,0.001677
14,-3.154654,1253,0.21229,0.001138
15,-0.804183,1253,0.206025,0.001069
