contract,round,date,position,return
DT,1,2011-01-03,1.0,0.0
DT,1,2011-01-04,1.0,-0.004259637588460048
DT,1,2011-01-05,1.0,-0.08139907351278486
DT,1,2011-01-06,1.0,0.059361764104638816
DT,1,2011-01-07,1.0,0.043359839682346
DT,1,2011-01-10,1.0,-0.003068292704870134
DT,1,2011-01-11,1.0,-0.033069143391239
DT,1,2011-01-12,1.0,-0.1338681947117025
DT,1,2011-01-13,1.0,0.018113115050114217
DT,1,2011-01-14,1.0,-0.030388390738248502
DT,1,2011-01-17,1.0,0.005425299096036954
DT,1,2011-01-18,1.0,-0.050539772589658465
DT,1,2011-01-19,1.0,0.010184127156589482
DT,1,2011-01-20,1.0,-0.0712572407096922
DT,1,2011-01-21,1.0,-6.795417650229706e-05
DT,1,2011-01-24,1.0,0.010240936273730794
DT,1,2011-01-25,1.0,0.033693538988773405
DT,1,2011-01-26,1.0,-0.06893650572579012
DT,1,2011-01-27,1.0,-0.004715156786432114
DT,1,2011-01-28,1.0,0.032823063911349176
DT,1,2011-01-31,1.0,-0.03217638617521253
DT,1,2011-02-01,1.0,-0.05551010053173675
DT,1,2011-02-02,1.0,-0.027922376801741828
DT,1,2011-02-03,1.0,0.037625616241962895
DT,1,2011-02-04,1.0,-0.06168466683659841
DT,1,2011-02-07,1.0,0.023260237042240308
DT,1,2011-02-08,1.0,-0.02563719562928471
DT,1,2011-02-09,1.0,0.006365250479732384
DT,1,2011-02-10,1.0,-0.043975715978572805
DT,1,2011-02-11,1.0,0.03307084204670942
DT,1,2011-02-14,1.0,-0.0019784424269979877
DT,1,2011-02-15,1.0,0.03007093970323337
DT,1,2011-02-16,1.0,0.059627737836566316
DT,1,2011-02-17,1.0,0.07730993935207449
DT,1,2011-02-18,1.0,-0.0714475952452588
DT,1,2011-02-21,1.0,0.07565296273401456
DT,1,2011-02-22,1.0,0.04980694607775857
DT,1,2011-02-23,1.0,-0.001816558026009327
DT,1,2011-02-24,1.0,0.013602861768106732
DT,1,2011-02-25,1.0,0.012059856726201157
DT,1,2011-02-28,1.0,-0.024249301176777645
DT,1,2011-03-01,1.0,0.010617106756369529
DT,1,2011-03-02,1.0,-0.08327064400802
DT,1,2011-03-03,1.0,-0.1375619221721828
DT,1,2011-03-04,1.0,0.0812473338222926
DT,1,2011-03-07,1.0,-0.027891490789636247
DT,1,2011-03-08,1.0,-0.034883471485177404
DT,1,2011-03-09,1.0,0.029236315941552977
DT,1,2011-03-10,1.0,0.06836064158175227
DT,1,2011-03-11,1.0,0.017117870889470446
DT,1,2011-03-14,1.0,-0.016404469109341346
DT,1,2011-03-15,1.0,0.10374716707257203
DT,1,2011-03-16,1.0,0.10269587698984185
DT,1,2011-03-17,1.0,-0.09486978837269168
DT,1,2011-03-18,1.0,-0.044831588061590606
DT,1,2011-03-21,1.0,-0.05429999083614018
DT,1,2011-03-22,1.0,-0.013234810384622323
DT,1,2011-03-23,1.0,0.03625155087054333
DT,1,2011-03-24,1.0,-0.04578227348429274
DT,1,2011-03-25,1.0,-0.03417884071326656
DT,1,2011-03-28,1.0,0.006492566582229113
DT,1,2011-03-29,1.0,-0.07733334724400319
DT,1,2011-03-30,1.0,0.02566358876578818
DT,1,2011-03-31,1.0,-0.033627829796265454
DT,1,2011-04-01,1.0,-0.007507266120724311
DT,1,2011-04-04,1.0,-0.011365366391900748
DT,1,2011-04-05,1.0,-0.024381003485094012
DT,1,2011-04-06,1.0,-0.05262005155524053
DT,1,2011-04-07,1.0,0.011007710333110274
DT,1,2011-04-08,1.0,-0.07846017734929826
DT,1,2011-04-11,1.0,-0.01911960895724301
DT,1,2011-04-12,1.0,0.0781279870901308
DT,1,2011-04-13,1.0,0.03681136299324843
DT,1,2011-04-14,1.0,-0.019133367522763196
DT,1,2011-04-15,1.0,0.08588518117880392
DT,1,2011-04-18,1.0,0.17528385279517114
DT,1,2011-04-19,0.0,-0.04050195279558128
DT,1,2011-04-20,0.0,-0.030838088793232587
DT,1,2011-04-21,0.0,0.0
DT,1,2011-04-26,0.0,0.0
DT,1,2011-04-27,0.0,-0.0
DT,1,2011-04-28,0.0,0.0
DT,1,2011-04-29,0.0,0.0
DT,1,2011-05-02,0.0,-0.0
DT,1,2011-05-03,0.0,-0.0
DT,1,2011-05-04,0.0,-0.0
DT,1,2011-05-05,0.0,0.0
DT,1,2011-05-06,0.0,0.0
DT,1,2011-05-09,0.0,0.0
DT,1,2011-05-10,0.0,-0.0
DT,1,2011-05-11,0.0,0.0
DT,1,2011-05-12,0.0,-0.0
DT,1,2011-05-13,0.0,0.0
DT,1,2011-05-16,0.0,-0.0
DT,1,2011-05-17,0.0,0.0
DT,1,2011-05-18,0.0,-0.0
DT,1,2011-05-19,0.0,0.0
DT,1,2011-05-20,0.0,0.0
DT,1,2011-05-23,0.0,0.0
DT,1,2011-05-24,0.0,-0.0
DT,1,2011-05-25,0.0,0.0
DT,1,2011-05-26,0.0,0.0
DT,1,2011-05-27,0.0,-0.0
DT,1,2011-05-30,0.0,0.0
DT,1,2011-05-31,0.0,-0.0
DT,1,2011-06-01,0.0,0.0
DT,1,2011-06-02,0.0,-0.0
DT,1,2011-06-03,0.0,-0.0
DT,1,2011-06-06,0.0,0.0
DT,1,2011-06-07,0.0,-0.0
DT,1,2011-06-08,0.0,0.0
DT,1,2011-06-09,0.0,0.0
DT,1,2011-06-10,0.0,0.0
DT,1,2011-06-13,0.0,-0.0
DT,1,2011-06-14,0.0,-0.0
DT,1,2011-06-15,0.0,0.0
DT,1,2011-06-16,0.0,0.0
DT,1,2011-06-17,0.0,-0.0
DT,1,2011-06-20,0.0,-0.0
DT,1,2011-06-21,0.0,-0.0
DT,1,2011-06-22,0.0,0.0
DT,1,2011-06-23,0.0,0.0
DT,1,2011-06-24,0.0,0.0
DT,1,2011-06-27,0.0,-0.0
DT,1,2011-06-28,0.0,-0.0
DT,1,2011-06-29,0.0,-0.0
DT,1,2011-06-30,0.0,-0.0
DT,1,2011-07-01,0.0,-0.0
DT,1,2011-07-04,0.0,0.0
DT,1,2011-07-05,0.0,0.0
DT,1,2011-07-06,0.0,0.0
DT,1,2011-07-07,0.0,-0.0
DT,1,2011-07-08,0.0,0.0
DT,1,2011-07-11,0.0,0.0
DT,1,2011-07-12,0.0,-0.0
DT,1,2011-07-13,0.0,-0.0
