date,regime,regime_prob_0,regime_prob_1,regime_prob_2
2004-04-05,0,0.7396252816867089,0.12104244555293399,0.13933227276038918
2004-04-06,2,0.00329700515018407,0.026404724474296128,0.9702982703755181
2004-04-07,2,0.0013179900847613665,3.3143281490149255e-05,0.9986488666337715
2004-04-08,2,4.4665553998543085e-05,0.0005902446426868666,0.9993650898033503
2004-04-12,2,1.8528926674699123e-06,0.0007764826964534629,0.9992216644108746
2004-04-13,2,6.966394304592433e-09,0.04349500224663229,0.9565049907869365
2004-04-14,1,4.4759689551274395e-08,0.945550107282455,0.0544498479578352
2004-04-15,1,4.089238080946324e-07,0.9999492698652784,5.032121087174002e-05
2004-04-16,1,1.708027008873642e-10,0.9998199316446603,0.00018006818454593067
2004-04-19,2,6.638092266897057e-11,0.2243481091533928,0.7756518907802273
2004-04-20,2,6.991833248715112e-13,0.0004040671825434605,0.999595932816739
2004-04-21,2,2.304487208922498e-16,1.1210725493492612e-07,0.9999998878927335
2004-04-22,2,2.0464642232588417e-20,2.953622771271813e-09,0.999999997046416
2004-04-23,2,6.962201389066229e-20,2.5610560791713972e-08,0.9999999743894253
2004-04-26,2,8.1115387246868e-20,0.00028570114751466256,0.9997142988524477
2004-04-27,2,1.517568789963723e-16,0.044887399516152775,0.9551126004838024
2004-04-28,1,3.617440849947391e-14,0.8251999072830973,0.17480009271687616
2004-04-29,1,8.957031396533516e-14,0.8951843651956365,0.10481563480424859
2004-04-30,1,6.366846132201223e-14,0.9171518089554054,0.0828481910444839
2004-05-03,1,3.8021594957438914e-15,0.6197552154228977,0.38024478457706185
2004-05-04,2,2.592007490022193e-16,0.003377509996233719,0.9966224900037756
2004-05-05,2,2.513779067693059e-17,0.0023165072774038245,0.9976834927226175
2004-05-06,2,7.810860722779263e-16,0.03620860623183175,0.9637913937681902
2004-05-07,2,1.5555523756216078e-17,0.07289640874764121,0.927103591252407
2004-05-10,2,1.253077228526016e-20,0.033823126869945236,0.9661768731300965
2004-05-11,1,4.920967623934902e-19,0.86922999613883,0.13077000386120433
2004-05-12,1,1.864024179662368e-16,0.9705784739194675,0.02942152608053975
2004-05-13,1,1.2927992687393162e-14,0.9970851302169949,0.0029148697829423967
2004-05-14,1,2.6176316792776048e-12,0.9990487238247878,0.0009512761725493342
2004-05-17,1,6.162464640771733e-08,0.999798781168974,0.00020115720637653512
2004-05-18,1,0.0002159486660611083,0.9997398478229463,4.420351100885314e-05
2004-05-19,1,0.05120593134574661,0.9477273438637859,0.0010667247904344505
2004-05-20,2,0.17180655400246375,0.05940195556112913,0.7687914904363925
2004-05-21,2,0.016475403093436074,7.820417165626491e-05,0.9834463927348586
2004-05-24,2,0.006347740912152941,5.6098255138392236e-05,0.993596160832732
