date,net_pnl,cum_wealth
2004-03-29,0.05511408901177697,1.055114089011777
2004-03-30,-0.019709206161071698,1.0354048828507052
2004-03-31,-0.007709552901038871,1.0276953299496665
2004-04-01,0.04084005352018213,1.0685353834698486
2004-04-02,0.06601177959320827,1.1345471630630568
2004-04-05,0.029137585081727178,1.163684748144784
2004-04-06,-0.03039823924222078,1.1332865089025632
2004-04-07,-0.006819378516658751,1.1264671303859044
2004-04-08,-0.00558270313390813,1.1208844272519962
2004-04-12,0.021024952331753298,1.1419093795837496
2004-04-13,-0.04155829257839375,1.1003510870053559
2004-04-14,-0.012997657792819783,1.0873534292125362
2004-04-15,-0.020668717692144914,1.0666847115203912
2004-04-16,0.03642023645443337,1.1031049479748245
2004-04-19,0.0058473163717603785,1.108952264346585
2004-04-20,-0.0487663794789508,1.0601858848676342
2004-04-21,0.016037919930810093,1.0762238047984443
2004-04-22,0.06360506310289739,1.1398288679013415
2004-04-23,0.004084039649828455,1.14391290755117
2004-04-26,-0.0033929873343356708,1.1405199202168343
2004-04-27,-0.00039324037895133705,1.140126679837883
2004-04-28,-0.073186620249559,1.066940059588324
2004-04-29,-0.05482106438437864,1.0121189952039453
2004-04-30,-0.03910644106688176,0.9730125541370637
2004-05-03,0.0436431685800641,1.0166557227171278
2004-05-04,0.008550960469686215,1.025206683186814
2004-05-05,0.034072483832088246,1.0592791670189021
2004-05-06,-0.06778024680638296,0.9914989202125193
2004-05-07,-0.05585734542172505,0.9356415747907942
2004-05-10,-0.08044977250551101,0.8551918022852831
2004-05-11,0.04786313361807162,0.9030549359033548
2004-05-12,-0.008138633314832914,0.8949163025885218
2004-05-13,0.006241039045521532,0.9011573416340435
2004-05-14,-0.008147231003039173,0.8930101106310042
2004-05-17,-0.04515452097730555,0.8478555896536987
2004-05-18,0.025266062221554655,0.8731216518752534
2004-05-19,0.016331348962369378,0.8894530008376227
2004-05-20,-0.003405450380564862,0.8860475504570579
2004-05-21,0.006772430839087473,0.8928199812961454
2004-05-24,0.03048355391911313,0.9233035352152585
2004-05-25,0.052626172274189906,0.9759297074894484
2004-05-26,0.020213036620792782,0.9961427441102412
2004-05-27,0.026386577215421616,1.0225293213256628
2004-05-28,-0.011413434686505358,1.0111158866391574
2004-05-31,0.012559954398596454,1.023675841037754
2004-06-01,-0.0040583016586606966,1.0196175393790932
2004-06-02,0.017822522821539163,1.0374400622006323
2004-06-03,-0.03971945837536157,0.9977206038252708
2004-06-04,0.043080931925035884,1.0408015357503067
2004-06-07,0.0687378596893577,1.1095393954396644
2004-06-08,0.00752193519343301,1.1170613306330974
2004-06-09,-0.04599640948724075,1.0710649211458567
2004-06-10,0.02087983362352488,1.0919447547693815
2004-06-11,-0.00417506337939333,1.0877696913899881
2004-06-14,-0.06420649216008395,1.0235631992299044
2004-06-15,0.052438017706975246,1.0760012169368796
2004-06-16,0.008503531995871833,1.0845047489327513
2004-06-17,-0.004302428520531293,1.08020232041222
2004-06-18,0.009669415708556612,1.0898717361207766
2004-06-21,-0.014818503064963646,1.075053233055813
2004-06-22,0.002060762749219614,1.0771139958050326
2004-06-23,0.04143141271148197,1.1185454085165145
2004-06-24,0.00035375183483772734,1.1188991603513523
2004-06-25,-0.007806101061760695,1.1110930592895916
2004-06-28,-0.0017767571919114179,1.1093163020976802
2004-06-29,0.010236533572070456,1.1195528356697506
2004-06-30,0.0038910529940322028,1.123443888663783
2004-07-01,-0.06610126245760335,1.0573426262061796
2004-07-02,-0.012799898609995263,1.0445427275961843
2004-07-05,-0.0009251568168310593,1.0436175707793531
2004-07-06,-0.06058532605164741,0.9830322447277058
2004-07-07,0.007114350805657726,0.9901465955333635
2004-07-08,-0.027758688331594714,0.9623879072017688
2004-07-09,0.01406385820963355,0.9764517654114023
2004-07-12,-0.015083759850378436,0.9613680055610239
2004-07-13,0.0011412144791368996,0.9625092200401608
2004-07-14,-0.015369232295459072,0.9471399877447018
2004-07-15,-0.03715626714498425,0.9099837205997174
2004-07-16,-0.017342151687032837,0.8926415689126846
2004-07-19,-0.02284311134399476,0.8697984575686899
2004-07-20,0.06606696868880481,0.9358654262574947
2004-07-21,-0.06831176293393239,0.8675536633235623
2004-07-22,-0.0213047998323768,0.8462488634911856
2004-07-23,-0.03391028549565825,0.8123385779955272
2004-07-26,-0.03533558552072593,0.7770029924748013
2004-07-27,0.06130146506636815,0.8383044575411696
2004-07-28,0.007080085461394709,0.8453845430025642
2004-07-29,0.058669420298351656,0.9040539633009159
2004-07-30,0.005221310011078908,0.9092752733119948
2004-08-02,0.0045870215703828375,0.9138622948823776
2004-08-03,-0.03018972432593883,0.8836725705564388
2004-08-04,-0.011811362594514969,0.8718612079619238
2004-08-05,-0.06698994047974333,0.8048712674821805
2004-08-06,-0.09670918831909575,0.7081620791630847
2004-08-09,-0.013898235147068646,0.694263844016016
2004-08-10,0.058846584804321166,0.7531104288203372
2004-08-11,-0.02020549293966576,0.7329049358806714
2004-08-12,-0.0433290242114353,0.6895759116692362
2004-08-13,0.0012414927591924225,0.6908174044284285
2004-08-16,0.05813899080001776,0.7489563952284464
2004-08-17,0.022974597264997735,0.7719309924934441
2004-08-18,0.0447085605430157,0.8166395530364599
2004-08-19,-0.016341087126556176,0.8002984659099036
2004-08-20,0.037446558429980986,0.8377450243398846
2004-08-23,0.010077145146765191,0.8478221694866498
2004-08-24,0.009268491723122595,0.8570906612097724
2004-08-25,0.027094537023659885,0.8841851982334323
2004-08-26,0.007682076602023089,0.8918672748354554
2004-08-27,0.033087798947547604,0.924955073783003
2004-08-30,-0.04270073782618785,0.8822543359568151
