date,net_pnl,cum_wealth
2004-03-29,-0.007918966830976345,0.9920810331690236
2004-03-30,0.0018154976192098146,0.9938965307882335
2004-03-31,-0.004208002370089789,0.9896885284181437
2004-04-01,-0.004895597898226856,0.9847929305199168
2004-04-02,0.0016144724414242423,0.9864074029613411
2004-04-05,0.0011676258230636373,0.9875750287844047
2004-04-06,-0.0014682528342637425,0.986106775950141
2004-04-07,-0.0011675046353742807,0.9849392713147667
2004-04-08,0.0006013142020128686,0.9855405855167796
2004-04-12,-0.0019642863724482814,0.9835762991443313
2004-04-13,0.009898854066050842,0.9934751532103822
2004-04-14,0.001783295812058969,0.9952584490224411
2004-04-15,0.004630022321417009,0.999888471343858
2004-04-16,-0.004122591293419784,0.9957658800504383
2004-04-19,-0.0021454958789437605,0.9936203841714946
2004-04-20,0.0052934444375355326,0.9989138286090301
2004-04-21,0.005809132626201949,1.004722961235232
2004-04-22,-0.0030672635236974636,1.0016556977115345
2004-04-23,-0.0007465601308119473,1.0009091375807226
2004-04-26,-0.0018790236585389875,0.9990301139221837
2004-04-27,-0.002976635486608102,0.9960534784355756
2004-04-28,0.009755490589869645,1.0058089690254453
2004-04-29,0.0013056186627706937,1.007114587688216
2004-04-30,-0.0009454333976727553,1.006169154290543
2004-05-03,-0.0035012422768998077,1.0026679120136432
2004-05-04,-0.003827989460301024,0.9988399225533423
2004-05-05,-0.0019318253075849099,0.9969080972457574
2004-05-06,0.007679446582271345,1.0045875438280287
2004-05-07,0.007917831807337064,1.0125053756353657
2004-05-10,0.008853779763215571,1.0213591553985812
2004-05-11,-0.0023064011009641984,1.019052754297617
2004-05-12,0.00257214334980295,1.02162489764742
2004-05-13,0.00281745067387984,1.0244423483212999
2004-05-14,0.000596759423337569,1.0250391077446375
2004-05-17,0.0017129656218063762,1.026752073366444
2004-05-18,-0.0013398275120208793,1.025412245854423
2004-05-19,-0.0043192779199611574,1.0210929679344618
2004-05-20,0.0019850025893952306,1.023077970523857
2004-05-21,-0.002277825343330116,1.0208001451805269
2004-05-24,-0.005370908567421737,1.0154292366131052
2004-05-25,-0.005654832583457036,1.0097744040296481
2004-05-26,-0.001964665072278607,1.0078097389573695
2004-05-27,-0.005714173104507663,1.0020955658528619
2004-05-28,0.00042822790901583574,1.0025237937618778
2004-05-31,0.004278993260870997,1.0068027870227487
2004-06-01,-0.0018168669208938732,1.004985920101855
2004-06-02,0.0020314441937145165,1.0070173642955693
2004-06-03,0.004122103892119475,1.0111394681876889
2004-06-04,-0.003664929434070476,1.0074745387536184
2004-06-07,-0.00628261695626466,1.0011919217973537
2004-06-08,0.0014918315916857521,1.0026837533890396
2004-06-09,0.007232851106284661,1.009916604495324
2004-06-10,-0.0007286549180506123,1.0091879495772735
