date,regime,regime_prob_0,regime_prob_1,regime_prob_2
2004-05-12,1,1.7778546098373022e-68,1.0,1.0444688407885128e-126
2004-05-13,1,6.322633310444454e-72,1.0,2.7268548399146376e-163
2004-05-14,1,1.1947532595708256e-50,1.0,4.515562010313715e-132
2004-05-17,1,8.282894252639332e-42,1.0,5.035259988753029e-97
2004-05-18,1,1.0652457238406368e-46,1.0,7.820048828337197e-82
2004-05-19,1,3.607981425530822e-30,1.0,4.6088175257992736e-64
2004-05-20,1,1.0074328469500217e-39,1.0,7.769242894396069e-71
2004-05-21,1,1.6166686851285887e-50,1.0,3.830391139764865e-75
2004-05-24,1,6.074466692819819e-64,1.0,1.0073336434527433e-74
2004-05-25,1,2.0566028176835152e-69,1.0,6.231165610748892e-59
2004-05-26,1,2.8933555173409154e-79,1.0,4.220977235427458e-39
2004-05-27,1,1.578865593925554e-79,1.0,8.128290388210601e-25
2004-05-28,1,1.0404482103091927e-79,1.0,4.265626056340564e-21
2004-05-31,1,1.7145323368447223e-79,1.0,2.8562196983047663e-20
2004-06-01,1,9.216429911378427e-75,1.0,7.415689323059144e-28
2004-06-02,1,9.277946270129159e-82,1.0,6.788924940901856e-31
2004-06-03,1,5.550087061747308e-78,1.0,1.483220100420669e-47
2004-06-04,1,6.689731204364338e-72,1.0,6.999390896287846e-66
2004-06-07,1,8.520039014902376e-66,1.0,9.39492703533471e-58
2004-06-08,1,1.2434864647377866e-61,1.0,8.50466545204863e-69
2004-06-09,1,4.275630709793106e-64,1.0,5.246775934113536e-68
2004-06-10,1,2.1395612098223312e-64,1.0,7.143002632732143e-45
2004-06-11,1,1.7367141988125098e-72,1.0,1.4388553184977435e-41
2004-06-14,1,1.0196429752939097e-72,1.0,1.3357493318012646e-82
2004-06-15,1,1.804566309991306e-58,1.0,9.65755362598284e-106
2004-06-16,1,3.3873658814656257e-54,1.0,8.451368585416521e-74
2004-06-17,1,6.29157956203347e-60,1.0,7.164527187608622e-66
2004-06-18,1,1.248038932046534e-50,1.0,1.6819098820035186e-95
2004-06-21,1,1.756758756823491e-62,1.0,1.78792311437625e-125
2004-06-22,1,3.7349589229555546e-76,1.0,3.70119516298934e-142
2004-06-23,1,4.6032154804494066e-80,1.0,2.5617474316513416e-131
2004-06-24,1,1.5691652753574215e-88,1.0,9.457207039975682e-133
2004-06-25,1,5.855783030617609e-97,1.0,3.290220011109135e-126
2004-06-28,1,4.124631374474535e-104,1.0,1.059230276805045e-125
2004-06-29,1,3.786355436427062e-98,1.0,1.03006764604652e-87
2004-06-30,1,3.311299500489544e-89,1.0,2.719241438605201e-82
2004-07-01,1,6.930228192047636e-87,1.0,3.159824229169703e-89
2004-07-02,1,1.0556221670803394e-90,1.0,9.40317810023117e-91
2004-07-05,1,1.7617955955209673e-85,1.0,8.013701682562576e-88
2004-07-06,1,3.2008388248136864e-94,1.0,8.860622461574268e-68
2004-07-07,1,9.754522556060915e-104,1.0,5.2839229936678604e-92
2004-07-08,1,2.917335834036436e-99,1.0,5.498462588367258e-98
2004-07-09,1,7.82446092289351e-88,1.0,8.682161571457737e-93
2004-07-12,1,2.842100308407654e-52,1.0,8.614193493636324e-111
2004-07-13,1,1.5037644761909778e-50,1.0,7.560397068769942e-134
2004-07-14,1,2.955626438955604e-48,1.0,1.7664291383337047e-117
2004-07-15,1,2.914020110062358e-48,1.0,5.985189179491846e-66
2004-07-16,1,1.0483424416069325e-49,1.0,4.375182143523754e-33
2004-07-19,1,2.8760246143393258e-52,1.0,1.7498521220682327e-31
2004-07-20,1,3.7913957351530177e-53,1.0,2.5317570542278885e-37
2004-07-21,1,2.24868817583569e-48,1.0,2.242539956180645e-42
2004-07-22,1,1.1748126893668448e-46,1.0,5.820869011111046e-54
2004-07-23,1,3.316730483933235e-45,1.0,4.560014784831095e-70
2004-07-26,1,4.156795827328228e-46,1.0,1.8497242614579184e-92
2004-07-27,1,5.835164120038439e-43,1.0,5.343878991903904e-83
2004-07-28,1,3.5699981120077203e-41,1.0,2.9149365280553496e-63
2004-07-29,1,1.6817178299057356e-44,1.0,1.2551223287361074e-47
2004-07-30,1,2.265153173330215e-49,1.0,1.3100786109978956e-40
2004-08-02,1,1.1057906736011051e-54,1.0,1.598764120733509e-43
2004-08-03,1,8.57669272588278e-53,1.0,5.045038385902213e-54
2004-08-04,1,8.896349871267731e-53,1.0,9.84287503600793e-66
2004-08-05,1,8.550678694539643e-35,1.0,5.881819755189559e-53
2004-08-06,1,1.47978807517567e-32,1.0,9.770969163226615e-33
2004-08-09,1,3.2716568671301078e-09,0.9999999967283202,4.738952367270397e-28
2004-08-10,1,1.0931815464707614e-09,0.9999999989067874,3.633886739779882e-36
2004-08-11,1,5.885388474032852e-12,0.9999999999940883,1.1985842092329346e-35
2004-08-12,1,5.921649003300574e-17,1.0,7.738917930586791e-52
2004-08-13,1,3.6870340169871005e-21,1.0,6.367912381876326e-60
2004-08-16,1,1.2781282716982403e-20,1.0,1.8023480607562447e-50
2004-08-17,1,1.5162008533905159e-28,1.0,2.4284726474026613e-39
2004-08-18,1,2.968561541792518e-30,1.0,6.094716002463708e-26
2004-08-19,1,8.889322432189656e-33,1.0,2.5562200300331412e-23
2004-08-20,1,2.285297993080841e-30,0.9999999999997726,2.561760699196644e-13
2004-08-23,1,4.400574890282182e-30,0.9999299335590155,7.006644099179975e-05
2004-08-24,1,7.492413349572291e-32,0.9999999753761134,2.462388266296697e-08
2004-08-25,1,9.15232829874218e-38,0.9999999999525926,4.744057639568316e-11
2004-08-26,1,1.295219321762853e-34,1.0,2.7716171398361822e-17
2004-08-27,1,6.123272575009051e-33,1.0,1.1096975427574978e-33
2004-08-30,1,1.019145616913156e-35,1.0,1.3291863003366181e-44
2004-08-31,1,5.706616447885383e-37,1.0,2.4157315390360038e-45
2004-09-01,1,3.268402927709604e-36,1.0,4.761496378688345e-47
2004-09-02,1,1.9480484590081168e-38,1.0,4.984416113748912e-48
2004-09-03,1,2.47519561432275e-38,1.0,2.6323960622168014e-50
2004-09-06,1,2.343473835851376e-40,1.0,8.789732630510004e-52
2004-09-07,1,5.0228714880680715e-36,1.0,7.076074740735056e-33
2004-09-08,1,3.428128296393206e-37,1.0,3.1831891670698145e-28
2004-09-09,1,7.581127966311684e-40,1.0,1.2948373308326836e-36
2004-09-10,1,3.172711031216726e-33,1.0,2.3709686443517206e-48
2004-09-13,1,1.1153659036163343e-34,1.0,6.066054885542193e-51
2004-09-14,1,8.997769669359841e-38,1.0,4.2556410355835066e-50
2004-09-15,1,1.1399481774270137e-48,1.0,2.302481888600676e-63
2004-09-16,1,6.00418790654977e-63,1.0,4.9846748053765836e-64
2004-09-17,1,2.02075210124944e-66,1.0,1.2589957951285e-48
2004-09-20,1,1.4473421376500039e-59,1.0,1.3015623550295677e-62
2004-09-21,1,7.782322633857057e-63,1.0,5.2780345360759125e-71
2004-09-22,1,2.5825126137804796e-59,1.0,1.8290816701431776e-56
2004-09-23,1,1.0924747759588164e-44,1.0,2.9453913497076216e-39
2004-09-24,1,3.168105826955455e-42,1.0,3.36798874021237e-31
2004-09-27,1,2.0549909308333266e-43,1.0,3.2515133663045844e-27
2004-09-28,1,2.201721600414623e-47,1.0,3.902174977496177e-33
2004-09-29,1,6.960410135270179e-48,1.0,9.843772478367987e-38
2004-09-30,1,1.7100342383583909e-43,1.0,1.9874039741546922e-44
2004-10-01,1,1.076050723096221e-43,1.0,9.762264453529725e-59
2004-10-04,1,5.2748955492539257e-48,1.0,2.6833492375222044e-72
2004-10-05,1,1.2338803942552888e-44,1.0,4.526000111800399e-87
2004-10-06,1,2.5853318336411923e-43,1.0,7.519622788423548e-91
2004-10-07,1,1.1297507934517454e-45,1.0,2.1445591389823754e-82
2004-10-08,1,6.494231983537557e-43,1.0,6.205387008852766e-78
2004-10-11,1,2.3501372840585367e-50,1.0,3.858118291969363e-81
2004-10-12,1,8.038430968981725e-55,1.0,7.199223363998413e-87
