episode,reward,steps,epsilon_end,last_loss
1,-6.488599,1500,0.2925,0.003435
2,-1.98051,1500,0.285,0.002578
3,-1.955117,1500,0.2775,0.003223
4,-0.812574,1500,0.27,0.002256
5,-3.975678,1500,0.2625,0.002962
6,-0.026303,1500,0.255,0.003161
7,-1.851947,1500,0.2475,0.002612
8,-1.965149,1500,0.24,0.003601
9,-1.70576,1500,0.2325,0.002709
10,-1.783988,1500,0.225,0.002439
11,-0.96216,1500,0.2175,0.002547
12,-3.440404,1500,0.21,0.002917
13,-1.618473,1500,0.2025,0.001719
14,-3.724747,1500,0.195,0.002924
15,-0.431959,1500,0.1875,0.001873
16,0.88071,1500,0.18,0.003114
17,-1.463448,1500,0.1725,0.002712
18,0.062874,1500,0.165,0.003541
19,0.648763,1500,0.1575,0.002367
20,-0.701447,1500,0.15,0.002928
21,-0.817555,1500,0.1425,0.003358
22,-0.802226,1500,0.135,0.003167
23,1.44329,1500,0.1275,0.001981
24,-0.257956,1500,0.12,0.002937
25,0.158437,1500,0.1125,0.001504
26,0.981074,1500,0.105,0.002799
27,0.946351,1500,0.0975,0.002939
28,1.45581,1500,0.09,0.002971
29,0.332108,1500,0.0825,0.003888
30,0.235263,1500,0.075,0.005338
31,0.800971,1500,0.0675,0.002021
32,1.304257,1500,0.06,0.002675
33,1.575904,1500,0.0525,0.004184
34,2.060108,1500,0.05,0.001971
35,1.949185,1500,0.05,0.002981
36,1.475543,1500,0.05,0.002469
37,2.006394,1500,0.05,0.001601
38,2.660746,1500,0.05,0.002348
39,2.797096,1500,0.05,0.003004
40,2.068213,1500,0.05,0.002721
41,2.111634,1500,0.05,0.002274
42,2.39332,1500,0.05,0.003188
43,1.928894,1500,0.05,0.003588
44,1.382668,1500,0.05,0.003902
45,1.746732,1500,0.05,0.002998
46,2.123396,1500,0.05,0.002919
47,0.758838,1500,0.05,0.003342
48,1.872356,1500,0.05,0.002921
49,1.515267,1500,0.05,0.002371
50,1.199036,1500,0.05,0.002593
51,1.599396,1500,0.05,0.002627
52,1.432437,1500,0.05,0.003215
53,1.538092,1500,0.05,0.003841
54,1.806395,1500,0.05,0.003301
55,1.08821,1500,0.05,0.002469
56,1.949582,1500,0.05,0.00211
57,1.70364,1500,0.05,0.002548
58,1.389739,1500,0.05,0.002647
59,2.044857,1500,0.05,0.003185
