ticker,round,episodes_seen,transitions_added,avg_reward,avg_loss,last_reward,last_loss
CC,1,91,100100,6.282106,0.002768,12.953976,0.002955
DA,1,91,100100,12.661403,0.002768,18.815311,0.002955
GI,1,91,100646,10.075585,0.002768,16.680783,0.002955
JO,1,91,100100,10.2589,0.002768,15.254806,0.002955
KC,1,91,100100,5.940608,0.002768,11.923766,0.002955
KW,1,91,100646,5.164621,0.002768,9.760939,0.002955
LB,1,91,100646,10.299195,0.002768,17.603138,0.002955
NR,1,91,100646,8.090937,0.002768,12.889847,0.002955
SB,1,91,100100,9.941023,0.002768,16.295326,0.002955
ZC,1,91,100646,11.243921,0.002768,18.582913,0.002955
ZF,1,91,100646,2.636974,0.002768,4.015882,0.002955
ZG,1,91,100555,8.033862,0.002768,10.363704,0.002955
ZH,1,91,100373,11.402748,0.002768,16.619149,0.002955
ZI,1,91,100555,6.16222,0.002768,11.150248,0.002955
ZK,1,91,100464,8.410565,0.002768,14.285573,0.002955
ZL,1,91,100646,10.318248,0.002768,17.063834,0.002955
ZN,1,91,100282,5.098618,0.002768,9.228119,0.002955
ZO,1,91,100555,9.594752,0.002768,19.419807,0.002955
ZP,1,91,100555,8.966467,0.002768,14.056191,0.002955
ZR,1,91,100646,6.051733,0.002768,10.24752,0.002955
ZT,1,91,100646,1.905082,0.002768,3.194225,0.002955
ZU,1,91,100191,9.486221,0.002768,13.005543,0.002955
ZW,1,91,100646,4.123859,0.002768,7.983571,0.002955
ZZ,1,91,100646,7.847733,0.002768,13.881657,0.002955
