ticker,round,episodes_seen,transitions_added,avg_reward,avg_loss,last_reward,last_loss
AN,1,24,36000,3.664052,0.002109,12.177993,0.00204
BN,1,24,36000,1.921888,0.002082,7.006893,0.002179
CN,1,24,36000,1.240831,0.002027,6.142867,0.002279
DX,1,24,36000,0.184498,0.002036,4.143262,0.002085
FN,1,24,36000,3.211066,0.002054,11.054371,0.003095
JN,1,24,36000,-2.627068,0.002098,3.09404,0.001156
MP,1,24,36000,0.832872,0.002061,6.604313,0.00204
NK,1,24,36000,8.379675,0.002083,17.43494,0.001985
SN,1,24,36000,-1.068299,0.002061,1.430626,0.002755
