episode,reward,steps,epsilon_end,last_loss
1,-2.32067,1253,0.293735,0.002058
2,1.576853,1253,0.28747,0.002073
3,1.44826,1253,0.281205,0.003097
4,1.020633,1253,0.27494,0.002999
5,2.564321,1253,0.268675,0.002898
6,2.029963,1253,0.26241,0.002092
7,1.764592,1253,0.256145,0.003715
8,1.557748,1253,0.24988,0.004542
9,1.19095,1253,0.243615,0.003121
10,0.658214,1253,0.23735,0.00392
